CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	triptorelin	pEC50=9.025	pEC50=9.025	pEC50=9.025
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	nafarelin	pKd=9.699	pKd=9.699	pKd=9.699
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	leuprorelin	pIC50=9.5229	pIC50=9.5229	pIC50=9.5229	pIC50=9.1
CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	abarelix	pKi=9.30000019	pKi=9.30000019	pKi=9.30000019
[H][C@]1(CC(=O)NC(=O)N1)C(=O)NC1=CC=C(C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](CC2=CN=CC=C2)NC(=O)[C@@H](CC2=CC=C(Cl)C=C2)NC(=O)[C@@H](CC2=CC3=C(C=CC=C3)C=C2)NC(C)=O)C(=O)N[C@H](CC2=CC=C(NC(N)=O)C=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)C=C1	degarelix	pKi=8.77000046	pKi=8.77000046	pKi=8.77000046
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	buserelin
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	gonadorelin	pIC50=8.0	pIC50=8.0	pIC50=8.0
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	goserelin
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	histrelin
CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	cetrorelix	pKi=8.8	pKi=8.8	pKi=8.8
CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	ganirelix
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5cnsn5.OC(=O)C(F)(F)F	CHEMBL342822	pIC50=8.7
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCC(N4)C(F)(F)F)C(=O)Nc5ccncn5	CHEMBL298937	pIC50=8.7
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCC[C@@H](N4)C(F)(F)F)C(=O)Nc5ccncn5	CHEMBL360429	pIC50=8.7
Cl.CC(C)OC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5	CHEMBL544440	pIC50=8.7
OC(=O)c1scc2NC(=O)N(C(=O)c12)c3cc(ccc3Cl)S(=O)(=O)N4CCCc5ccccc45	CHEMBL3668006	pIC50=8.7
CCN(C1CCCCCCC1)C(=O)c2ccc3[nH]c(c(CCNCCCCc4ccncc4)c3c2)c5cc(C)cc(C)c5	CHEMBL295641	pIC50=8.72
C[C@H](CNCCCCc1cccc2ncccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168615	pIC50=8.72
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(Cc5cnc6NC(=O)C(=O)Nc6c5)CC4	CHEMBL473807	pIC50=8.75
CCOc1cccc(C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL190929	pKi=8.75
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(NC(=O)Nc4ccncn4)cc3c2OCC[C@@H]5CCCCN5	CHEMBL47895	pIC50=8.75
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5ccnc(C)n5.OC(=O)C(F)(F)F	CHEMBL138866	pIC50=8.75
CCN1C=C(CN2CCN(CC2)c3cccc4[nH]c(nc34)c5ccc(cc5)C(C)(C)C)C(=O)NC1=O	CHEMBL460480	pIC50=8.77
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(C)C4CCCC4)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]5N(CCc6ccc(Cl)c(Cl)c6)C(=O)O[C@]15C)OC	CHEMBL264043	pKi=8.82
C[C@H](CNCCCCc1cccc2cnccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL170499	pIC50=8.82
C[C@H](CNCCc1ccc(cc1)c2nnn[nH]2)c3c4CN(CCc4[nH]c3c5cc(C)cc(C)c5)C(=O)Cc6c(F)cccc6C(F)(F)F	CHEMBL413245	pIC50=8.82
CN1[C@@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4cnsn4)c5cc(C)c(C)c(C)c5)CCC1=O	CHEMBL185738	pIC50=8.85
COc1cccc(C2=CN(Cc3c(F)cccc3Cl)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL192171	pKi=8.85
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C[C@H]5CCCC[C@H]5C4)c6cc(C)cc(C)c6	CHEMBL86431	pIC50=8.85
Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6	CHEMBL48616	pIC50=8.85
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5cc(Cl)ncn5.OC(=O)C(F)(F)F	CHEMBL138747	pIC50=8.85
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3nc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)NCC#C)cc5	CHEMBL237734	pKi=8.87
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCCC(=O)O)c4F	CHEMBL505033	pKi=8.89
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2[C@@H](C)COC2=O)[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(CC4CC4)CC5CC5)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]6N(CCc7ccc(Cl)c(Cl)c7)C(=O)O[C@]16C)OC	CHEMBL408925	pKi=8.89
CS(=O)(=O)c1cccc(F)c1CN2C=C(C(=O)N(C[C@H](N)c3ccccc3)C2=O)c4ccccc4Cl	CHEMBL371613	pKi=8.89
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CCC(C)(C)CC4)c5cc(C)cc(C)c5	CHEMBL313946	pIC50=8.89
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCC(=O)O)c4F	CHEMBL454774	pKi=8.92
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)OCC)C(=O)n3c2CN(C)CCc5ccccn5	CHEMBL130126	pKi=8.92
CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCCC(=O)O)c3F)C)c4ccccc4	CHEMBL451916	pKi=8.92
CN[C@H](CC(C)C)CN1C(=O)N(Cc2c(F)cccc2F)C(=C(C1=O)c3cccc(OC)c3F)C	CHEMBL116071	pKi=8.92
COC(=O)C(C)(C)c1nc2N(Cc3ccccc3F)C(=C(C(=O)n2c1CN(C)CCc4ccccn4)c5cccc(OC)c5)C	CHEMBL298982	pKi=8.92
C[C@H](CNCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C[C@H]5CC[C@@H]4C5)c6cc(C)cc(C)c6	CHEMBL316362	pIC50=8.92
N[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C=C(C1=O)c3ccccc3Cl)c4ccccc4	CHEMBL189164	pKi=8.92
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)NCCCc5ccccc5)C(=O)n3c2CN(C)CCc6ccccn6	CHEMBL130558	pKi=8.96
COc1cccc(C2=C(C)N(Cc3c(F)cccc3Cl)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F	CHEMBL502341	pKi=8.96
C[C@H](CNCCCCc1ccc2ncccc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL353308	pIC50=8.96
C[C@H](CNCCCc1ccnc2nc(C)ccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL352565	pIC50=8.96
C[C@H](CNCCc1ccc2[nH]ncc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL430069	pIC50=8.96
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(NC(=O)Nc4cnccn4)cc3c2OCC[C@@H]5CCCCN5	CHEMBL416651	pIC50=8.96
Oc1nc2cc(Cl)c(cc2c(OCC[C@@H]3CCCCN3)c1c4cc(Cl)cc(Cl)c4)C(=O)Nc5ccncn5	CHEMBL46177	pIC50=8.96
CCOC(=O)C1=CN(Cc2ccccc2)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)c6ccccc6)cc5	CHEMBL264121	pIC50=9.0
CNCCNc1nc(OC)c(NC(=O)c2oc(Cc3cc4c(cc3C)C(C)(C)OC4(C)C)cc2)c(OC)n1	CHEMBL411526	pKi=9.0
COc1ccc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)cn1	CHEMBL314860	pIC50=9.0
COc1cccc(C2=CN(Cc3c(F)cccc3F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1Cl	CHEMBL192912	pKi=9.0
COc1cccc(c1)N2C(=O)N(Cc3c(F)cccc3F)c4sc(c(CN(C)Cc5ccccc5)c4C2=O)c6ccc(N)cc6	CHEMBL280170	pIC50=9.0
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL265288	pIC50=9.0
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C[C@H]5CC[C@@H]4C5)c6cc(C)cc(C)c6	CHEMBL315325	pIC50=9.0
Oc1nc2cc(Cl)c(cc2c(OCC[C@@H]3CCCCN3)c1c4ccc(Cl)c(Cl)c4)C(=O)Nc5ccncn5	CHEMBL45784	pIC50=9.0
CCC(O)C(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)C(C)C)C(=O)c3c2CN(C)Cc5ccccc5	CHEMBL211485	pIC50=9.05
COC(=O)c1cc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)ccn1	CHEMBL331145	pIC50=9.05
COc1cccc(C2=CN(Cc3c(F)cccc3S(=O)(=O)C)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL364914	pKi=9.05
C[C@H](CNCCCc1cccc2cnccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL352566	pIC50=9.05
C[C@H](CNCCc1ccc2[nH]c(nc2c1)C(F)(F)F)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168726	pIC50=9.05
C[C@H](CNCCc1ccnc(C)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL114438	pIC50=9.05
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5cnccn5	CHEMBL45883	pIC50=9.05
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5ccncn5	CHEMBL52278	pIC50=9.05
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5ccncn5.OC(=O)C(F)(F)F	CHEMBL2111956	pIC50=9.05
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@H]4CCO4)C(=O)Nc5cnsn5	CHEMBL363663	pIC50=9.05
[Na+].COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](NCCCC(=O)[O-])c4ccccc4)C2=O)c1F	CHEMBL502182	pKi=9.05
CCNC(=O)CNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNc2n[nH]c(N)n2)NC(=O)[C@H](CCCCNc3n[nH]c(N)n3)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@H](Cc5ccc(Cl)cc5)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C	CHEMBL2370814	pKd=9.07
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(CC4CC4)CC5CC5)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]6N(CCc7ccc(F)c(Cl)c7)C(=O)O[C@]16C)OC	CHEMBL410940	pKi=9.07
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccc(OC)nc4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800156	pIC50=9.1
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C5CCCC4CC5)c6cc(C)cc(C)c6	CHEMBL86805	pIC50=9.1
C[C@H](CNCCCc1cnc2nccnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL166778	pIC50=9.1
C[C@H](CNCCc1cc[n+]([O-])cc1C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL112378	pIC50=9.1
C[C@H](CNCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL87785	pIC50=9.1
C[C@H](CNCCc1ccncc1C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL333614	pIC50=9.1
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5cnsn5.OC(=O)C(F)(F)F	CHEMBL2111955	pIC50=9.1
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCN4)C(=O)Nc5ccncn5	CHEMBL362544	pIC50=9.1
CC(CNCCCCc1ccnnc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL408746	pKi=9.16
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3Cl)c4ccccc4F.OC(=O)C(F)(F)F	CHEMBL75347	pKi=9.16
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3nc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)NOC)cc5	CHEMBL291896	pIC50=9.16
COCc1cc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)ccn1	CHEMBL79639	pIC50=9.16
COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](CO)NC4CCCC4)C2=O)c1Cl	CHEMBL403234	pKi=9.16
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL327704	pIC50=9.16
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC(C)(C)C4)c5cc(C)cc(C)c5	CHEMBL87099	pIC50=9.16
C[C@H](CNCCCc1ccc2cnccc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168637	pIC50=9.16
C[C@H](CNCCc1ccc2[nH]c(CO)nc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL351836	pIC50=9.16
C[C@H](CNCCc1ccc2[nH]c(O)nc2c1F)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL169569	pIC50=9.16
C[C@H](CNCCc1ccnc(c1)C#N)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL321258	pIC50=9.16
C[C@H](CNCCc1ccnc(c1)C(C)(C)O)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL331144	pIC50=9.16
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCCC4COCCN4)C(=O)Nc5cnsn5	CHEMBL424991	pIC50=9.16
Cc1ccc(cc1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5ccncn5	CHEMBL49230	pIC50=9.16
Oc1nc2cc(Cl)c(cc2c(OCC[C@@H]3CCCCN3)c1c4ccc5CCCc5c4)C(=O)Nc6ccncn6	CHEMBL48674	pIC50=9.16
COc1cccc(C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL434936	pKi=9.19
CC(C)ONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6	CHEMBL21936	pIC50=9.22
CC(O)c1cc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)ccn1	CHEMBL113432	pIC50=9.22
CCOC(=O)C1=CN(Cc2ccccc2)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5	CHEMBL210888	pIC50=9.22
COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](C)NC4CCCC4)C2=O)c1F	CHEMBL259906	pKi=9.22
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@@H](C4CCCC4)N(C)C)C2=O)c1F	CHEMBL115703	pKi=9.22
C[C@H](CNCCC1=CN(C)C(=O)C(=C1)C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL86911	pIC50=9.22
C[C@H](CNCCCCc1ccnc2nc(C)ccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168506	pIC50=9.22
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CCC5(CC4)OCCO5)c6cc(C)cc(C)c6	CHEMBL265042	pIC50=9.22
C[C@H](CNCCc1c[nH]c2nnnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL157412	pIC50=9.22
C[C@H](CNCCc1ccc2[nH]nnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL170606	pIC50=9.22
C[C@H](CNCCc1ccc2ncoc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL353395	pIC50=9.22
C[C@H](CNCCc1cccc2cnccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL170159	pIC50=9.22
C[C@H](CNCCc1cccnc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL421160	pIC50=9.22
C[C@H](CNCCc1ccnc(c1)C(=O)C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL332049	pIC50=9.22
C[C@H](CNCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL314260	pIC50=9.22
C[C@H]1CCC[C@@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4ccncn4)c5cc(C)c(C)c(C)c5)N1	CHEMBL48879	pIC50=9.22
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CC5CCN4CC5)C(=O)Nc6cnsn6	CHEMBL185986	pIC50=9.22
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCO4)C(=O)Nc5ccncn5	CHEMBL184819	pIC50=9.22
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCCC4OCCO4)C(=O)Nc5cnsn5	CHEMBL185785	pIC50=9.22
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)C)c5ccc(OC)nc5	CHEMBL1800158	pIC50=9.26
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5cnsn5	CHEMBL433594	pIC50=9.26
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccccc4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800668	pIC50=9.3
COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL468551	pKi=9.3
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](C)N(C)Cc4ccccn4)C2=O)c1F	CHEMBL426780	pKi=9.3
C[C@@H]1CCC[C@@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4ccncn4)c5cc(C)cc(C)c5)N1	CHEMBL300295	pIC50=9.3
C[C@H](CNCCc1cc(C)[n+]([O-])c(C)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL431402	pIC50=9.3
C[C@H](CNCCc1ccc2nsnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL169620	pIC50=9.3
C[C@H]1CCC[C@@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4ccncn4)c5cc(C)cc(C)c5)N1	CHEMBL295948	pIC50=9.3
Cc1cc(ccc1I)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5ccncn5	CHEMBL48165	pIC50=9.3
COc1cccc(C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1Cl	CHEMBL192955	pKi=9.35
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCN4)C(=O)Nc5ncccn5	CHEMBL71561	pIC50=9.36
