CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	levomilnacipran	pKi=7.03526926	pKi=7.03526926	pKi=7.03526926	pIC50=7.4
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=6.31875896	pKi=6.31875896	pKi=6.31875896
CC(N)CC1=CC=CC=C1	amfetamine
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	pseudoephedrine
NC(=N)NCC1COC2(CCCCC2)O1	guanadrel
CNC(NC)=NCC1=CC=CC=C1	betanidine
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1	amoxapine	pKi=7.88605665	pKi=7.88605665	pKi=7.88605665	pIC50=7.89
[H][C@@]1(C)N(C)CCO[C@@]1([H])C1=CC=CC=C1	phendimetrazine
CCN(CC)C(C)C(=O)C1=CC=CC=C1	diethylpropion
[H]C1(CCCCN1)C(C(=O)OC)C1=CC=CC=C1	methylphenidate	pKi=6.18	pKi=6.18	pKi=6.18	pKi=6.18
CCOc1ccccc1OCC2CNCCO2	viloxazine	pKd=6.81	pKd=6.81	pKd=6.81	pKd=6.81
C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1	benzphetamine
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1	bupropion	pKi=5.16	pKi=5.16	pKi=5.16	pIC50=6.35
CC[N+](C)(C)CC1=C(Br)C=CC=C1	bretylium
CNCC[C@@H](Oc1ccccc1C)c2ccccc2	atomoxetine	pKd=8.69	pKd=8.69	pKd=8.69	pIC50=8.29
OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4	mazindol	pKd=9.3	pKd=9.3	pKd=9.3	pKi=7.75
CNCC[C@H](Oc1cccc2ccccc12)c3cccs3	duloxetine	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=6.29
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	desvenlafaxine	pKi=6.2747	pKi=6.2747	pKi=6.2747
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1	venlafaxine	pKd=5.9747	pKd=5.9747	pKd=5.9747	pIC50=6.17
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=C1C=CC=C2	trimipramine	pKi=5.61000013	pKi=5.61000013	pKi=5.61000013
CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1	sibutramine	pKi=5.2635	pKi=5.2635	pKi=5.2635
CNCCCC1C2=CC=CC=C2C=CC2=C1C=CC=C2	protriptyline	pKi=8.39	pKi=8.39	pKi=8.39	pIC50=7.77
CC(C)(N)CC1=CC=CC=C1	phentermine
CC1NCCOC1C1=CC=CC=C1	phenmetrazine	pEC50=7.2976	pEC50=7.2976	pEC50=7.2976
CNCCC=C1c2ccccc2CCc3ccccc13	nortriptyline	pKd=8.3595	pKd=8.3595	pKd=8.3595	pKi=8.2
CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4	nefazodone	pKd=6.4437	pKd=6.4437	pKd=6.4437	pKd=6.44
CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1	milnacipran	pKi=7.6	pKi=7.6	pKi=7.6	pIC50=7.11
CNCCCC12CCC(c3ccccc13)c4ccccc24	maprotiline	pKd=8.27	pKd=8.27	pKd=8.27	pIC50=7.52
CN(C)CCCN1c2ccccc2CCc3ccccc13	imipramine	pKd=7.4318	pKd=7.4318	pKd=7.4318	pIC50=7.13
NC(=N)NCCN1CCCCCCC1	guanethidine
CN(C)CCC=C1c2ccccc2COc3ccccc13	doxepin	pKd=7.53	pKd=7.53	pKd=7.53	pIC50=7.54
[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1	dexmethylphenidate
CNCCCN1c2ccccc2CCc3ccccc13	desipramine	pKd=9.0809	pKd=9.0809	pKd=9.0809	pKi=6.24
CN(C)CCC=C1c2ccccc2CCc3ccccc13	amitriptyline	pKd=7.4559	pKd=7.4559	pKd=7.4559	pKi=6.48
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13	clomipramine	pKd=7.4202	pKd=7.4202	pKd=7.4202	pIC50=7.15
CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1	nomifensine	pKi=7.67	pKi=7.67	pKi=7.67	pIC50=6.2
CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1	lofepramine	pKi=8.2676	pKi=8.2676	pKi=8.2676
CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12	dosulepin	pKd=7.3372	pKd=7.3372	pKd=7.3372
C[C@H](N)CC1=CC=CC=C1	dexamfetamine	pKi=7.0	pKi=7.0	pKi=7.0	pIC50=6.2
C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN	lisdexamfetamine
C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2	CHEMBL1172928	pIC50=7.0
Cc1ccccc1O[C@@H]2[C@H](CN)OCc3ccccc23	CHEMBL524798	pIC50=7.0
Cl.Fc1cc(ccc1Cl)[C@@H]2OCCNC[C@H]2CN3C(=O)C=CC=C3C4=NOC(=O)N4	CHEMBL3819217	pIC50=7.0
Clc1ccc(cc1Cl)[C@]23CCNC[C@@]2(Cn4cncn4)C3	CHEMBL1818469	pKi=7.0
Clc1cccc(CC(N2CCNCC2)c3ccccc3)c1Cl	CHEMBL214056	pIC50=7.0
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3	CHEMBL490	pIC50=7.0
O=C(c1ccc2[nH]ccc2c1)C3(Cc4ccccc4)CCNCC3	CHEMBL1224162	pKi=7.0
OC1(CCCCC1)C(CN2CCNCC2)c3csc(Cl)c3	CHEMBL1095525	pIC50=7.0
OC1(N2CCN=C2c3ccccc13)c4ccccc4	CHEMBL133902	pKi=7.0
C(CN1CCCC(CNCCOC(c2ccccc2)c3ccccc3)C1)Cc4ccccc4	CHEMBL67203	pIC50=7.01
CC(C)C(=O)N(Cc1ccc(F)cc1Cl)[C@H]2CCNC2	CHEMBL518580	pIC50=7.01
CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)c4ccc(N)nn4	CHEMBL3703732	pIC50=7.01
CN(C)Cc1cc(OCCF)ccc1Sc2ccc(Cl)cc2N	CHEMBL239079	pKi=7.01
CN(C)[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642901	pIC50=7.01
COc1ccccc1CC(N2CCNCC2)c3ccccc3F	CHEMBL1085959	pKi=7.01
Cl.COCC(C1CCNCC1)c2cccc(Cl)c2	CHEMBL2407329	pIC50=7.01
Fc1ccc(Oc2cccc(F)c2C3CCNCC3)cc1	CHEMBL574231	pKi=7.01
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)cc(c1)C(=O)C	CHEMBL217987	pKi=7.02
CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3occc3	CHEMBL201976	pKi=7.02
CN(C)Cc1cc(OCCCF)ccc1Sc2ccc(F)cc2N	CHEMBL239301	pKi=7.02
CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.OC(=O)\C=C/C(=O)O	CHEMBL1788140	pKi=7.02
CN1CCN(CC(c2csc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL1097148	pIC50=7.02
CN1C[C@@H]2CCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813478	pIC50=7.02
CNCc1cc(ccc1Oc2ccc(SC)cc2)C#CCCN3CCC(F)CC3	CHEMBL391074	pKi=7.02
COc1ccc2CN(CCc2c1)[C@@H]3CC[C@H](CC3)c4c[nH]c5ccc(cc45)C#N	CHEMBL293583	pKi=7.02
CS(=O)(=O)N(Cc1ccccc1Oc2ccccc2)[C@H]3CCNC3	CHEMBL477573	pKi=7.02
FC(F)(F)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl	CHEMBL1080788	pKi=7.02
OCCN(Cc1ccc(F)cc1C(F)(F)F)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL207635	pKi=7.02
CN1CC(c2ccc3sccc3c2)c4ccc(cc4C1)N5CCOCC5	CHEMBL3323182	pIC50=7.03
CNCCCC1Cc2cc(F)ccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1096001	pIC50=7.03
Cl.Cl.OC1(CCCCC1)C(CN2CCNCC2)c3cccc(c3)C(F)(F)F	CHEMBL470082	pIC50=7.03
Clc1ccc(CN([C@H]2CCNC2)C(=O)c3ccccc3)c(Cl)c1	CHEMBL469233	pIC50=7.03
Fc1ccc(cc1)C(Cc2ccccc2Cl)N3CCNCC3	CHEMBL213785	pIC50=7.03
CC(C)(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL449145	pIC50=7.04
CC(C)CN(Cc1ccccc1)C2CCNCC2	CHEMBL207837	pKi=7.04
CCCN([C@H]1CCNC1)C(=O)c2ccccc2C(C)C	CHEMBL569364	pKi=7.04
CCc1ccccc1OC(C2CCNCC2)c3cccnc3	CHEMBL550289	pIC50=7.04
CNCCCC1Cc2ccccc2N(C1=O)c3ccc(F)cc3	CHEMBL194907	pKi=7.04
CNCC[C@H](c1cccc(F)c1)n2ccc3ccccc23	CHEMBL576542	pIC50=7.04
CNC[C@@H](O)[C@@H](N1C(=O)N(c2ccccc2)c3cccc(F)c13)c4cccc(F)c4	CHEMBL557868	pIC50=7.04
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3ccc(Cl)cc23	CHEMBL575753	pIC50=7.04
CNC[C@@H](O)[C@H](c1ccccc1F)n2ccc3ccccc23	CHEMBL577598	pIC50=7.04
COc1ccc(cc1)C2CCC(CN)O2	CHEMBL451652	pIC50=7.04
Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1	CHEMBL1644479	pIC50=7.04
Cl.Cl.CN1CCN(CC(c2cccc(c2)C(F)(F)F)C3(O)CCCCC3)CC1	CHEMBL469475	pIC50=7.04
Fc1cc(F)c(N2c3ccccc3N(CC[C@@H]4CNCCO4)S2(=O)=O)c(F)c1	CHEMBL1830889	pIC50=7.04
NC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642904	pIC50=7.04
[O-][N+](=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1	CHEMBL1644480	pIC50=7.04
CCOC(=O)N(Cc1ccccc1SC)[C@H]2CCNC2	CHEMBL502707	pKi=7.05
CNCCC(c1ccccc1)c2c[nH]c3ccccc23	CHEMBL487763	pKi=7.05
CNC[C@@H](O)[C@@H](N1C(=O)N(C2CCC2)c3ccccc13)c4ccccc4	CHEMBL539716	pIC50=7.05
Cc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL210028	pIC50=7.05
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(c1)c4ccccc4	CHEMBL1644605	pIC50=7.05
CNCCCC1Cc2ccccc2N(c3ccccc3)S1(=O)=O	CHEMBL1077209	pIC50=7.06
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Br)cc3)N2C\C=C\CF	CHEMBL1214007	pKi=7.06
CC(NC1CCC1)C(=O)c2cccc(Cl)c2	CHEMBL566418	pIC50=7.07
CCC(CC)N(Cc1ccccc1C(F)(F)F)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL383734	pKi=7.07
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2	CHEMBL252923	pKi=7.07
CCc1cc(Cl)ccc1Oc2ccncc2CNC	CHEMBL257592	pIC50=7.07
CN1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3ccccc3	CHEMBL1644472	pIC50=7.07
CNCC1(CCCCC1)c2ccc(Cl)c(Cl)c2	CHEMBL1683870	pIC50=7.07
CNCc1cnccc1Oc2ccc(Cl)cc2Br	CHEMBL256135	pIC50=7.07
CS(=O)(=O)N(Cc1ccccc1C(F)(F)F)[C@H]2CCNC2	CHEMBL501919	pKi=7.07
CSc1ccccc1CN([C@H]2CCNC2)S(=O)(=O)C	CHEMBL477572	pKi=7.07
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)c4cccc(c4)C#N	CHEMBL3703733	pIC50=7.07
Fc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4	CHEMBL1644603	pIC50=7.07
CNC[C@@H](O)[C@H](c1ccc(F)cc1)n2ccc3ccccc23	CHEMBL575131	pIC50=7.08
CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)N	CHEMBL258271	pIC50=7.08
CNCc1cnc(C)cc1Oc2ccc(Cl)cc2OC	CHEMBL403078	pIC50=7.08
COc1c(F)cccc1CC(N2CCNCC2)c3ccccc3	CHEMBL1086273	pKi=7.08
COc1cc(Cl)ccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3C	CHEMBL264174	pKi=7.08
COc1ccc(cc1)C2(O)N3CCCN=C3c4ccccc24	CHEMBL133043	pKi=7.08
COc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL214335	pKi=7.08
Cc1ccc(cc1Cl)C2CNCC=CC2	CHEMBL2322002	pKi=7.08
Clc1ccc(Cl)c(OC(C2CCNCC2)c3cccnc3)c1	CHEMBL559654	pIC50=7.08
CN(C)Cc1ccccc1Oc2cccc(Cl)c2	CHEMBL257424	pIC50=7.09
CNCCC(Oc1cccc2ccccc12)c3cccc(OC)c3	CHEMBL337791	pKi=7.09
CNCc1cc(ccc1Oc2ccc(Cl)c(Cl)c2)C(=O)N3CCN(CC3)C(C)C	CHEMBL408206	pKi=7.09
CNCc1cnc(C)cc1Oc2ccccc2C(C)C	CHEMBL401651	pKi=7.09
Cl.Cl.CN1CCN(C[C@H](c2cccc(OC(F)(F)F)c2)C3(O)CCCCC3)CC1	CHEMBL469668	pIC50=7.09
Cl.Clc1ccc(cc1Cl)N2CC3(CC3)CNCC2=O	CHEMBL3353960	pIC50=7.09
Clc1cccc(Cl)c1CC(N2CCNCC2)c3ccccc3	CHEMBL214259	pIC50=7.09
Fc1ccc(cc1)C(OCCNCCCNCCc2ccccc2)c3ccc(F)cc3	CHEMBL121611	pKi=7.09
C(Cc1ccccc1)C2CNCCN2c3ccc4[nH]ncc4c3	CHEMBL1170373	pKi=7.1
CC(C)CN(Cc1ccc2ccccc2c1)[C@@H]3CCNC3	CHEMBL471855	pIC50=7.1
CCCCC1CNCCN1c2ccc3[nH]ncc3c2	CHEMBL1172525	pKi=7.1
CCCCN(Cc1ccc2ccccc2c1)[C@H]3CCNC3	CHEMBL471029	pIC50=7.1
CCCN(CC#CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2	CHEMBL410055	pIC50=7.1
CN(C)CCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3	CHEMBL596148	pIC50=7.1
CNCCCC1Cc2ccccc2N(C1=O)c3cccc(Cl)c3	CHEMBL194574	pKi=7.1
CNC[C@H](O)[C@@H](c1ccccc1)n2ccc3ccccc23	CHEMBL565309	pIC50=7.1
Cc1cnn(C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)c1	CHEMBL1818453	pKi=7.1
Cc1csc(C[C@@H]2[C@H]3CNC[C@@]23c4ccc(Cl)c(Cl)c4)n1	CHEMBL603480	pKi=7.1
FC(F)(F)COC[C@@]12CNCC[C@@]1(C2)c3ccc(Cl)c(Cl)c3	CHEMBL1173594	pKi=7.1
Fc1cccc(OCc2ccccc2N3CCNCC3)c1F	CHEMBL575714	pKi=7.1
NS(=O)(=O)c1cccc(CN(C2CCNCC2)c3ccc4[nH]ccc4c3)c1	CHEMBL552341	pKi=7.1
Oc1ccc(nn1)c2ccc3c(CN4CCC3(CC4)c5ccc(Cl)c(Cl)c5)c2	CHEMBL3673163	pIC50=7.1
C(c1ccccc1)C2(CCNC2)c3ccc4cc[nH]c4c3	CHEMBL459165	pKi=7.11
CC(C)CN(Cc1ccc(F)cc1)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL207719	pKi=7.11
CCCC(=O)NCCNC(CC(C)C)C1(CCC1)c2ccc(Cl)c(Cl)c2	CHEMBL3704752	pKi=7.11
CNCCC(Oc1cccc2ccccc12)c3ccc(Cl)cc3	CHEMBL139245	pKi=7.11
CNCCCC1(C)Cc2ccccc2N(C1=O)c3ccc(F)c(F)c3	CHEMBL198011	pKi=7.11
CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)NC	CHEMBL257481	pIC50=7.11
CNCc1ccccc1Oc2ccc(Cl)cc2OC	CHEMBL256818	pIC50=7.11
Cc1ccccc1O[C@H]2c3ccccc3C[C@@]2(O)CN	CHEMBL509446	pIC50=7.11
FC(F)(F)Oc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL375131	pKi=7.11
C(Oc1ccccc1C2CCNCC2)c3ccccc3	CHEMBL573769	pKi=7.12
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccs2	CHEMBL257964	pIC50=7.12
Clc1ccccc1CC(N2CCCNCC2)c3ccccc3	CHEMBL212877	pIC50=7.12
CC(C)C(=O)N(Cc1ccccc1C2CC2)[C@H]3CCNC3	CHEMBL450435	pKi=7.13
CCc1cc(Cl)ccc1Oc2cc(C)ncc2CNC	CHEMBL403251	pKi=7.13
CN1CCCCC(C1)c2ccc(Cl)c(Cl)c2	CHEMBL2326691	pKi=7.13
CNCCC(Oc1cccc2ccccc12)c3ccc(OC)cc3	CHEMBL415244	pKi=7.13
CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3F	CHEMBL526670	pIC50=7.13
Cc1ccccc1OC2c3ccccc3CC2(O)CN	CHEMBL509373	pIC50=7.13
Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#C)[C@H](C2)c3ccc(Cl)cc3	CHEMBL449047	pKi=7.13
Clc1ccccc1CC(N2CCNCC2)c3cccnc3	CHEMBL378319	pIC50=7.13
Clc1ccccc1Oc2ncccc2C3CCNCC3	CHEMBL609904	pKi=7.13
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccc(F)c2	CHEMBL404145	pIC50=7.14
CCc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL210126	pIC50=7.14
CN1CC(c2cc3ccccc3s2)c4ccc(cc4C1)c5cncnc5	CHEMBL3663913	pKi=7.14
CNC(C)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1085339	pIC50=7.14
CNC[C@@H](O)[C@@H](N(C)c1ccccc1)c2cccc(Cl)c2	CHEMBL512435	pIC50=7.14
CNC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642906	pIC50=7.14
CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642897	pIC50=7.14
CN[C@H]1C[C@H](Oc2ccccc2C)c3ccccc13	CHEMBL486044	pIC50=7.14
Cc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3	CHEMBL551935	pKi=7.14
Cl.CNC[C@@H](O)[C@@H](N1C(C)Cc2ccccc12)c3cccc(F)c3	CHEMBL605213	pIC50=7.14
Fc1cccc(Cl)c1Oc2ncccc2OC3CNC3	CHEMBL1645619	pKi=7.14
N#Cc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL213035	pIC50=7.14
CCCC1(CCNC1)c2ccc3[nH]ccc3c2	CHEMBL463389	pKi=7.15
Cl.Clc1ccc(cc1Cl)[C@]23CNC[C@H]2C3	CHEMBL1818442	pIC50=7.15
FC(F)(F)c1nnc2ccc(cn12)c3ccc4c(CN5CCC4(C5)c6ccc(Cl)cc6)c3	CHEMBL3673130	pIC50=7.15
Fc1cc2C(CNCc2cc1c3ccc4ncnn4c3)c5ccc(Cl)c(Cl)c5	CHEMBL3703747	pIC50=7.15
CC(C)C(=O)N(Cc1ccccc1C(C)C)[C@H]2CCNC2	CHEMBL476942	pKi=7.16
CC(C)CN(Cc1ccc(C)cc1)C2CCNCC2	CHEMBL380191	pKi=7.16
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(F)c2C	CHEMBL1078163	pKi=7.16
CCCC(N1CCCC1)C(=O)c2ccc(cc2)C#CC	CHEMBL204538	pKi=7.16
CCCCC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL513313	pIC50=7.16
CN(C)Cc1ccccc1Oc2ccccc2	CHEMBL256058	pIC50=7.16
CN1CC(c2ccccc2C1)c3cccc4ccoc34	CHEMBL3323094	pIC50=7.16
CNCCC(Oc1cccc2ccccc12)c3cccc(c3)C(F)(F)F	CHEMBL141974	pKi=7.16
CNCCC(c1ccc(Cl)c(Cl)c1)n2ncnn2	CHEMBL1224381	pIC50=7.16
CSc1ccc(Sc2ccc(cc2CN(C)C)N(C)S(=O)(=O)C)cc1	CHEMBL479783	pIC50=7.16
Cc1ccccc1OC(CC2CNC2)c3ccc(Cl)c(F)c3	CHEMBL3310488	pIC50=7.16
Cl.COCC(C1CCNCC1)c2ccc(F)c(Cl)c2	CHEMBL2407331	pIC50=7.16
Clc1ccc(cc1Cl)C(CCN2CCOCC2)N3CCCC3	CHEMBL3334776	pIC50=7.16
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(F)c2Cl	CHEMBL1078164	pKi=7.17
CN([C@H]([C@H](O)CN)c1ccccc1)c2ccccc2	CHEMBL504892	pIC50=7.17
CNCCC(Oc1cccc2ccccc12)c3cccc(Br)c3	CHEMBL337798	pKi=7.17
COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccccc4)\CN23	CHEMBL294105	pKi=7.17
COc1ccc2cc(ccc2c1)[C@H]3C4CCC(C4)[C@@H]3CN(C)C	CHEMBL323678	pKi=7.17
FCCCOC(=O)C1C2CCC(CC1c3cccc(\C=C/I)c3)N2	CHEMBL462410	pKi=7.17
Fc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1	CHEMBL1644478	pIC50=7.17
CN1C2CCC1[C@@H](CNc3cccc(F)n3)[C@H](C2)c4ccc(Cl)cc4	CHEMBL1914699	pKi=7.18
CNC[C@@H](O)[C@@H](N1C(=O)N(C2CCCC2)c3ccccc13)c4ccccc4	CHEMBL559490	pIC50=7.18
Clc1ccc(cc1Cl)C2CNCC=CC2	CHEMBL2321998	pKi=7.18
CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2C(C)C	CHEMBL1078169	pKi=7.19
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cc3ccccc3s2	CHEMBL257338	pIC50=7.19
CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3C)S1(=O)=O	CHEMBL1085066	pIC50=7.19
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3c(Cl)cccc23	CHEMBL584152	pIC50=7.19
COCCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	CHEMBL257390	pIC50=7.19
CSc1ccccc1CN([C@H]2CCNC2)C(=O)C(C)C	CHEMBL518276	pKi=7.19
Clc1ccc(CN([C@H]2CCNC2)C(=O)C3CCC3)c(Cl)c1	CHEMBL513360	pIC50=7.19
C(N(C1CCCNC1)c2ccc3[nH]ccc3c2)c4ccccc4	CHEMBL560536	pKi=7.2
CC(C)C(=O)N(Cc1ccccc1C(F)(F)F)[C@H]2CCNC2	CHEMBL476527	pKi=7.2
CCCCC(C1CCCCN1)c2ccc(Cl)c(Cl)c2	CHEMBL374634	pIC50=7.2
CCN(C(=O)C1(CC1CN)c2ccccc2)c3ccccc3	CHEMBL404474	pIC50=7.2
CN(C)CC1(CCCC1)c2ccc(Cl)c(Cl)c2	CHEMBL1683882	pIC50=7.2
COC[C@@H]1[C@@H]2CCNC[C@]12c3ccc(Cl)c(Cl)c3	CHEMBL1172919	pKi=7.2
Clc1ccc(cc1Cl)[C@]23CCNCC2(Cn4ccc5ccccc45)C3	CHEMBL1818546	pKi=7.2
Fc1cc2C(CNCc2cc1C3=NNC(=O)C=C3)c4ccc(Cl)c(Cl)c4	CHEMBL3703750	pIC50=7.2
Nc1ccc(nn1)c2ccc3C(CNCc3c2)c4ccc(Cl)cc4	CHEMBL3703727	pIC50=7.2
CC(C)CC(=O)N(Cc1cccc(Cl)c1Cl)[C@H]2CCNC2	CHEMBL448900	pIC50=7.21
CNCCCC1Cc2ccccc2N(C1=O)c3ccc(Cl)c(Cl)c3	CHEMBL198275	pKi=7.21
CNCC[C@@H](Oc1cccc2ccccc12)c3cccs3	CHEMBL336920	pKi=7.21
CNC[C@@H](O)[C@@H](N(C)c1ccc(F)cc1)c2ccccc2	CHEMBL466293	pIC50=7.21
CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)N	CHEMBL401877	pIC50=7.21
Clc1ccc(cc1)C23CCN(CC2)Cc4cc(OCCCc5cccnc5)ccc34	CHEMBL3673158	pIC50=7.21
C(c1ccccc1)C2(CCNC2)c3c[nH]c4ccccc34	CHEMBL514447	pKi=7.22
C1C[C@@H]2CNC[C@@]2(C1)c3ccc4ccccc4c3	CHEMBL1813477	pIC50=7.22
CCC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL512967	pIC50=7.22
CCN(Cc1ccccc1C(F)(F)F)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL208069	pKi=7.22
CN(C)CC1(CCCCC1)c2ccc(F)c(F)c2	CHEMBL1683891	pIC50=7.22
CN([C@H]1CCNC1)C(=O)c2ccccc2Oc3ccccc3	CHEMBL554336	pKi=7.22
CNC[C@@H](O)[C@@H](N(C)c1cccc(C)c1)c2ccccc2	CHEMBL469151	pIC50=7.22
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cc(Br)ccc23	CHEMBL572917	pIC50=7.22
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cc(Cl)ccc23	CHEMBL566958	pIC50=7.22
CNC[C@H](O)CCN1c2ccccc2N(c3ccccc3Cl)S1(=O)=O	CHEMBL1082459	pIC50=7.22
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(NS(=O)(=O)C)cc13	CHEMBL381792	pIC50=7.22
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccc(C)cc3)N2C	CHEMBL312037	pIC50=7.22
COc1ccc(cc1)[C@H](CN(C)C)C2(O)CCCCC2	CHEMBL251694	pIC50=7.22
FC(F)(F)COc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL379205	pIC50=7.22
FC(F)(F)c1ccccc1C(=O)N(C2CCC2)[C@H]3CCNC3	CHEMBL560673	pKi=7.22
N#Cc1ccc(cc1)c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2	CHEMBL1644606	pIC50=7.22
NCC1CCC(O1)c2ccc(Cl)cc2	CHEMBL447825	pIC50=7.22
NCC1CCC(O1)c2ccc(Br)cc2	CHEMBL461268	pIC50=7.23
CN(C)C1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N	CHEMBL390432	pIC50=7.24
CN1CC=CCC(C1)c2ccc(Cl)c(Cl)c2	CHEMBL2321995	pKi=7.24
CN1CCN(C[C@H](c2csc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL1095850	pIC50=7.24
COc1c(ccc2sccc12)C3CN(C)Cc4cc(ccc34)c5ccc(C)nn5	CHEMBL3663916	pKi=7.24
