NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=7.0222764	pIC50=7.0222764	pIC50=7.0222764
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=6.55
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(OCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442794	pIC50=6.9
COc1ccc(cc1)S(=O)(=O)n2ccc3cc(\C=C\C(=O)NO)ccc23	CHEMBL2048749	pIC50=6.9
COc1ccc(cc1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C6CCCC6)c4n2	CHEMBL3828135	pIC50=6.9
C[C@@H]1C[C@H](OC(=O)NCc2ccc(cc2)C#C)[C@@H]3[C@@H](CC[C@@H]4C[C@H](CC(=O)O4)O[Si](C)(C)C(C)(C)C)[C@@H](C)C=CC3=C1	CHEMBL3704923	pIC50=6.9
C[C@@H]1C[C@H](OC(=O)NCc2ccc(cc2)c3cn(CCCCCCC(=O)NO)nn3)[C@@H]4[C@@H](CC[C@@H]5C[C@H](CC(=O)O5)O[Si](C)(C)C(C)(C)C)[C@@H](C)C=CC4=C1	CHEMBL2347011	pIC50=6.9
Cc1nc2ccc(Br)cn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL2312464	pIC50=6.9
Cc1nc2ncccn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL2312458	pIC50=6.9
ONC(=O)c1ccc(cc1)N2CCN(CCCN3CCOCC3)C2=O	CHEMBL3335010	pIC50=6.9
CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)NO	CHEMBL2347008	pIC50=6.91
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCCCCC(=O)NO)nn4)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	CHEMBL503113	pIC50=6.91
C[C@@H]1C[C@H](OC(=O)NCCCCCCC(=O)NO)[C@@H]2[C@@H](CC[C@@H]3C[C@H](CC(=O)O3)O[Si](C)(C)C(C)(C)C)[C@@H](C)C=CC2=C1	CHEMBL2347005	pIC50=6.91
Nc1ccc(cc1NC(=O)C2C3COCC23)c4ccc(F)cc4	CHEMBL3827262	pIC50=6.91
Nc1ccccc1NC(=O)c2ccc(cc2)c3nccs3	CHEMBL256711	pIC50=6.91
ONC(=O)CCCCOCc1cc(on1)c2ccccc2	CHEMBL513160	pIC50=6.91
ONC(=O)CCCCc1cn(Cc2ccc(Oc3ccccc3)cc2)nn1	CHEMBL2381729	pIC50=6.91
SCCCCCCNC(=O)c1cc(n[nH]1)c2ccccn2	CHEMBL3758261	pIC50=6.91
CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1	CHEMBL570490	pIC50=6.92
CC(C)[C@H](NC(=O)c1csc(n1)c2csc(C)n2)C(=O)OC\C=C\CCS	CHEMBL3287010	pIC50=6.92
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O	CHEMBL2012815	pIC50=6.92
CCN1CCC[C@H](C1)n2c(Cc3ccccc3)nc(C)c2c4cccc(\C=C\C(=O)NO)c4	CHEMBL1098067	pIC50=6.92
CN(C)CCNCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL3664096	pIC50=6.92
CN(C)CCOc1ccc(cc1)c2ccnc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL480043	pIC50=6.92
CN(c1ccc(OCCCCCC(=O)NO)cc1)c2nc(C)nc3CCCc23	CHEMBL3775072	pIC50=6.92
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccc(cc3)C#N	CHEMBL487778	pIC50=6.92
CNC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c3ncc([nH]3)c4ccc5ccccc5c4	CHEMBL452365	pIC50=6.92
COc1ccc(cc1)c2csc(NC(=O)[C@H](CCCCNS(=O)(=O)N)NC(=O)OCc3ccccc3)n2	CHEMBL514478	pIC50=6.92
Cc1[nH]c2ccccc2c1CCN(CC(F)F)Cc3ccc(\C=C\C(=O)NO)cc3	CHEMBL1819139	pIC50=6.92
Cc1ccc(NC(=O)c2ccc(\C=C\C(=O)NO)s2)cc1Nc3ncc(s3)c4cccnc4	CHEMBL493315	pIC50=6.92
Cn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1098379	pIC50=6.92
NC(=N)NCCC[C@@H]1NC(=O)C[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCCC(=O)NO)NC1=O	CHEMBL568151	pIC50=6.92
Nc1ccccc1NC(=O)c2ccc(CNC(=O)\C=C\c3c[nH]c4ccccc34)cc2	CHEMBL3593308	pIC50=6.92
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CCN(C4)S(=O)(=O)c5ccccc5)C3	CHEMBL486737	pIC50=6.92
ONC(=O)CCCCCCc1onc(n1)c2cccs2	CHEMBL3585967	pIC50=6.92
ONC(=O)CCCCC[C@H](NC(=O)c1ccccn1)C(=O)NCc2ccccc2	CHEMBL246392	pIC50=6.92
ONC(=O)CCCCNC(=O)c1nc(sc1C=C)c2nccs2	CHEMBL3287267	pIC50=6.92
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	CHEMBL95850	pIC50=6.92
ONC(=O)\C=C\c1ccc(cc1)C(=O)N\N=C\c2ccc(O)c(O)c2O	CHEMBL1213457	pKi=6.92
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)Cc3ccccc3	CHEMBL1808629	pIC50=6.92
Nc1ccccc1NC(=O)c2ccc(CNC(=O)\C=C\c3cnc4cccnn34)cc2	CHEMBL3593303	pIC50=6.93
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5cc(OCc6cn(CCCCC(=O)NO)nn6)ccc5nc34)C2=O	CHEMBL2386910	pIC50=6.94
CN(C)CC(C)(C)Cn1c(SCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648285	pIC50=6.94
Cn1c(CNCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648306	pIC50=6.94
ONC(=O)CCCCCCN(c1ccccn1)c2cc(ccn2)c3ccccc3	CHEMBL3675760	pIC50=6.94
ONC(=O)CCCCCNC(=O)NC(=O)c1ccc(F)cc1	CHEMBL1084282	pIC50=6.94
ONC(=O)CCCCc1ccn(Cc2ccc(F)c(Cl)c2)n1	CHEMBL3335305	pIC50=6.94
ONC(=O)c1ccc(cc1)N2CCN(CCCN3CCCC3)C2=O	CHEMBL3335011	pIC50=6.94
CC(C)CNCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL472670	pIC50=6.95
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(Cc3ccccc3)nn2	CHEMBL487533	pIC50=6.95
ONC(=O)CCCCc1cn(Cc2cccc(c2)c3ccccc3)nn1	CHEMBL2381733	pIC50=6.95
CC(=O)CCCCC[C@H](NS(=O)(=O)c1cccc(c1)C#N)c2ncc([nH]2)c3ccccc3	CHEMBL472233	pIC50=6.96
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCCN(CC)CC	CHEMBL3689788	pIC50=6.96
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCNC3	CHEMBL1830402	pIC50=6.96
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(C)CC	CHEMBL1830417	pIC50=6.96
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3cccc(c3)c4cn(CCCCCC(=O)NO)nn4)[C@](C)(C[C@@H](C)C5=NCCN6[C@H]([C@H]5C)[C@]1(C)OC6=O)OC	CHEMBL3735212	pIC50=6.96
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL454025	pIC50=6.96
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4cccc(c4)c5cn(CCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735649	pIC50=6.96
COc1ccc(cc1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C(C)C)c4n2	CHEMBL3827477	pIC50=6.96
COc1ccc(cc1)c2nc(NC(=O)NCCC(=O)NO)cc3c4ccccc4[nH]c23	CHEMBL3746015	pIC50=6.96
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3ccccc3N)c4ncc([nH]4)c5ccc6ccccc6c5)c2c1	CHEMBL460569	pIC50=6.96
C[C@@H]1NC(=O)[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@H]3CCCN3C(=O)[C@H](C)NC1=O	CHEMBL144205	pEC50=6.96
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(F)cc4)cc2	CHEMBL3421743	pIC50=6.96
Nc1ccccc1NC(=O)c2ccc(CNc3cncc(n3)c4cccnc4)cc2	CHEMBL481211	pIC50=6.96
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cnc5cnccn45)cc2	CHEMBL2312456	pIC50=6.96
ONC(=O)CCCCNC(=O)c1nc(sc1c2ccc(cc2)[N+](=O)[O-])c3nccs3	CHEMBL3287261	pIC50=6.96
ONC(=O)CCCCNC(=O)c1nc(sc1c2ccccc2)c3nccs3	CHEMBL3287257	pIC50=6.96
ONC(=O)c1cnc(NCc2ccccc2Cl)nc1	CHEMBL3655916	pIC50=6.96
ONC(=O)c1cnc(Nc2cccc(c2)c3ccccc3)nc1	CHEMBL3655911	pIC50=6.96
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL510806	pIC50=6.97
Cc1nc2ccccn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL2312457	pIC50=6.97
OC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1	CHEMBL3589349	pIC50=6.97
ONC(=O)CCCCc1cn(Cc2ccc3ccccc3c2)nn1	CHEMBL2381734	pIC50=6.97
ONC(=O)c1cc2cc(NC(=O)c3ccccc3)ccc2s1	CHEMBL259027	pIC50=6.97
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(Cl)c(Cl)c3)c4ccccc4)cc1	CHEMBL3670678	pIC50=6.97
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCCNC3	CHEMBL1830406	pIC50=6.98
ONC(=O)\C=C\c1cn(C\C=C\c2ccccc2)nn1	CHEMBL487962	pIC50=6.98
ONC(=O)c1cnc(NC2(CC2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)nc1	CHEMBL3656014	pIC50=6.98
COc1cc2CCCO[C@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631918	pIC50=6.99
Nc1ccccc1NC(=O)c2ccc(cc2)C(C(=O)Nc3cccc4cccnc34)C(=O)Nc5cccc6cccnc56	CHEMBL400921	pIC50=6.99
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCCc2ccccc2	CHEMBL3098687	pIC50=6.99
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(F)c(F)c3)c4ccccc4)cc1	CHEMBL3670676	pIC50=6.99
CC(=O)CCCCC[C@H](NC(=O)c1snnc1C)C(=O)Nc2cccc(Cl)c2	CHEMBL385238	pIC50=7.0
CC(C)(C)OC(=O)Nc1cccc(c1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL469274	pIC50=7.0
CC(C)CCNCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL3664106	pIC50=7.0
CC(C)Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCO	CHEMBL475145	pIC50=7.0
CC(C)[C@@H]1NC(=O)Cn2nnc(n2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL2323286	pIC50=7.0
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCCN(C)C	CHEMBL3689780	pIC50=7.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4cccc(c4)c5cn(CCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735928	pIC50=7.0
CN1C(=O)N(Cc2ccc(cc2)C(=O)Nc3ccccc3N)C(=O)c4ccccc14	CHEMBL241338	pIC50=7.0
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccc(Br)cc3	CHEMBL485723	pIC50=7.0
CN1C[C@@H]([C@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2F)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177582	pIC50=7.0
COc1cc(OC)nc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)n1	CHEMBL271100	pIC50=7.0
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4cccc(NC(=O)CCCCCCC(=O)NO)c4)c5cc6OCOc6cc25	CHEMBL2442790	pIC50=7.0
COc1ccc(CN2C(=O)N(Cc3ccc(cc3)C(=O)Nc4ccccc4N)C(=O)c5ccccc25)cc1	CHEMBL241551	pIC50=7.0
COc1ccc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)cn1	CHEMBL403596	pIC50=7.0
COc1ccc(cc1OC)c2cc(Cl)nc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL271652	pIC50=7.0
COc1cccc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)n1	CHEMBL271641	pIC50=7.0
C[C@@H](NC(=O)N1CCN(C[C@@H]1C)c2ccc(cn2)C(=O)Nc3ccccc3N)c4ccccc4	CHEMBL237541	pIC50=7.0
Cc1cccc(c1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL96966	pIC50=7.0
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)N3CCOCC3)cc2)c4cccs4	CHEMBL1957464	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CC3Cc4ccccc4C3=O)cc2	CHEMBL398394	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CN3C(=O)Oc4ccccc4C3=O)cc2	CHEMBL400419	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CN3C=Nc4ccccc4C3=O)cc2	CHEMBL392449	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CN3Cc4ccccc4C3=O)cc2	CHEMBL239625	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CNc3cccc(F)n3)cc2	CHEMBL271852	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc(NCCc4ccccc4)n3)cc2	CHEMBL403285	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc(n3)N4CCc5ccccc45)cc2	CHEMBL269937	pIC50=7.0
Nc1ccccc1NC(=O)c2ccc(CSc3nc4ccccc4s3)cc2	CHEMBL253912	pIC50=7.0
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c1	CHEMBL1914708	pIC50=7.0
ONC(=O)CCCCSC1=NC(=CC(=O)N1)c2ccc(cc2)c3ccccc3	CHEMBL3426803	pIC50=7.0
ONC(=O)CCc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL98346	pIC50=7.0
ONC(=O)\C=C\C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL314389	pIC50=7.0
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2cccc(c2)C(F)(F)F)cc1	CHEMBL95195	pIC50=7.0
ONC(=O)\C=C\c1ccc(cc1)C(=O)Nc2cccc(Nc3ncc(s3)c4cccnc4)c2	CHEMBL492956	pIC50=7.0
ONC(=O)\C=C\c1ccc2CN(CCC3CCCCC3)Cc2c1	CHEMBL1808643	pIC50=7.0
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3[nH]2	CHEMBL1098042	pIC50=7.0
ONC(=O)c1ccc(CCCC(O)c2ccc3ccccc3c2)cc1	CHEMBL3698511	pIC50=7.0
Oc1ccc(CN=Nc2ccc(ON=O)cc2S(=O)(=O)Nc3ccc(Cl)cc3)cc1O	CHEMBL3648273	pIC50=7.0
Oc1ccc(cc1NC(=O)c2ccc(CNCCCc3ccncc3)cc2)c4ccccc4	CHEMBL3664123	pIC50=7.0
Oc1ccc(cc1NC(=O)c2oncc2)c3ccccc3	CHEMBL258128	pIC50=7.0
SCCCCC[C@@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356920	pIC50=7.0
CC(C)Cc1sc(nc1C(=O)NCCCCC(=O)C(F)(F)F)c2nccs2	CHEMBL3771366	pIC50=7.01
COc1ccc(CN2C=Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3C2=O)c(OC)c1	CHEMBL3601775	pIC50=7.01
Cc1nc2ccccn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5cc(F)ccc5N)n3	CHEMBL2312462	pIC50=7.01
Cc1nc2cnccn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL2312459	pIC50=7.01
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(Cc3ccc(F)cc3)nn2	CHEMBL483494	pIC50=7.01
ONC(=O)CCCCCCCNC(=O)NC(=O)c1ccccc1	CHEMBL1083441	pIC50=7.01
ONC(=O)CCCCCNC(=O)NC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL1084019	pIC50=7.01
SCCCCCCNC(=O)c1cc(n[nH]1)c2ccccc2	CHEMBL3759791	pIC50=7.01
CC(C)OCCCNCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL3664100	pIC50=7.02
COc1ccccc1C(=O)CCCCCCC(=O)NO	CHEMBL95885	pIC50=7.02
Nc1ccc(cc1NC(=O)c2ccc(CN3[C@@H](Cc4ccccc4)COC3=O)cc2)c5ccccc5	CHEMBL3664135	pIC50=7.02
ONC(=O)CCCCNC(=O)c1nc(sc1C2CC2)c3nccs3	CHEMBL3287255	pIC50=7.02
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2O)cc1	CHEMBL3698505	pIC50=7.02
ONC(=O)c1cnc(NC2(CC2)c3cc(F)cc(F)c3)nc1	CHEMBL3656001	pIC50=7.02
SCCCCCCC(=O)Nc1nc(cs1)c2ccccc2	CHEMBL419758	pIC50=7.02
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7oc(CCCCC(=O)NO)nn7)ccc15	CHEMBL3577696	pIC50=7.03
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4cccc(OCCCCC(=O)NO)c4)c5cc6OCOc6cc25	CHEMBL2442795	pIC50=7.03
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NS(=O)(=O)C(F)(F)F)c3ncc([nH]3)c4ccc5ccccc5c4)c2c1	CHEMBL505469	pIC50=7.03
Nc1ccccc1NC(=O)c2ccc(cc2)C(O)(C(=O)Nc3ccccc3)C(=O)Nc4ccccc4	CHEMBL251757	pIC50=7.03
ONC(=O)CCCCC[C@H](NC(=O)c1ccccc1)C(=O)NCc2ccccc2	CHEMBL246391	pIC50=7.03
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)CC(=O)c2c1	CHEMBL1938433	pIC50=7.03
ONC(=O)c1cnc(NC2(CC2)c3ccccc3)nc1	CHEMBL3655950	pIC50=7.03
CCN(CC)CCn1c(CC(C)C)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1828648	pIC50=7.04
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL446811	pIC50=7.04
COc1cccc(c1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2	CHEMBL1808641	pIC50=7.04
Cc1cccc(CCNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1	CHEMBL3356937	pIC50=7.04
Nc1ccccc1NC(=O)\C=C\c2ccn(c2)S(=O)(=O)c3ccc4ncnc(Nc5cccc(c5)C#C)c4c3	CHEMBL3218001	pIC50=7.04
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CCC3CN4C(=O)OCc5cccnc5	CHEMBL393117	pIC50=7.04
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCN(C(=O)OCc4ccccc4)c5ccccc35	CHEMBL237782	pIC50=7.04
ONC(=O)CCCCCNC(=O)NC(=O)c1cccc(c1)[N+](=O)[O-]	CHEMBL1084812	pIC50=7.04
ONC(=O)\C=C\c1ccc2CN(Cc3ccc(cc3)c4cccnc4)C(=O)c2c1	CHEMBL247654	pIC50=7.04
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCc4cccnc4	CHEMBL3648267	pIC50=7.04
ONC(=O)c1cnc(NCc2cccnc2)nc1	CHEMBL3655983	pIC50=7.04
Oc1ccc(cc1NC(=O)c2ccc(CNCCCN3CCCC3)cc2)c4ccccc4	CHEMBL3664097	pIC50=7.04
CC(C)[C@H](NC(=O)c1csc(n1)c2cscn2)C(=O)OC\C=C\CCS	CHEMBL3287008	pIC50=7.05
CCCCN(CCC)Cc1c(CCCC)nc2cc(\C=C\C(=O)NO)ccn12	CHEMBL3689835	pIC50=7.05
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(C)C	CHEMBL1830399	pIC50=7.05
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CC(C)C	CHEMBL3689869	pIC50=7.05
CCN(CCCSC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689852	pIC50=7.05
CCP(=O)(Cc1cccc(c1)C(=O)Nc2cc(ccc2N)c3cccs3)OC	CHEMBL512857	pIC50=7.05
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL490446	pIC50=7.05
CN1C(=O)C=Cc2cc(ccc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3309284	pIC50=7.05
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7oc(CCCCCCC(=O)NO)nn7)ccc15	CHEMBL3577697	pIC50=7.05
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3cccc(Cl)c3	CHEMBL487975	pIC50=7.05
COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL98669	pIC50=7.05
CSc1ccc(cn1)c2ccnc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL480026	pIC50=7.05
Nc1ccc(cc1NC(=O)c2ccc(CN3[C@H](Cc4ccccc4)COC3=O)cc2)c5ccccc5	CHEMBL3664133	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(CC3COc4ccccc4C3=O)cc2	CHEMBL396444	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(Cl)cc4)cc2	CHEMBL3421741	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(CNc3cccc(c3)c4cccnc4)cc2	CHEMBL480923	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccc(CN5CCOCC5)cc4)cc2	CHEMBL481998	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNCc5ccccc45	CHEMBL486738	pIC50=7.05
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3cccs3	CHEMBL1808631	pIC50=7.05
ONC(=O)\C=C\c1cccc(c1)C(=O)c2cc3ccccc3n2S(=O)(=O)c4ccccc4	CHEMBL390907	pIC50=7.05
ONC(=O)c1cnc(NCCc2c[nH]c3ccccc23)nc1	CHEMBL3655926	pIC50=7.05
ONC(=O)c1cnc(NCc2ccc(cc2)C(F)(F)F)nc1	CHEMBL3655920	pIC50=7.05
Oc1ccc(cc1NC(=O)c2ccc(CNc3ccccc3)cc2)c4ccccc4	CHEMBL3664092	pIC50=7.05
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(OCCCCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442691	pIC50=7.06
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)[C@H]2O[C@@H](CSc3ccncc3)C[C@H](O2)c4ccccc4	CHEMBL469187	pKi=7.06
ONC(=O)c1cnc(Nc2cccc(c2)c3ccncc3)nc1	CHEMBL3655913	pIC50=7.06
CC(C)(Nc1ncc(cn1)C(=O)NO)c2ccc(Cl)c(Cl)c2	CHEMBL3655957	pIC50=7.07
CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1	CHEMBL260200	pIC50=7.07
