CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1	distigmine
NC1=C2CCCCC2=NC2=CC=CC=C12	tacrine	pKi=7.14	pKi=7.14	pKi=7.14	pIC50=6.03
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	neostigmine	pIC50=7.59	pIC50=7.59	pIC50=7.59	pIC50=7.38
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	donepezil	pKi=7.8	pKi=7.8	pKi=7.8	pIC50=6.8
C[N+]1=CC=CC=C1C=NO	pralidoxime	pKd=4.59	pKd=4.59	pKd=4.59
CC[N+](C)(C)C1=CC=CC(O)=C1	edrophonium	pKi=8.79	pKi=8.79	pKi=8.79	pKi=6.1
CN(CCCCCCCCCCN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	demecarium
CN(C)C(=O)OC1=C[N+](C)=CC=C1	pyridostigmine	pIC50=6.44	pIC50=6.44	pIC50=6.44	pIC50=6.44
CC(C)OP(F)(=O)OC(C)C	fluostigmine	pKi=5.22	pKi=5.22	pKi=5.22	pIC50=6.92
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	rivastigmine	pIC50=7.43	pIC50=7.43	pIC50=7.43	pIC50=6.04
CCOP(=O)(OCC)SCC[N+](C)(C)C	echothiophate
[H][C@]12N(C)CC[C@@]1(C)C1=CC(OC(=O)NC)=CC=C1N2C	physostigmine	pIC50=9.37	pIC50=9.37	pIC50=9.37	pIC50=6.3
[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=CC=C(OC)C(O2)=C13	galantamine	pKi=7.21	pKi=7.21	pKi=7.21	pIC50=6.0
COC1=CC(O)=C(C=C1OC)C(=O)NC1=NC(=CS1)C(=O)NCCN(C(C)C)C(C)C	acotiamide	pIC50=5.52287865	pIC50=5.52287865	pIC50=5.52287865
C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C2=C1C=CC=C2)C1C2=CC=CC=C2C2=C1C=CC=C2	hexafluronium
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1	ambenonium
[O-][N+](=O)c1ccccc1CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2	CHEMBL1651141	pIC50=7.05
CN(CCCCCOc1ccc2C=CC(=O)Oc2c1)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3	CHEMBL3828293	pIC50=7.06
Nc1c2CCCCc2nc3cc(F)ccc13	CHEMBL61533	pIC50=7.06
CN(CCC(=O)N1CCN(CCNc2c3CCCCc3nc4ccccc24)CC1)c5ccccc5	CHEMBL2064466	pKi=7.07
CN(CCCN1CCN(CCNc2c3CCCCc3nc4ccccc24)CC1)c5ccccc5	CHEMBL2064470	pIC50=7.07
Nc1c2C3CCC(C3)c2nc4c(Cl)cccc14	CHEMBL355740	pIC50=7.07
C(CCCCNc1ccncc1)CCCCNc2c3CCCCc3nc4ccccc24	CHEMBL1084530	pIC50=7.08
CCCCC1=NC2(CCCC2)C(=O)N1Cc3cc(OC)c(OC)cc3Br	CHEMBL398406	pIC50=7.08
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4C#N	CHEMBL332051	pIC50=7.08
CN(C)Cc1oc(CSCCNc2cc(N)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1	CHEMBL107892	pIC50=7.08
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1	CHEMBL1086247	pIC50=7.08
COc1ccc(\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C)c(OC)c1	CHEMBL593933	pIC50=7.08
Cl.CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1	CHEMBL542220	pIC50=7.08
CCNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1	CHEMBL367795	pIC50=7.09
CCNC(=O)Oc1ccc2N(C)[C@H]3OCC[C@@]3(C)c2c1	CHEMBL381926	pIC50=7.09
CN(CCCOc1ccc2C(=CC(=O)Oc2c1)C)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3	CHEMBL3828259	pIC50=7.09
CN1CCCCc2ccc(cc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL74747	pIC50=7.09
[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCCC[n+]3ccccc3)cc2	CHEMBL2159663	pKi=7.09
CCN(CCC(=O)NCCCNc1c2CCCCc2nc3ccccc13)C4CCCCC4	CHEMBL3322141	pKi=7.1
CCN(CCCCOc1ccc(cc1)C2=CC(=O)c3c(OC)c(OC)c(OC)cc3O2)Cc4ccccc4OC	CHEMBL3577511	pIC50=7.1
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2[C@H]1c4ccccc4	CHEMBL2234525	pIC50=7.1
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCN4CCOCC4)cc23	CHEMBL65018	pIC50=7.1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3C(=O)\C(=C\c4c5ccccc5cc6ccccc46)\Oc3c2)c1	CHEMBL191314	pIC50=7.1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1	CHEMBL1086248	pIC50=7.1
COc1cc2cc(sc2cc1OC)C(=O)C3CCC[N+](C)(CC(=O)OC(C)(C)C)CC3	CHEMBL364585	pIC50=7.1
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35	CHEMBL3632994	pIC50=7.1
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35	CHEMBL3632993	pIC50=7.1
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCNc3c4CCCCc4nc5cc(Cl)ccc35	CHEMBL3632989	pIC50=7.1
Cl.CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1	CHEMBL539045	pIC50=7.1
N#CC(=C1NCCN1CCNCc2oc(CN3CCCC3)cc2)C#N	CHEMBL155111	pIC50=7.1
Nc1c2CCCCc2nc3cccc(F)c13	CHEMBL132030	pIC50=7.1
O=C1N(CCC2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc14	CHEMBL106891	pIC50=7.1
[Br-].COc1cc2cc(sc2cc1OC)C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3	CHEMBL423313	pIC50=7.1
[Br-].[Br-].C(CCCC[n+]1cccc2ccccc12)CCCC[n+]3cccc4ccccc34	CHEMBL105017	pIC50=7.1
[Br-].[Br-].C(CCCC[n+]1cccc2ccccc12)CCC[n+]3cccc4ccccc34	CHEMBL1761995	pIC50=7.1
CCCCCCNC(=O)Oc1ccc2CC3N(C)CC[C@@]3(C)c2c1	CHEMBL284938	pIC50=7.11
CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc2ccccc2OC	CHEMBL172442	pIC50=7.11
CN(CCOCCNC(=S)NC(=O)c1ccc(C)cc1)Cc2ccccc2	CHEMBL102142	pIC50=7.11
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4cc(C)cc(C)c4)cc23	CHEMBL131210	pIC50=7.11
COc1cc2CC(Oc3cccc(c3)C(C)N4CCN(C)CC4)C(=O)c2cc1OC	CHEMBL181207	pKi=7.11
COc1ccccc1CN(C)CCCCCCNC2=CC(=O)C(=CC2=O)NCCCCCCN(C)Cc3ccccc3OC	CHEMBL242191	pIC50=7.11
Cl.CCC1=CC2CC(C1)Cc3nc4ccccc4c(N)c23	CHEMBL542497	pIC50=7.11
Cl.CN(C)c1ccc(cc1)C(=O)NCCCCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL3604198	pIC50=7.11
FC(F)(F)Oc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3327249	pKi=7.11
O=C(NCCCCCCCNc1c2CCCCc2nc3ccccc13)c4oc5ccccc5c4	CHEMBL3751866	pIC50=7.11
O\N=C\c1nccc(CCCCCNc2c3CCCCc3nc4ccccc24)c1O	CHEMBL3234592	pIC50=7.11
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCCc7ccccc7)[C@@]6(C)CC5=O	CHEMBL1783527	pIC50=7.12
CN(C)Cc1oc(CSCCNc2cc(NN)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1	CHEMBL321605	pIC50=7.12
CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(=N[C@H]5CC[C@@]46C[C@@]36C(=O)C[C@]12C)C(C)C	CHEMBL1783521	pIC50=7.12
Clc1ccccc1CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2	CHEMBL306175	pIC50=7.12
FC(F)(F)Oc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326703	pKi=7.12
O=C(CCN1CCCCC1)N2CCN(CCNc3c4CCCCc4nc5ccccc35)CC2	CHEMBL2064404	pKi=7.12
C(CCCNc1c2CCCc2nc3ccccc13)CCCNc4c5CCCc5nc6ccccc46	CHEMBL76014	pIC50=7.13
CN(C)Cc1oc(CSCCN\C=C(\NCCSCc2oc(CN(C)C)cc2)/[N+](=O)[O-])cc1	CHEMBL13206	pIC50=7.13
CN(CCCOc1ccc2C=CC(=O)Oc2c1)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3	CHEMBL2047528	pIC50=7.13
CNC(=O)Oc1cccc2[C@@H]3[C@@H](CCN3C)COc12	CHEMBL274107	pIC50=7.13
COc1cc2CC(Cc3ccc(CN4CCCCC4)cc3)C(=O)c2cc1OC	CHEMBL515394	pKi=7.13
C[C@@H]1CCC[C@H](C)N1S(=O)(=O)C	CHEMBL576005	pIC50=7.13
Cl.CN(C)c1ccc(cc1)C(=O)NCCCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL3604197	pIC50=7.13
Fc1ccc(cc1)C(N2CCN(Cc3ccc(cc3)c4ccccc4C#N)CC2)c5ccc(F)cc5	CHEMBL209392	pIC50=7.13
O.Cl.C(CC1CCN(Cc2ccccc2)CC1)N=C3NN=C4C(=C3)Cc5ccccc45	CHEMBL1204162	pIC50=7.13
[Br-].[Br-].C(c1ccc(C[n+]2ccc(cc2)N3CCCCC3)cc1)[n+]4ccc(cc4)N5CCCCC5	CHEMBL188821	pIC50=7.13
CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCCNc5c6[C@@H]7C[C@H](Cc6nc8cc(Cl)ccc58)C=C(C)C7	CHEMBL3353040	pIC50=7.14
CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc3ccccc3OC	CHEMBL449941	pIC50=7.14
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2)Cc3ccccc3	CHEMBL218443	pIC50=7.14
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2C)Cc3ccccc3C	CHEMBL243274	pIC50=7.14
CCNC(=O)c1ccc2nc(c3CCCNc3c2c1)c4ccc(Cl)cc4	CHEMBL3122167	pKi=7.14
COc1cc(CCC(=O)NCCCC(=O)NNc2c3CCCCc3nc4ccccc24)cc(OC)c1OC	CHEMBL384886	pIC50=7.14
COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc2ccccc2OC)C(C)C)C(C)C	CHEMBL174710	pIC50=7.14
N#CC(=C1Nc2ccccc2N1CCNCc3oc(CN4CCCCC4)cc3)C#N	CHEMBL154972	pIC50=7.14
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccc(cc4)c5ccccc5	CHEMBL490338	pIC50=7.15
CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)[C@H](C[C@H]1C2C(=O)OC)c5ccc6c7CCN8C[C@H]9C[C@H](CC)[C@H]8[C@](C9)(C(=O)OC)c7[nH]c6c5	CHEMBL2018162	pIC50=7.15
CN(C)CCCCCCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL1084095	pIC50=7.15
COc1cc2C\C(=C/c3cccc(CN4CCCCC4)c3)\C(=O)c2cc1OC	CHEMBL475161	pKi=7.15
C(CCCN1CCOCC1)CCNc2c3CCCCc3nc4ccccc24	CHEMBL1819169	pIC50=7.16
CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2CCCCc2nc3ccccc13	CHEMBL270349	pIC50=7.16
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCN7C(=O)c8ccccc8C7=O)[C@@]6(C)CC5=O	CHEMBL1783519	pIC50=7.16
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(Br)cc3	CHEMBL392324	pIC50=7.16
CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL128452	pIC50=7.16
CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C(=O)C1=O)Cc3ccccc3OC	CHEMBL450990	pIC50=7.16
CCN1CC[C@]2(C)C1Cc3ccc(OC(=O)NCc4ccccc4)cc23	CHEMBL286690	pIC50=7.16
CCN1CC[C@]2(C)[C@H]1Cc3ccc(OC(=O)NCc4ccccc4)cc23	CHEMBL1085382	pIC50=7.16
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)cc23	CHEMBL65585	pIC50=7.16
COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(CC3CCCC3)CC2	CHEMBL3416996	pIC50=7.16
COc1cc2CC(Oc3ccc(CN4CCN(C)CC4)cc3)C(=O)c2cc1OC	CHEMBL360570	pKi=7.16
COc1cc2OC(=O)C(=Cc2cc1OC)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326702	pKi=7.16
COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C.[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F	CHEMBL2441667	pIC50=7.16
Nc1c2CCCCc2nc3c(Cl)cccc13	CHEMBL369661	pIC50=7.16
Nc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(cc1C#N)C#N	CHEMBL2088786	pIC50=7.16
O=C(CCc1c[nH]c2ccccc12)NCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL224158	pIC50=7.16
CC1=CC(=O)Oc2cc(CNCCC3CCN(Cc4ccccc4)CC3)ccc12	CHEMBL3764211	pIC50=7.17
CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)C=C(Oc3c2)c4ccccc4)c1	CHEMBL1084366	pIC50=7.17
CN(Cc1ccccc1)Cc2ccc(cc2)C(=O)c3ccc(OCCCN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3	CHEMBL1773485	pIC50=7.17
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4N(CCc4c3)c5ccccc5	CHEMBL1085858	pIC50=7.17
C[N@+]1(Cc2ccccc2)CC[C@H](CCC(=O)c3ccc4OCCc4c3)CC1	CHEMBL86835	pIC50=7.18
Cc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3327247	pKi=7.18
Nc1c2CCCCc2nc3cc(Br)ccc13	CHEMBL61850	pIC50=7.18
O.Cl.Cl.CCC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4	CHEMBL1204296	pIC50=7.18
CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c3cccc(F)c3	CHEMBL141167	pIC50=7.19
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)OC)Cc2ccccc2OC	CHEMBL1940615	pIC50=7.19
CCc1ccccc1NC(=O)Oc2ccc3N(C)[C@H]4ON(C)CC[C@@]4(C)c3c2	CHEMBL121810	pIC50=7.19
COc1ccccc1CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2	CHEMBL1651136	pIC50=7.19
Cl.CN(C)c1ccc(cc1)C(=O)NCCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL3604196	pIC50=7.19
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4NCCCc4c3	CHEMBL1083661	pIC50=7.19
O=C(N(CCC1CCN(Cc2ccccc2)CC1)c3ccccc3)c4ccncc4	CHEMBL340621	pIC50=7.19
[O-][N+](=O)c1cccc(CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2)c1	CHEMBL310918	pIC50=7.19
CCN(CCCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc4ccccc4OC.OC(=O)C(=O)O	CHEMBL222818	pIC50=7.2
COc1cccc2cc(CNCCCCCCNc3c4CCCc4nc5ccccc35)oc12	CHEMBL3752356	pIC50=7.2
O=C(NCCCCCCNc1c2CCCCc2nc3ccccc13)[C@@H]4Cc5c(CN4)[nH]c6ccccc56	CHEMBL3343927	pIC50=7.2
CC(CN1CCN(Cc2ccccc2)CC1)N(C(=O)c3cccc(c3)[N+](=O)[O-])c4ccccn4	CHEMBL2297984	pKi=7.21
CCCCCCNC(=O)Oc1ccc2C[C@H]3N(CCC)CC[C@@]3(C)c2c1	CHEMBL1084881	pIC50=7.21
CCN(CCNC1=CC(=O)C(=CC1=O)NCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC	CHEMBL243270	pIC50=7.21
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2[C@H]1c4cccc(OC)c4	CHEMBL2234532	pIC50=7.21
CN(Cc1ccccc1)Cc2ccc(\C=C\3/CCc4cc(OCCCCCN5CCCCC5)ccc4C3=O)cc2	CHEMBL599644	pKi=7.21
COc1cc2CC(Oc3cccc(CN4CCN(C)CC4)c3)C(=O)c2cc1OC	CHEMBL264242	pKi=7.21
COc1cc2C\C(=C/c3cccc(CN(C)C)c3)\C(=O)c2cc1OC	CHEMBL462872	pKi=7.21
COc1ccccc1CN(C)Cc2ccc(cc2)C3=Cc4cc(OC)c(OC)cc4OC3=O	CHEMBL389825	pIC50=7.21
O.CCCCCCNC(=O)Oc1ccc2CC3N(CCC)CC[C@@]3(C)c2c1.Cc4ccc(cc4)C(=O)OC(C(OC(=O)c5ccc(C)cc5)C(=O)O)C(=O)O	CHEMBL2448609	pIC50=7.21
[Br-].[Br-].COc1cc2CCN(Cc2cc1OC)c3cc[n+](Cc4ccc(C[n+]5ccc(cc5)N6CCCCC6)cc4)cc3	CHEMBL1771556	pIC50=7.21
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]6(C)CC5=O	CHEMBL1783520	pIC50=7.22
CCCC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4	CHEMBL91432	pIC50=7.22
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2cccs2)Cc3cccs3	CHEMBL390247	pIC50=7.22
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCCN4CCOCC4)cc23	CHEMBL64011	pIC50=7.22
COc1ccc(cc1)C2=CC3=C(C[C@]4(O)[C@@](C)(CC[C@]5(O)C(C)(C)C(=O)CC[C@]45C)O3)C(=O)O2	CHEMBL183813	pIC50=7.22
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)NC4OCC5=C6CC(C)(C)[C@H](O)[C@H]6[C@@H](C)CCC45O	CHEMBL3338389	pIC50=7.22
C\N=C/1\CCc2c1n(C)c3ccc(OC(=O)N(C)C)c(Br)c23	CHEMBL158946	pIC50=7.22
[Br-].[Br-].C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]3cccc4ccccc34	CHEMBL225577	pKi=7.22
[Br-].[Br-].C(c1cccc(c1)c2cccc(C[n+]3ccc(cc3)N4CCCCC4)c2)[n+]5ccc(cc5)N6CCCCC6	CHEMBL187404	pIC50=7.22
COc1cc(CCC(=O)NCCCCC(=O)NNc2c3CCCCc3nc4ccccc24)cc(OC)c1OC	CHEMBL219316	pIC50=7.23
COc1cc2CC(Cc3cccc(CN4CCCCC4)c3)C(=O)c2cc1OC	CHEMBL472776	pKi=7.23
Clc1cccc(CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2)c1	CHEMBL74809	pIC50=7.23
FC(F)(F)Oc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326709	pKi=7.23
[Br-].[Br-].CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCC[N+](CC)(Cc3ccccc3[N+](=O)[O-])CCCCCN4C(=O)C=C(C)N(CCCCC1)C4=O	CHEMBL3621332	pIC50=7.23
CCCCCCCNC(=O)Oc1ccc2C[C@H]3N(CC)CC[C@@]3(C)c2c1	CHEMBL1083375	pIC50=7.24
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4cccc(OC)c4	CHEMBL218940	pIC50=7.24
CN(C)c1ccc(\C=C/2\CN(C)C\C(=C/c3ccc(cc3[N+](=O)[O-])N(C)C)\C2=O)c(c1)[N+](=O)[O-]	CHEMBL3289937	pIC50=7.24
COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(CC3CCCCCC3)CC2	CHEMBL3416997	pIC50=7.24
COc1cc2C\C(=C/C3CCN(Cc4ccccc4)CC3)\C(=O)c2cc1OC	CHEMBL168938	pIC50=7.24
CCN(CC)CCCCCOc1ccc2C(=O)\C(=C\c3ccc(CN(C)Cc4ccccc4)cc3)\CCc2c1	CHEMBL597188	pIC50=7.25
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc2ccccc2C	CHEMBL174228	pIC50=7.25
CCSc1nc(nn1C(=O)N(C)C)c2ccc(Cl)cc2	CHEMBL336524	pIC50=7.25
CNC(=O)Oc1ccc2N(C)[C@@H]3OCC[C@]3(C)c2c1	CHEMBL205940	pIC50=7.25
CNC(=O)Oc1ccc2NC3N(C)CC[C@@]3(C)c2c1	CHEMBL431784	pIC50=7.25
CNC(=O)Oc1ccc2N[C@H]3N(C)CC[C@@]3(C)c2c1	CHEMBL1241427	pIC50=7.25
COc1cc2OC(=O)C(=Cc2cc1OC)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326708	pKi=7.25
Cc1ccccc1NC(=O)Oc2ccc3OC4CC(C)(CO4)c3c2	CHEMBL178294	pIC50=7.25
Nc1c2CCCc2nc3ccccc13	CHEMBL118752	pIC50=7.25
CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)c(Cl)c1)Cc2ccccc2	CHEMBL101940	pIC50=7.26
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(cc2)c3ccccc3)c1	CHEMBL124156	pIC50=7.26
COc1ccc(cc1OC)C(=O)NC2CCN(Cc3c(F)cccc3Cl)CC2	CHEMBL1711540	pKi=7.26
COc1ccc2C=C(C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)Oc2c1	CHEMBL3326711	pKi=7.26
O=C1C=C(Oc2ccccc12)c3ccc(CN4CCCCC4)cc3	CHEMBL3318018	pIC50=7.26
CCN(CCCCCCN1C(=O)c2cccc3cccc(C1=O)c23)Cc4ccccc4OC	CHEMBL488590	pIC50=7.27
COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1	CHEMBL188714	pIC50=7.27
Clc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(cc1C#N)C#N	CHEMBL2419687	pIC50=7.27
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4N(CCCc4c3)c5ccccc5	CHEMBL1083662	pIC50=7.27
O=C1C=C(NCCCNc2c3CCCCc3nc4ccccc24)C(=O)c5ccccc15	CHEMBL3356531	pIC50=7.27
[Br-].COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1	CHEMBL314766	pIC50=7.27
CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c3ccccc3	CHEMBL340672	pIC50=7.28
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2[C@H]1c4ccc(F)cc4	CHEMBL2234526	pIC50=7.28
CN(C)CCCCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL1083791	pIC50=7.28
COCC[N+]1(C)CCCC(CC1)C(=O)c2cc3cc(OC)c(OC)cc3s2	CHEMBL364125	pIC50=7.28
Cl.CN(C)C(=O)Oc1cccc2C(CCc12)NCC#C	CHEMBL554179	pIC50=7.28
O=C(CCC1CCN(Cc2ccccc2)CC1)c3cc4CCCC(=O)N5CCc(c3)c45	CHEMBL1651245	pIC50=7.28
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4NCCc4c3	CHEMBL75110	pIC50=7.28
[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCC[n+]3cccc4ccccc34)cc2	CHEMBL2159658	pKi=7.28
[Br-].COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1	CHEMBL87320	pIC50=7.28
CCCCC\C(=C/c1ccccc1)\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C	CHEMBL594186	pIC50=7.29
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccc(OC)cc2)Cc3ccc(OC)cc3	CHEMBL242661	pIC50=7.29
COc1cc(cc(OC)c1OC)C(=O)NCC(=O)NNc2c3CCCCc3nc4ccccc24	CHEMBL385269	pIC50=7.29
Cl.CC1=CC2CC(C1)c3c(N)c4ccccc4nc3C2	CHEMBL541344	pIC50=7.29
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	CHEMBL330004	pIC50=7.3
CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12	irinotecan	pKi=7.3
COc1ccc2CN(CCCCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC[C@@]56C=C[C@H](O)C[C@@H]5Oc1c26.OC(=O)\C=C\C(=O)O	CHEMBL1794936	pIC50=7.3
COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3327246	pKi=7.3
COc1ccc2cc(ccc2c1)C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3	CHEMBL87823	pIC50=7.3
CSc1nc(nn1C(=O)N(C)C)c2ccc3ccccc3c2	CHEMBL335033	pIC50=7.3
Cc1cccc(CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2)c1	CHEMBL306179	pIC50=7.3
