CS(=O)(=O)N1C=C2CN(CC2=N1)[C@H]1CO[C@@H]([C@@H](N)C1)C1=C(F)C=CC(F)=C1	omarigliptin	pKi=9.09691048	pKi=9.09691048	pKi=9.09691048	pIC50=8.59
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=CC(F)=CC=C2C#N)C1=O	trelagliptin	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.4
[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCSC1)N1CCN(CC1)C1=CC(C)=NN1C1=CC=CC=C1	teneligliptin	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43
CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N	anagliptin	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42
N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(N=C(N=C2C1)C(F)(F)F)C(F)(F)F	gemigliptin	pIC50=7.79587984	pIC50=7.79587984	pIC50=7.79587984
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1	sitagliptin	pKi=7.774	pKi=7.774	pKi=7.774	pIC50=6.96
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N	vildagliptin	pKi=8.52	pKi=8.52	pKi=8.52	pIC50=6.92
[H][C@@](N)(C(=O)N1[C@@]2([H])C[C@@]2([H])C[C@@]1([H])C#N)C12CC3CC(CC(O)(C3)C1)C2	saxagliptin	pKi=9.22	pKi=9.22	pKi=9.22	pIC50=7.3
CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1	linagliptin	pIC50=10.0	pIC50=10.0	pIC50=10.0	pIC50=8.7
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O	alogliptin	pIC50=9.0	pIC50=9.0	pIC50=9.0	pIC50=7.62
CC(C)(C)C[C@H](N)C(=O)N1CC[C@@H]2C[C@H]12	CHEMBL395184	pKi=6.0
N[C@@H](CCN1CCC[C@H]1c2oc(nn2)c3ccccc3)Cc4ccccc4F	CHEMBL584276	pIC50=6.92
N[C@@H](Cc1csc(n1)c2cccs2)C(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL3127991	pIC50=6.92
N[C@H](CN1CCCCC1=O)CC(=O)N2CCCNC(=O)[C@H]2CC(F)(F)F	CHEMBL510073	pIC50=6.92
N[C@H](CN1CCCCC1=O)CC(=O)N2CCn3c(C2)nnc3C(F)(F)F	CHEMBL488678	pIC50=6.92
N[C@H]1CN(C[C@@H]1c2cc(F)c(F)cc2F)c3cc(ncn3)c4cccc(c4)[N+](=O)[O-]	CHEMBL399207	pIC50=6.92
N[C@H]1C[C@H](CS(=O)(=O)C1c2cc(F)cc(F)c2F)N3Cc4c[nH]nc4C3	CHEMBL3644454	pIC50=6.92
CC(C)(CC(=O)NCCc1ccccn1)NCC(=O)N2CCC[C@H]2C#N	CHEMBL218026	pIC50=6.93
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN(CC4CC4)C(=O)C=C3.OC(=O)C(F)(F)F	CHEMBL383323	pIC50=6.93
Cl.N[C@]1(CC2CCCCC2)C[C@@H]3SC[C@@H](C#N)N3C1=O	CHEMBL556219	pIC50=6.93
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4cc(F)cc(c4)C#N	CHEMBL480942	pIC50=6.93
NC(CC(=O)N1CCC[C@H]1C(=O)NCc2ccc(OCC(=O)O)cc2)Cc3ccccc3F.OC(=O)C(F)(F)F	CHEMBL186787	pIC50=6.93
N[C@@H](C1CCCCC1)C(=O)N2CC(F)(F)C2	CHEMBL365560	pKi=6.93
COc1cc(CN2CC3CN(CCN3C2=O)C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)cc(OC)c1.OC(=O)\C=C\C(=O)O	CHEMBL1275854	pIC50=6.94
COc1ccc(CCNC(=O)C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1OC	CHEMBL191577	pIC50=6.94
COc1ccc(CS(=O)(=O)C(C)(C)[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1	CHEMBL371296	pKi=6.94
COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1OC	CHEMBL217198	pIC50=6.94
Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)[C@@H]1Cc3ccc(F)cc3)Cc4cc(F)c(F)cc4F	CHEMBL559371	pIC50=6.94
NC(=O)[C@@H]1CCCN1C(=O)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cc2	CHEMBL2086610	pIC50=6.94
N[C@@H](CC(=O)N1CCN(CC(=O)N)C[C@H]1Cc2ccccc2)Cc3ccccc3F	CHEMBL185067	pIC50=6.94
N[C@@H](CC(=O)N1CCN(CC1)C(=O)c2cccc(F)n2)Cc3cc(F)c(F)cc3F	CHEMBL2069859	pIC50=6.94
N[C@@H](CC(=O)N1CCN(CCN2CCOCC2)C(=O)C1)Cc3cc(F)c(F)cc3F	CHEMBL1779692	pIC50=6.94
O=C(CCNCC(=O)N1CCC[C@H]1C#N)N2CCc3ccccc3C2	CHEMBL200103	pIC50=6.94
CC(C)C(C(C)C)[C@H](N)C(=O)N1CC[C@@H]2C[C@H]12	CHEMBL391186	pKi=6.95
COc1ccc(C[S+]([O-])C(C)(C)[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1	CHEMBL199744	pKi=6.95
COc1ccccc1c2cn3c(c(CN)c(C)nc3n2)c4c(C)cc(C)cc4C	CHEMBL1271170	pKi=6.95
COc1ccccc1c2cn3c(c(CN)c(C)nc3n2)c4c(Cl)cccc4Cl	CHEMBL1270758	pKi=6.95
Cl.CCC1N(CCn2c1nnc2C(F)(F)F)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL556606	pIC50=6.95
Cl.CCOC(=O)C1COc2cc(CNC(=O)C3SCCN3C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)ccc2O1	CHEMBL1683491	pIC50=6.95
Cl.N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnccc24	CHEMBL552068	pEC50=6.95
O=C([C@@H]1C[C@@H](CN1)N2CCCc3ccccc23)N4CCSC4	CHEMBL223865	pIC50=6.95
CC(=O)N(Cc1ccccc1)[C@@H]2CC[C@H](CC2)[C@H](N)Cc3cc(F)ccc3F	CHEMBL1683111	pIC50=6.96
CC(=O)c1ccc(cc1)N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N4C[C@@H](F)C[C@H]4C#N	CHEMBL480914	pIC50=6.96
CC(C)(CNC(=O)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL488810	pIC50=6.96
CC(C)C[C@H](N)C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N	CHEMBL2334676	pKi=6.96
CCNC(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F	CHEMBL189067	pIC50=6.96
CN(C)S(=O)(=O)c1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@@H](C2)[C@H](N)C(=O)N3CCCC3	CHEMBL354936	pIC50=6.96
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)C(=O)C(C)(C)C	CHEMBL1683101	pIC50=6.96
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)C(=O)c3c[nH]c4ccccc34	CHEMBL1683107	pIC50=6.96
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)S(=O)(=O)c3ccccc3C(F)(F)F	CHEMBL1682976	pIC50=6.96
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)S(=O)(=O)c3cccnc3	CHEMBL1683090	pIC50=6.96
CN1C(=O)N(Cc2ccccc2Cl)c3c(ccnc13)N4CCC[C@@H](N)C4	CHEMBL3329636	pIC50=6.96
COc1ccccc1c2ccc(cc2)[C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3.OC(=O)C(F)(F)F	CHEMBL365953	pIC50=6.96
C[C@H](CCc1ccc(cc1)C(=O)N)NCC(=O)c2ccsc2	CHEMBL554090	pIC50=6.96
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)S(=O)(=O)C.OC(=O)C(F)(F)F	CHEMBL365780	pIC50=6.96
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)c4c[nH]c(O)n4.OC(=O)C(F)(F)F	CHEMBL364057	pIC50=6.96
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccnc3.OC(=O)C(F)(F)F	CHEMBL195205	pIC50=6.96
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccncc3	CHEMBL442673	pIC50=6.96
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccncc3.OC(=O)C(F)(F)F	CHEMBL371846	pIC50=6.96
C[C@H]1N[C@@H](C[C@H]1C(=O)N(C)C)C(=O)N2CCC[C@H]2C#N	CHEMBL409010	pIC50=6.96
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4cccc(Cl)c4)c5cc(ccc15)C(=O)O	CHEMBL2147049	pIC50=6.96
Cl.Cc1cc2nc(C)c(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(C)n2n1	CHEMBL1929395	pIC50=6.96
Cl.N[C@]1(Cc2ccccc2)C[C@@H]3SC[C@@H](C#N)N3C1=O	CHEMBL561462	pIC50=6.96
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4ccc(C#N)c(F)c4	CHEMBL479567	pIC50=6.96
NC[C@H]1CN(C(=O)C[C@@H]1c2cc(F)c(F)cc2F)c3ccc4nc(nn4n3)C(F)(F)F	CHEMBL3236125	pIC50=6.96
N[C@@H](C1CCCCC1)C(=O)N2CC(F)(F)C(F)(F)C2	CHEMBL380860	pIC50=6.96
N[C@@H](C1CCCCC1)C(=O)N2CC(F)C2	CHEMBL366250	pKi=6.96
N[C@@H](CC(=O)N1CCc2n[nH]c(c2C1)C(F)(F)F)Cc3cc(F)ccc3F	CHEMBL197413	pIC50=6.96
N[C@@H](CC(=O)NC1(CCS(=O)(=O)CC1)c2nc(cs2)c3ccc(cc3)C(F)(F)F)Cc4cc(F)c(F)cc4F	CHEMBL2206480	pIC50=6.96
N[C@@H]([C@@H](C(=O)N)c1ccc(cc1)c2ccc(F)cc2)C(=O)N3CC[C@H](F)C3.OC(=O)C(F)(F)F	CHEMBL191208	pIC50=6.96
N[C@@H]([C@@H]1CC[C@H](C1)NS(=O)(=O)c2ccc(cc2)C(=O)O)C(=O)N3CCCC3	CHEMBL169962	pIC50=6.96
N[C@@H]([C@@H]1CC[C@H](C1)OC(=O)Nc2ccc(I)cc2)C(=O)N3CCCC3	CHEMBL352402	pIC50=6.96
N[C@@H]([C@@H]1CC[C@H](CC1)NC(=O)c2ccc(F)c(F)c2)C(=O)N3CC[C@@H](F)C3	CHEMBL23924	pIC50=6.96
N[C@@H]([C@H]1CCC[C@H](C1)OC(=O)Nc2ccc(I)cc2)C(=O)N3CCCC3	CHEMBL171733	pIC50=6.96
N[C@@H]([C@H]1CC[C@H](C1)NC(=O)Nc2cccc3ccccc23)C(=O)N4CCCC4	CHEMBL354576	pIC50=6.96
N[C@H](Cc1cc(F)ccc1F)C2CCN(CC2)c3ccc(F)nc3	CHEMBL1683136	pIC50=6.96
N[C@H](Cc1cc(F)ccc1F)C2CCN(CC2)c3cccnc3	CHEMBL1683132	pIC50=6.96
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3cccc(n3)C(F)(F)F.OC(=O)C(F)(F)F	CHEMBL230342	pIC50=6.96
O=C([C@@H]1CN[C@@H](C1)C(=O)N2CCCC2)N3Cc4ccccc4C3	CHEMBL379261	pIC50=6.96
OCC1(CCCC1)NCC(=O)N2[C@H](CC[C@H]2C#N)C#N	CHEMBL379522	pIC50=6.96
CC#CCn1c(cnc1N2CCCC(N)C2)C(=O)NCc3cccc4ccccc34	CHEMBL401972	pIC50=6.97
CCc1nnc2CC[C@@H]3CN(CC[C@H]3n12)C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F	CHEMBL3425750	pIC50=6.97
NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c2ccc(cc2)c3ccccc3	CHEMBL2086594	pIC50=6.97
N[C@@H](CC(=O)N1CCOC[C@H]1Cc2ccccc2)Cc3ccccc3F	CHEMBL186610	pIC50=6.97
N[C@H](Cc1cc(F)ccc1F)c2ccc(cc2)c3ccncc3Cl	CHEMBL472123	pIC50=6.97
CCC(C)(C)NCC(=O)N1CCC[C@H]1C#N	CHEMBL94908	pIC50=6.98
CN1C(=O)N(Cc2ccccc2C#N)C(=C3N=CN=C13)N4CCC[C@@H](N)C4	CHEMBL3650434	pIC50=6.98
Cc1nc(CN2C(=O)N(Cc3cc(F)ccc3C#N)C(=C4C=CN=C24)N5CCCC(N)C5)nc6ccccc16	CHEMBL3650438	pIC50=6.98
Cc1nc2nc(nn2c(c1CN)c3ccc(Cl)cc3Cl)N4CCNCC4	CHEMBL1209851	pKi=6.98
Cl.N[C@@H]1C[C@@H]2SC[C@@H](C#N)N2C1=O	CHEMBL539691	pIC50=6.98
NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c2ccc(cc2)c3ccccc3	CHEMBL2086602	pIC50=6.98
N[C@@H]1CN(CCc2ccc3OCOc3c2)C(=O)C[C@H]1c4cc(F)c(F)cc4F	CHEMBL387351	pKi=6.98
O=C(CNC12CC3CC(CC(C3)C1)C2)N4[C@H](CC[C@H]4C#N)C#N	CHEMBL207980	pIC50=6.98
OCC1(CCCCC1)NCC(=O)N2CCC[C@H]2C#N	CHEMBL92028	pIC50=6.98
CC[C@@H]1CC[C@H](N1)C(=O)N2CCC[C@H]2C#N	CHEMBL210364	pKi=6.99
COc1cc(CN2CCN(CC2)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)cc(OC)c1	CHEMBL2069836	pIC50=6.99
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4ccccc4Cl)c5ccccc15	CHEMBL2147087	pIC50=6.99
Cl.CN1C=Nc2cc(N3CCC[C@@](C)(N)C3)n(Cc4cc(F)ccc4Cl)c2C1=O	CHEMBL1287874	pIC50=6.99
Cl.N[C@@H](CC(=O)N1CCSC1C(=O)NCc2cccc(OCC(=O)O)c2)Cc3cc(F)c(F)cc3F	CHEMBL1683490	pIC50=6.99
Cl.N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)C(F)(F)F)Cc3cc(F)ccc3F	CHEMBL559011	pIC50=6.99
NCc1c(ccc2ncn(Cc3ccccc3)c12)c4ccccc4Cl	CHEMBL403156	pIC50=6.99
O=C(CNCCCNc1ccc(cn1)C#N)N2CCC[C@H]2C#N	CHEMBL318775	pIC50=6.99
CC#CCn1c(cnc1N2CCCC(N)C2)C(=O)NCc3nc(C)cc4ccccc34	CHEMBL257795	pIC50=7.0
CC(=O)N(CCCC(F)(F)F)[C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F	CHEMBL1683112	pIC50=7.0
CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL2069832	pIC50=7.0
CC(C)NC(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F	CHEMBL188643	pIC50=7.0
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CCC1)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F	CHEMBL370509	pIC50=7.0
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)S(=O)(=O)c3cccc(c3)C(=O)N	CHEMBL1682981	pIC50=7.0
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)S(=O)(=O)c3sc(NC(=O)C)nc3C	CHEMBL1683089	pIC50=7.0
CN1C(=O)N(C)c2nc(N3CCC4CNCC34)n(CC=C(C)C)c2C1=O	CHEMBL2408642	pIC50=7.0
COc1cc(nc(OC)n1)[C@@H]2CC[C@@H](CC2)[C@@H]([C@H](N)C(=O)N3CCC(F)(F)C3)C(=O)N(C)C	CHEMBL235004	pIC50=7.0
COc1ccc(cc1OC)[C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N3CCC[C@H]3C#N	CHEMBL474960	pIC50=7.0
COc1ccccc1CN2CC3CN(CCN3C2=O)C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F.OC(=O)\C=C\C(=O)O	CHEMBL1275852	pIC50=7.0
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)C(=O)N	CHEMBL452290	pIC50=7.0
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)C(=O)N.OC(=O)C(F)(F)F	CHEMBL192421	pIC50=7.0
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccccc3F.OC(=O)C(F)(F)F	CHEMBL370240	pIC50=7.0
Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc5cc(F)ccc5C#N)N6CCCN=C26)nc7ccccc17	CHEMBL3675621	pIC50=7.0
Cl.CC1CN(C(C)c2nnc(n12)C(F)(F)F)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL536089	pIC50=7.0
Cl.CCOC(=O)CNC(=O)C1SCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	CHEMBL1683479	pIC50=7.0
Cl.Cc1nnc(n1C2CCN(CC2)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)C(F)(F)F	CHEMBL3425753	pIC50=7.0
Cl.Cl.CC(C)Cc1nc2ccc(cc2c(c1CN)c3ccc(C)cc3)C(=O)O	CHEMBL3215858	pIC50=7.0
NC(=O)[C@@H]1CCCN1C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2	CHEMBL2086606	pIC50=7.0
N[C@@H](CC(=O)N1CCN(CC1)c2ccc(cc2)C#N)Cc3cc(F)c(F)cc3F	CHEMBL2069835	pIC50=7.0
N[C@@H](CC(=O)N1CCc2ccccc2C1)C(=O)N3CCC[C@H]3C#N	CHEMBL179289	pIC50=7.0
N[C@@H](CC(=O)N1CCn2ncnc2C1)Cc3cc(F)c(F)cc3F	CHEMBL248743	pIC50=7.0
N[C@@H](CC(=O)NC1(CCS(=O)(=O)CC1)c2nc(cs2)c3ccc(F)cc3)Cc4ccccc4F	CHEMBL2206482	pIC50=7.0
N[C@@H]1CCCN(C1)c2ccnc3OC(=O)N(Cc4ccccc4C#N)c23	CHEMBL3329624	pIC50=7.0
CCc1nc2ccc(c(CN)c2n1C)c3ccccc3Cl	CHEMBL263139	pIC50=7.01
COc1cc2CCN(C(Cc3ccccc3)c2cc1OC)C(=O)C[C@H](N)C(=O)N4CCC[C@H]4C#N	CHEMBL190183	pIC50=7.01
C[C@@H]1CC[C@@H](C#N)N1C(=O)[C@@H](N)C2CCCC2	CHEMBL217001	pKi=7.01
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)c4nc[nH]n4.OC(=O)C(F)(F)F	CHEMBL190979	pIC50=7.01
Cc1ccccc1c2ccc3ncn(C)c3c2CN	CHEMBL256625	pIC50=7.01
N[C@@H](C1CCNCC1)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL2334681	pKi=7.01
N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3ccccc3F	CHEMBL388475	pIC50=7.01
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(F)c(F)c2F)C(=O)N3CCCC3	CHEMBL3084941	pIC50=7.01
[Cl-].COc1ccc(cc1)C(=O)N(C)C2CCC(CC2)[C@H](C)[C@H]([NH3+])C(=O)N3CC[C@H](F)C3	CHEMBL395696	pIC50=7.01
CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c2noc(n2)C3(C)CCCCC3	CHEMBL232586	pIC50=7.02
COc1ccccc1c2cn3c(c(CN)c(C)nc3n2)c4ccc(Cl)cc4	CHEMBL1270560	pKi=7.02
CS(=O)(=O)NCCS(=O)(=O)N[C@H]1CC[C@@H](C1)[C@H](N)C(=O)N2CCCC2	CHEMBL352548	pIC50=7.02
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)c4n[nH]c(O)n4.OC(=O)C(F)(F)F	CHEMBL195905	pIC50=7.02
Cl.CCOC(=O)COc1cccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)c1	CHEMBL1683489	pIC50=7.02
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4ccc(cc4Cl)C#N	CHEMBL481669	pIC50=7.02
NC(=O)c1ccc(cc1)N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N4C[C@@H](F)C[C@H]4C#N	CHEMBL480155	pIC50=7.02
NCCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O	CHEMBL63726	pIC50=7.02
NCc1c(ccc2ncn(CCO)c12)c3ccccc3Cl	CHEMBL401542	pIC50=7.02
N[C@@H](C1CCCCC1)C(=O)N2[C@H](CC[C@H]2C#N)C#C	CHEMBL386022	pKi=7.02
N[C@@H](Cc1ccc(cc1)c2ccc(F)cc2F)C(=O)N3CCSC3	CHEMBL199787	pKi=7.02
CN([C@@H]1CC[C@H](CC1)[C@H](N)Cc2cc(F)ccc2F)S(=O)(=O)c3ccc(cc3)c4csnn4	CHEMBL1682985	pIC50=7.03
CN1CCN(CC1)C(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1085596	pIC50=7.03
CN1CCN(CC1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	CHEMBL1779688	pIC50=7.03
CS(=O)(=O)c1ccc(c(Cl)c1)c2noc(n2)[C@H](CCO)[C@H](N)C(=C3CCCC3)F.OC(=O)C(F)(F)F	CHEMBL255591	pIC50=7.03
Cc1nc2nc(nn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)Nc4ccccc4	CHEMBL1209684	pKi=7.03
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4ccccc4Cl)c5cc(C)ccc15	CHEMBL2147076	pIC50=7.03
Cl.N[C@@H](CC(=O)N1CC[C@@H]2[C@H](C1)Cc3nnc(n23)C(F)(F)F)Cc4cc(F)c(F)cc4F	CHEMBL3425754	pIC50=7.03
FC1(F)C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4ccc(cn4)C#N	CHEMBL480712	pIC50=7.03
NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c2ccc(F)cc2	CHEMBL2086590	pIC50=7.03
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c2cccc(F)c2)Cc3ccccc3F	CHEMBL562603	pIC50=7.03
N[C@@H](CC(=O)NC1(CCS(=O)(=O)CC1)c2oc(nn2)c3ccccc3)Cc4cc(F)c(F)cc4F	CHEMBL2206483	pIC50=7.03
N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL3093910	pIC50=7.03
N[C@@H]([C@@H](C(=O)NCCO)c1ccc(cc1)c2ccc(F)cc2)C(=O)N3CC[C@H](F)C3.OC(=O)C(F)(F)F	CHEMBL190593	pIC50=7.03
N[C@@H]([C@@H]1CC[C@H](C1)NC(=O)Nc2cccc3ccccc23)C(=O)N4CCCC4	CHEMBL355479	pIC50=7.03
N[C@@H]([C@@H]1CC[C@H](CC1)NC(=O)OCc2ccccc2)C(=O)N3CCCC3	CHEMBL22679	pIC50=7.03
N[C@H](CN1[C@H](O)C(F)(F)CCC1=O)CC(=O)N2CCc3c(C2)nc(nc3C(F)(F)F)c4occc4	CHEMBL3644789	pIC50=7.03
N[C@H]1CN(C[C@@H]1c2cc(F)c(F)cc2F)c3cc(ncn3)c4ccccc4C#N	CHEMBL391047	pIC50=7.03
CCCCOCC1(CCCC1)NCC(=O)N2[C@H](CC[C@H]2C#N)C#N	CHEMBL209994	pIC50=7.04
CCOC(=O)C(F)(F)N1C=C(C=CC1=O)c2ccc(cc2)[C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3.OC(=O)C(F)(F)F	CHEMBL438258	pIC50=7.04
CCc1nsc(n1)N2CCN(CC2)C(=O)[C@@H]3CN[C@@H](C3)C(=O)N4CCCC4	CHEMBL271444	pIC50=7.04
Cl.CC1(C)CN(Cc2nnc(n12)C(F)(F)F)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL536765	pIC50=7.04
Cl.C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)c3cccc(F)c3	CHEMBL245379	pIC50=7.04
Cl.C[C@H]1Cn2c(CN1C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)nnc2C(F)(F)F	CHEMBL557990	pIC50=7.04
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4cccc(F)c4C#N	CHEMBL479794	pIC50=7.04
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@H]2[C@@H]3CN(C[C@H]23)c4ncccc4C#N	CHEMBL452998	pIC50=7.04
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c2ccc(F)cc2)Cc3ccccc3F	CHEMBL553936	pIC50=7.04
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c2cccc(F)c2)Cc3ccccc3F	CHEMBL552263	pIC50=7.04
N[C@@H](CC(=O)N1CCN(CC1)C(=O)c2ccc(O)nc2)Cc3cc(F)c(F)cc3F	CHEMBL2069852	pIC50=7.04
N[C@H]1CN(Cc2ccc(cc2)c3csnn3)C[C@H]1C(=O)N4CCCC4	CHEMBL250611	pIC50=7.04
CC#CCn1c(nc2C=CN(Cc3cccc4ccccc34)C(=O)c12)N5CCCC(N)C5	CHEMBL255491	pIC50=7.05
CC([C@H](N)C(=C1CCCC1)F)c2onc(n2)c3ccc(cc3)S(=O)(=O)C.OC(=O)C(F)(F)F	CHEMBL257709	pIC50=7.05
CCOC(=O)CN1C=C(C=CC1=O)c2ccc(cc2)[C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3.OC(=O)C(F)(F)F	CHEMBL382674	pIC50=7.05
C[C@H]1N(CCNC1=O)C(=O)C[C@H](N)Cc2cc(F)ccc2F	CHEMBL217015	pIC50=7.05
Cl.CC#CCn1c(nc2c3cc(ccc3N(C)C(=O)c12)C(=O)O)N4CCC[C@@H](N)C4	CHEMBL2147067	pIC50=7.05
