COC1=CC(CNC(=O)CCCC\C=C/C(C)C)=CC=C1O	zucapsaicin	pEC50=7.71000004	pEC50=7.71000004	pEC50=7.71000004
COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1	capsaicin	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=8.1
CC(=O)NC1=CC=C(O)C=C1	paracetamol
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccccc4)nc3c2	CHEMBL3426366	pIC50=7.66
Oc1ccc2cccc(NC(=O)NC3CCc4cc(F)ccc4C3Cc5ccc(cc5)C(F)(F)F)c2c1	CHEMBL249739	pKi=7.66
CC(C(=O)NCc1cc(nn1C2CCCCC2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3684332	pKi=7.67
CC(C)Cc1ccc(cc1)C(C)C(=O)N2CCN(CC2)C(=O)Nc3ccc(cc3)C(C)(C)C	CHEMBL3753419	pIC50=7.68
CC1(C)C[C@@H](NC(=O)Nc2ccc3CN(CCO)C(=O)Nc3c2)c4ccc(cc4O1)C(F)(F)F	CHEMBL3677346	pIC50=7.68
CC1(C)C[C@@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4ccc(Cl)c(F)c4O1	CHEMBL3682412	pIC50=7.68
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4ccc(F)cc34)cccc12	CHEMBL3677323	pIC50=7.68
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(F)ccc34)cccc12	CHEMBL3677326	pIC50=7.68
CN1C(=O)CCc2ccc(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)cccc34)cc12	CHEMBL3682345	pIC50=7.68
CN1C(=O)NCc2c(NC(=O)N[C@@H]3CC4(CCCC4)Oc5ccccc35)cccc12	CHEMBL3677314	pIC50=7.68
CN1C(=O)NCc2c(NC(=O)N[C@@H]3C[C@](C)(Oc4cc(Cl)ccc34)C(F)F)cccc12	CHEMBL3677310	pIC50=7.68
C[C@@H]1CN(CC=C1C(=O)Nc2ccc(cc2)C(F)(F)F)c3ncccc3Cl	CHEMBL3326568	pIC50=7.68
C[C@@]1(C[C@@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4ccc(Cl)cc4O1)C(F)F	CHEMBL3682408	pIC50=7.68
Cc1cc2c(NC(=O)N[C@@H]3CC[C@](C)(C3)c4ccccc4)c(F)ccc2cn1	CHEMBL3644130	pIC50=7.68
O=C(NC1CCc2c1cccc2N3CCCC3)Nc4cccc5[nH]ncc45	CHEMBL399434	pIC50=7.68
CC(C(=O)NCc1ccc(nc1c2ccc3cc[nH]c3c2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3317491	pKi=7.69
C[C@H](C(=O)NCc1ccc(cc1SC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627723	pIC50=7.69
CC(=O)Nc1nc2c(Oc3cc(ncn3)c4ccc(cc4)C(F)(F)F)cccc2s1	CHEMBL229430	pIC50=7.7
CC(C(=O)NCc1ccc(nc1N2CCCC2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)cc3	CHEMBL3694597	pKi=7.7
CC1(C)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(F)c(F)c4O1	CHEMBL3677331	pIC50=7.7
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCc4cc(ccc34)C(C)(C)C)cccc12	CHEMBL3677366	pIC50=7.7
CN1C(=O)CCc2ccc(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc34)cc12	CHEMBL3682343	pIC50=7.7
COc1cc2CCC(NC(=O)Nc3cccc4cnccc34)C(Cc5ccccc5)c2cc1OC	CHEMBL251582	pKi=7.7
FCC1(CF)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(OC(F)(F)F)cc4O1	CHEMBL3682299	pIC50=7.7
Fc1ccc(cc1)C(CNC(=O)Nc2cccc3cnccc23)Cc4cccc(c4)C(F)(F)F	CHEMBL250983	pKi=7.7
NS(=O)(=O)NCc1ccc(NC(=O)NCc2ccc(nc2N3CCCC3)C(F)(F)F)cc1F	CHEMBL3694613	pKi=7.7
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(nc3c2)C#Cc4ccc(cc4)C(F)(F)F	CHEMBL3426381	pIC50=7.7
O=C(N[C@@H]1CC[C@H](C1)c2ccccc2)Nc3cccc4[nH]ncc34	CHEMBL3644077	pIC50=7.7
O[C@H]1Cc2cccc(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4F)c2C1	CHEMBL3644143	pIC50=7.7
CC(C(=O)NCc1ccc(nc1OC2CCCC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407765	pIC50=7.71
CC(C(=O)NCc1ccc(nc1OCC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385250	pIC50=7.71
CC(C)(C#N)c1cccc2C(CCc12)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL428061	pIC50=7.72
CC(C)(C)c1ccc(NC(=O)N2CCc3c(C2)[nH]c4ccc(O)cc34)cc1	CHEMBL2312050	pEC50=7.72
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(cc4)S(=O)(=O)C(F)(F)F)nc3c2	CHEMBL3426365	pIC50=7.72
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)C=Cc23)c4cc(F)ccc4O1	CHEMBL3677372	pIC50=7.72
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)cccc34)cccc12	CHEMBL3677392	pIC50=7.72
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(ccc34)C(F)(F)F)cccc12	CHEMBL3677390	pIC50=7.72
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC4(CCC4)Oc5ccc(F)cc35)cccc12	CHEMBL3677371	pIC50=7.72
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCc4cc(F)ccc34)cccc12	CHEMBL3677381	pIC50=7.72
FC(F)(F)c1cccc(NC(=O)Nc2cccc3cnccc23)c1	CHEMBL317011	pKi=7.72
FCC1(CF)C[C@@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4ccc(cc4O1)C(F)(F)F	CHEMBL3682411	pIC50=7.72
CC(C(=O)NCc1ccc(nc1N(c2ccccc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3771342	pKi=7.74
CC(C)S(=O)(=O)N(Cc1ccccc1)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3771109	pKi=7.74
FC(F)(F)c1ccc(CNC(=O)Nc2cccc3cnccc23)cc1	CHEMBL104028	pKi=7.74
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3C[C@](C)(Oc4ccccc34)C(F)(F)F)cccc12	CHEMBL3677324	pIC50=7.75
Cn1ncc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)cccc12	CHEMBL3644061	pIC50=7.75
CC(C(=O)NCc1c(C)cc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407954	pKi=7.76
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)C=Cc23)c4ccccc4O1	CHEMBL3677365	pIC50=7.77
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCOc4c3cccc4C(F)(F)F)cccc12	CHEMBL3677395	pIC50=7.77
CN1C(=O)NCc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(Cl)c(F)ccc34)cccc12	CHEMBL3677304	pIC50=7.77
CN1C(=O)NCc2c(NC(=O)N[C@@H]3C[C@@](C)(Oc4cc(Cl)ccc34)C(F)F)cccc12	CHEMBL3677309	pIC50=7.77
COc1c(F)cc(cc1F)C(C)C(=O)NCc2cc(nn2c3cccc(Cl)c3)C(F)(F)F	CHEMBL3689055	pKi=7.77
COc1ccc2C(Cc3ccc(cc3)C#N)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL399277	pKi=7.77
CS(=O)(=O)Nc1ccccc1c2ccc3[nH]c(\C=C\c4ccc(OC(F)(F)F)cc4)nc3c2	CHEMBL3426354	pIC50=7.77
C[C@@H]1CN(CCN1C(=O)Nc2ccc(cc2)C(F)(F)F)c3ncccc3C(F)(F)F	CHEMBL214607	pIC50=7.77
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4ccc(F)cc34)cccc2cn1	CHEMBL3326586	pIC50=7.77
Clc1ccc(CCNC(=O)Nc2cccc3cnccc23)cc1Cl	CHEMBL103590	pKi=7.77
Clc1ccc(NC(=O)Nc2cccc3cnccc23)cc1Cl	CHEMBL104176	pKi=7.77
FC(F)(F)c1ccc(cc1)[C@H]2CC[C@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644097	pIC50=7.77
OC[C@H](O)Cc1cnc(C2=CCN(CC2)C(=O)Nc3ccc(OC(F)(F)F)c(Cl)c3)c(Cl)c1	CHEMBL3671842	pIC50=7.77
CC(C(=O)NCc1ccc(nc1OCCC2CCCCN2C(=O)OC(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385220	pIC50=7.78
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C3CC3)c4ccc(CS(=O)(=O)C)c(F)c4	CHEMBL3689062	pKi=7.79
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Br	CHEMBL190554	pIC50=7.79
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2177428	pIC50=7.8
CC1(C)C[C@@H](NC(=O)Nc2cccc3[nH]ncc23)c4ccc(F)cc4O1	CHEMBL3706670	pIC50=7.8
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)NCc23)c4cc(F)ccc4O1	CHEMBL3682244	pIC50=7.8
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(Cl)ccc34)cccc12	CHEMBL3677322	pIC50=7.8
CN1C(=O)CCc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4F)cccc12	CHEMBL3639455	pIC50=7.8
CN1C(=O)NCc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(ccc34)C(F)(F)F)cccc12	CHEMBL3682239	pIC50=7.8
COc1cc(ccc1NS(=O)(=O)C)C(C)C(=O)NCc2cc(nn2c3cccc(Cl)c3)C(F)(F)F	CHEMBL3689048	pIC50=7.8
Fc1ccc2C(Cc3cocc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL428057	pKi=7.8
CC(C(=O)NCc1ccc(nc1SCc2cccs2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2442927	pKi=7.82
CC(C)CCOc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385409	pIC50=7.82
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)C=Cc23)c4cccc(F)c4O1	CHEMBL3677364	pIC50=7.82
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(Cl)c(F)ccc34)cccc12	CHEMBL3677321	pIC50=7.82
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(ccc34)C(F)(F)F)cccc12	CHEMBL3677389	pIC50=7.82
CN1C(=O)CCc2ccc(NC(=O)N[C@@H]3C[C@](C)(CF)Oc4cc(ccc34)C(F)(F)F)cc12	CHEMBL3682378	pIC50=7.82
CN1C(=O)NCc2c(NC(=O)N[C@@H]3CC4(CCC4)Oc5ccc(F)cc35)cccc12	CHEMBL3682243	pIC50=7.82
COCCCOc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385404	pKi=7.82
C[C@@H]1CN(CCN1C(=O)Nc2ccc(cc2)C(C)(C)C)c3nnccc3C	CHEMBL362548	pIC50=7.82
C[C@H](C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3695700	pKi=7.82
CC(C(=O)NCc1ccc(nc1OCc2cccnc2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407951	pKi=7.84
CC(C(=O)NCc1ccc(nc1SCc2occc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2442926	pKi=7.84
CC(C(=O)NCc1ccc(nc1OC2CCC(CC2)C(F)(F)F)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385418	pIC50=7.85
CC(C)(C)c1cccc2C(CCc12)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL251931	pIC50=7.85
CC1(C)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)c(F)c4O1	CHEMBL3677337	pIC50=7.85
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCOc4cc(ccc34)C(F)(F)F)cccc12	CHEMBL3677362	pIC50=7.85
CN1C(=O)CCc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)cccc12	CHEMBL3644149	pIC50=7.85
Cn1ncc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4F)cccc12	CHEMBL3646642	pIC50=7.85
FC(F)(F)c1ccc(NC(=O)c2ccc(cc2)c3ncccc3C(F)(F)F)cc1	CHEMBL378563	pIC50=7.85
O=C(NC1CCc2cc(ccc12)N3CCCCC3)Nc4cccc5[nH]ncc45	CHEMBL401128	pIC50=7.85
O=C(N[C@@H]1C[C@@H](C1)c2ccccc2)Nc3cccc4[nH]ncc34	CHEMBL3644111	pIC50=7.85
CC(C(=O)NCc1ccc(cc1N2CCN(CC2)C3CCCCC3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629499	pKi=7.86
CC(C)(C)c1ccc(CNC(=O)Nc2cccc3cnccc23)cc1	CHEMBL323134	pKi=7.86
C[C@@H](C(=O)NCc1ccc(cc1SC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627952	pKi=7.86
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(c(F)c3)C(F)(F)F	CHEMBL3689067	pKi=7.87
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccccc4C(F)(F)F)nc3c2	CHEMBL3426362	pIC50=7.89
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)cccc12	CHEMBL3644106	pIC50=7.89
Cc1cc2c(NC(=O)N[C@H]3CC[C@@H](C3)c4ccccc4)c(F)ccc2cn1	CHEMBL3644069	pIC50=7.89
FCC1(CF)C[C@@H](NC(=S)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)cc4O1	CHEMBL3682340	pIC50=7.89
O[C@H]1CCc2cccc(NC(=O)N[C@H]3CC[C@@H](C3)c4ccccc4)c2C1	CHEMBL3646688	pIC50=7.89
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3694601	pKi=7.9
CCCCCCOc1nc(ccc1CNC(=O)[C@@H](C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385426	pIC50=7.91
CC(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(cc4)C(C)(C)C)nc3c2	CHEMBL3426341	pIC50=7.92
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)NCc23)c4cccc(F)c4O1	CHEMBL3682228	pIC50=7.92
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3C[C@@](C)(CF)Oc4cc(Cl)ccc34)cccc12	CHEMBL3677339	pIC50=7.92
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3C[C@@](C)(Oc4ccccc34)C(F)F)cccc12	CHEMBL3677327	pIC50=7.92
COc1cc(NC(=O)NCc2ccc(nc2N3CCC(C)CC3)C(F)(F)F)ccc1CNS(=O)(=O)C	CHEMBL3694605	pKi=7.92
FCC1(CF)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(cc4O1)C(F)(F)F	CHEMBL3682407	pIC50=7.92
Fc1cccc(c1)[C@@H]2CC[C@@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644124	pIC50=7.92
OCC(O)Cc1cnc(C2=CCN(CC2)C(=O)Nc3ccc(cc3)C(F)(F)F)c(Cl)c1	CHEMBL3671858	pIC50=7.92
CC(C(=O)NCc1ccc(nc1N(c2ccc(F)cc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770191	pKi=7.93
COc1cc(CC(=O)OCC2=C[C@H]3[C@H]4O[C@]5(Cc6ccccc6)O[C@]4(C[C@@H](C)[C@]3(O5)[C@@H]7C=C(C)C(=O)[C@@]7(O)C2)C(=C)C)cc(I)c1O	CHEMBL595069	pKi=7.93
CC(C(=O)NCc1ccc(nc1C=C(C)C)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL3314384	pKi=7.94
CC(C(=O)NCc1ccc(nc1OCC2CCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385249	pIC50=7.94
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)cc3	CHEMBL3694600	pKi=7.96
CC(C)(C)c1ccc(CCC(=O)Nc2cccc3cnccc23)cc1	CHEMBL319037	pKi=7.96
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3N(C)C(=O)NCc23)c4ccccc4O1	CHEMBL3682229	pIC50=7.96
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3C[C@@](C)(Oc4ccccc34)C(F)(F)F)cccc12	CHEMBL3677388	pIC50=7.96
CN1C(=O)C=Cc2c(NC(=O)N[C@H]3CC[C@H](C3)c4cccc(F)c4)cccc12	CHEMBL3644134	pIC50=7.96
Cc1ccc2C(CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL253361	pIC50=7.96
Clc1ccc2C(Cc3ccccc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250761	pKi=7.96
FC(F)(F)c1ccc2C(CCOc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL254225	pIC50=7.96
Fc1ccccc1[C@@H]2CC[C@@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644122	pIC50=7.96
CC(C(=O)NCc1ccc(nc1N(CC2CCCCC2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770908	pKi=8.0
CC(C)(C)c1ccc(\C=C\c2nc3cc(ccc3[nH]2)c4ccccc4CO)cc1	CHEMBL3426342	pIC50=8.0
CC(C)(C)c1ccc2CC(Cc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL398834	pIC50=8.0
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I	CHEMBL177809	pIC50=8.0
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(F)ccc34)cccc12	CHEMBL3677318	pIC50=8.0
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCc4cc(ccc34)C(F)(F)F)cccc12	CHEMBL3677384	pIC50=8.0
CN1C(=O)C=Cc2c(NC(=O)N[C@H]3CC[C@H](C3)c4ccccc4F)cccc12	CHEMBL3644135	pIC50=8.0
CN1C(=O)NCc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(F)ccc34)cccc12	CHEMBL3677300	pIC50=8.0
COc1ccc2C(Cc3ccccc3)C(CCc2c1)NC(=O)Nc4cccc5ccc(O)cc45	CHEMBL251195	pKi=8.0
CS(=O)(=O)Nc1ccccc1c2ccc3[nH]c(\C=C\c4ccc(cc4)C(F)(F)F)nc3c2	CHEMBL3426351	pIC50=8.0
Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(ccc34)C(F)(F)F)cccc2cn1	CHEMBL3325460	pIC50=8.0
Cc1cccc(c1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3695688	pKi=8.0
Cc1cccc(c1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)C)cc3)C(F)(F)F	CHEMBL3695679	pKi=8.0
Clc1ccc2C(CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL428765	pIC50=8.0
FC(F)(F)c1cccc2C(CCc12)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL255046	pIC50=8.0
Fc1ccccc1[C@H]2CC[C@@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644117	pIC50=8.0
O=C(NC1CCc2c1cccc2N3CCCCC3)Nc4cccc5[nH]ncc45	CHEMBL401129	pIC50=8.0
OCC(O)Cc1cnc(C2=CCN(CC2)C(=O)Nc3ccc(c(Cl)c3)C(F)(F)F)c(Cl)c1	CHEMBL3671859	pIC50=8.0
Oc1ccc2cccc(NC(=O)CCc3ccc(Cl)cc3)c2c1	CHEMBL151442	pKi=8.01
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3cc(F)c(N)c(F)c3	CHEMBL3681235	pKi=8.02
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3cnc4ccccc4c3)C(F)(F)F	CHEMBL3393830	pKi=8.02
COc1cc(CNC(=S)NC[C@@H](COC(=O)C(C)(C)C)Cc2ccc(cc2)C(C)(C)C)ccc1O	CHEMBL3099609	pEC50=8.02
CC(C(=O)NCc1c(C)cc(nc1N2CCC(Cc3ccccc3)CC2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3407955	pKi=8.04
CC(C)c1ccc(\C=C\c2nc3cc(ccc3[nH]2)c4ccccc4NS(=O)(=O)C)cc1	CHEMBL3426357	pIC50=8.04
Brc1ccc2C(CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL255078	pIC50=8.05
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc4cnncc4c3)C(F)(F)F	CHEMBL3393832	pKi=8.05
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc34)cccc2cn1	CHEMBL3326588	pIC50=8.05
Cc1cc2c(NC(=O)N[C@H]3CC[C@H](C3)c4cccc(F)c4)c(F)ccc2cn1	CHEMBL3644140	pIC50=8.05
Cc1cccc(c1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)N)cc3)C(F)(F)F	CHEMBL3695694	pKi=8.05
Clc1ccc(CNC(=O)Nc2cccc3cnccc23)cc1Cl	CHEMBL104757	pKi=8.05
O=C(N[C@@H]1CC[C@@H](C1)c2ccccc2)Nc3cccc4[nH]ncc34	CHEMBL3644064	pIC50=8.05
CCCS(=O)(=O)N(Cc1ccccc1)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3771317	pKi=8.06
CC(C(=O)NCc1ccc(nc1N(Cc2ccccc2)S(=O)(=O)c3ccc(Cl)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3769821	pKi=8.07
COc1ccc(cc1OC)c2cc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3629234	pKi=8.07
Cc1cc2c(NC(=O)N[C@H]3CC[C@@H](C3)c4ccccc4F)c(F)ccc2cn1	CHEMBL3644126	pIC50=8.07
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc4ccncc4c3)C(F)(F)F	CHEMBL3393827	pKi=8.08
CCCCOc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)Cl	CHEMBL3407762	pIC50=8.08
Fc1ccccc1[C@@H]2CC[C@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644121	pIC50=8.09
CC(C(=O)NCc1cc(nn1c2ccc(C)cc2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3684333	pKi=8.1
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3cc(O)c(c(F)c3)[N+](=O)[O-]	CHEMBL3685848	pKi=8.1
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CCc4cc(Cl)ccc34)cccc12	CHEMBL3677394	pIC50=8.1
COc1ccc(CC2C(CCc3cc(OC)ccc23)NC(=O)Nc4cccc5cnccc45)cc1	CHEMBL248762	pKi=8.1
COc1ccc(CN(c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F)S(=O)(=O)c4ccc(F)cc4)cc1	CHEMBL3770864	pKi=8.1
C[C@@H]1CC(F)(CCN1C(=O)Nc2nc3cc(Cl)ccc3s2)c4ncc(C[C@H](O)CO)cc4F	CHEMBL3671862	pIC50=8.1
C[C@H](C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689046	pIC50=8.1
C[C@H]1Oc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc34)cccc2NC1=O	CHEMBL3682224	pIC50=8.1
Fc1ccc(cc1)C(CNC(=O)Nc2cccc3cnccc23)Cc4ccccc4	CHEMBL250370	pKi=8.1
Fc1cccc(c1)[C@H]2CC[C@H](C2)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL3644120	pIC50=8.1
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(\C=C\c4cccc(OC(F)(F)F)c4)nc3c2	CHEMBL3426370	pIC50=8.1
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc4cncnc4c3)C(F)(F)F	CHEMBL3393833	pKi=8.11
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(F)cc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3771102	pKi=8.13
COc1ccc(CN(c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F)S(=O)(=O)c4ccccc4)cc1	CHEMBL3770852	pKi=8.13
Cc1ccc(cc1)C(C(=O)NCc2ccc(nc2SC3CCCCC3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3427111	pKi=8.13
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(C(=O)Nc4ccccc4)c(F)c3	CHEMBL3689052	pKi=8.14
CC(C(=O)NCc1ccc(cc1N2CCOCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627934	pKi=8.14
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc4cnccc4c3)C(F)(F)F	CHEMBL3393828	pKi=8.14
