OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	quercetin	pKd=7.6	pKd=7.6	pKd=7.6	pKd=7.6
Brc1c(Br)c(Br)c2[nH]c(nc2c1Br)N3CCOCC3	CHEMBL3684932	pIC50=7.53
Oc1cc(Cc2ccc(cc2)C#N)nc3c(cnn13)C(=O)Nc4c[nH]c5ncccc45	CHEMBL2387468	pKi=10.28
COC1(C)CC(N)CCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648698	pKi=10.29
N[C@H]1CCN(CC[C@H]1O)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648773	pKi=10.29
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3N4C[C@H](C)[C@H](NC(=O)OC)[C@H](N)C4	CHEMBL3691986	pIC50=10.3
CCO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687501	pIC50=10.3
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC)cc4F	CHEMBL3691957	pIC50=10.3
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3691982	pIC50=10.3
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H](OC)[C@H](N)C4	CHEMBL3687533	pIC50=10.3
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC)cc4F	CHEMBL3691927	pIC50=10.3
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3687536	pIC50=10.3
C[C@H]1CN(C[C@@H](N)[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687430	pIC50=10.3
C[C@H]1CN(C[C@@H](N)[C@H]1NC(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687433	pIC50=10.3
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(cc5F)C6(O)CCOCC6	CHEMBL3691944	pIC50=10.3
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4csc(n4)c5c(F)cccc5F	CHEMBL3691915	pIC50=10.3
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4nc(c(F)cc4N)c5c(F)cccc5F	CHEMBL3691978	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3691913	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687531	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3687517	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCOCC5	CHEMBL3687530	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2cc(nn2)C3CC3)c4ccncc4NC(=O)c5ccc(F)c(n5)c6c(F)cccc6F	CHEMBL3691970	pIC50=10.3
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4nc(sc4N)c5c(F)cccc5F	CHEMBL3691938	pIC50=10.3
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(F)C(C)(N)CC4	CHEMBL3648863	pKi=10.3
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC5(CC4)CNCCO5	CHEMBL3648844	pKi=10.31
CNCC1CCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648656	pKi=10.32
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)CC(C)(O)C4	CHEMBL3648699	pKi=10.32
COC1(C)CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648845	pKi=10.33
CO[C@@H]1CCN(CC2(CC2)[C@@H]1N)c3c(NC(=O)c4nc(sc4N)c5c(F)cccc5F)cnn3C	CHEMBL3648862	pKi=10.33
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)CC(=C)C4	CHEMBL3648825	pKi=10.33
CN[C@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4cc(C)ccc4F)cnn2CC(F)F	CHEMBL3648674	pKi=10.36
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(O)CC(F)C4	CHEMBL3648701	pKi=10.37
CC[C@H]1CN(CC[C@@]1(CN)OC)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648852	pKi=10.38
Cc1cncc(c1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCNCC5	CHEMBL3634782	pKi=10.39
C1CN(CCN1)c2cccc(n2)c3n[nH]c4cnc(cc34)c5cccnc5	CHEMBL3634781	pKi=10.4
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3N4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691941	pIC50=10.4
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H](OC)[C@H](N)C4	CHEMBL3691920	pIC50=10.4
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCS(=O)(=O)C)[C@H](N)C4	CHEMBL3687534	pIC50=10.4
CCO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687481	pIC50=10.4
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3691942	pIC50=10.4
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCOCC5	CHEMBL3691961	pIC50=10.4
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687491	pIC50=10.4
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3C4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691916	pIC50=10.4
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691952	pIC50=10.4
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OC)[C@H](N)C4	CHEMBL3687503	pIC50=10.4
COCc1cn(nn1)[C@H]2[C@@H](C)CN(C[C@H]2N)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687427	pIC50=10.4
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3691929	pIC50=10.4
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687479	pIC50=10.4
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C(C)(C)O	CHEMBL3687507	pIC50=10.4
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3687506	pIC50=10.4
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3687508	pIC50=10.4
COc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691976	pIC50=10.4
C[C@H]1CN(C[C@@H](N)[C@H]1n2cc(C)nn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687420	pIC50=10.4
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(cc5F)C6(F)CCOCC6	CHEMBL3691935	pIC50=10.4
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4nc(sc4N)c5c(F)cccc5F	CHEMBL3691940	pIC50=10.4
C[C@H]1C[C@H](C[C@@H](N)C12OCCO2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687452	pIC50=10.4
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687487	pIC50=10.4
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2cc(nn2)C(=C)C)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3691971	pIC50=10.4
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(cc5F)C6(O)CCC6	CHEMBL3691956	pIC50=10.4
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H](N)[C@H](F)CC4	CHEMBL3648680	pKi=10.4
Fc1cccc(F)c1c2cnc3[nH]cc(NC(=O)c4cnn5ccc(OCC6CCNCC6)nc45)c3c2	CHEMBL2387475	pKi=10.4
O=C(Nc1c[nH]c2ncccc12)c3cnn4ccc(NCCc5ccccc5)nc34	CHEMBL2387469	pKi=10.4
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)[C@@H](F)CC4)c(N)s2	CHEMBL3648707	pKi=10.42
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(O)(CCO)CC4	CHEMBL3648855	pKi=10.42
Fc1cccc(F)c1c2ccc3[nH]cc(NC(=O)c4cnn5ccc(NCC6CCNCC6)nc45)c3n2	CHEMBL2387473	pKi=10.42
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCNCC5	CHEMBL3634770	pKi=10.44
O=C(Nc1c[nH]c2ncccc12)c3cnn4ccc(NCC5CCNCC5)nc34	CHEMBL2387470	pKi=10.44
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CC[C@@H](N)C5	CHEMBL3634757	pKi=10.46
Cn1ncc(NC(=O)c2nc(sc2N)c3ccncc3F)c1N4CCC(N)CC(F)(F)C4	CHEMBL3648807	pKi=10.47
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(O)(CN)CC4	CHEMBL3648841	pKi=10.48
Cn1ncc(NC(=O)c2nc(sc2N)c3ncccc3F)c1N4CC[C@@H](N)CC(F)(F)C4	CHEMBL3648715	pKi=10.49
CC(C)Oc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3N4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691931	pIC50=10.52
CCO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687498	pIC50=10.52
COC(=O)N(C)[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687471	pIC50=10.52
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687490	pIC50=10.52
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687482	pIC50=10.52
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCS(=O)(=O)C)[C@H](N)C4	CHEMBL3691914	pIC50=10.52
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687472	pIC50=10.52
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3691922	pIC50=10.52
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCOCC5	CHEMBL3639863	pIC50=10.52
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687512	pIC50=10.52
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5CCS(=O)(=O)CC5	CHEMBL3687504	pIC50=10.52
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687492	pIC50=10.52
COc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3N4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691977	pIC50=10.52
C[C@H]1CN(C[C@@H](N)[C@H]1N=[N+]=[N-])c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687497	pIC50=10.52
C[C@H]1CN(C[C@@H](N)[C@H]1n2cc(CO)nn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687476	pIC50=10.52
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687418	pIC50=10.52
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687495	pIC50=10.52
C[C@H]1C[C@H](C[C@@H](N)[C@H]1Oc2ccccn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687532	pIC50=10.52
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(C)cc5F	CHEMBL3691965	pIC50=10.52
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(cc5F)C6(O)CCOCC6	CHEMBL3691963	pIC50=10.52
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2cncn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687459	pIC50=10.52
Cc1nn(C)cc1c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)CC(F)(F)C4)c(N)s2	CHEMBL3648835	pKi=10.52
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CC[C@@H](N)CC(F)(F)C4	CHEMBL3648696	pKi=10.52
Cn1ncc(NC(=O)c2nc(sc2N)c3cc(F)ccc3F)c1N4CCNCC(F)(F)C4	CHEMBL3648661	pKi=10.52
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(N)CC4	CHEMBL3652626	pKi=10.57
Cn1ncc(NC(=O)c2nc(sc2N)c3ncccc3F)c1N4CC[C@H](N)CC(F)(F)C4	CHEMBL3648706	pKi=10.57
CN(C)[C@H]1CCN(CC(F)(F)C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648725	pKi=10.59
Cc1c(cnn1C)c2nc(C(=O)Nc3cnn(C)c3N4CCC(N)CC(F)(F)C4)c(N)s2	CHEMBL3648833	pKi=10.59
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@](C)(N)CC(F)(F)C4	CHEMBL3652035	pKi=10.59
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCNCC5(CC5)C4	CHEMBL3648731	pKi=10.6
F[C@H]1CNCC[C@@H]1CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncccc45)c3n2	CHEMBL2387478	pKi=10.6
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](N)CC4	CHEMBL3652638	pKi=10.62
Cn1ncc(NC(=O)c2nc(cnc2N)c3ccccc3F)c1N4CCC(N)CC(F)(F)C4	CHEMBL3648728	pKi=10.64
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cncc3F)c1N4CC[C@H](N)CC(F)(F)C4	CHEMBL3648827	pKi=10.64
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC5(CCCN5)CC4	CHEMBL3648759	pKi=10.66
N#CCn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCNCC5	CHEMBL3634771	pKi=10.66
C(C1CC1)n2cc(cn2)c3cc4c(n[nH]c4cn3)c5cccc(n5)N6CCNCC6	CHEMBL3634772	pKi=10.68
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCC(N)CC(F)(F)C4	CHEMBL3648727	pKi=10.68
CC(C)Oc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCS(=O)(=O)C)[C@H](N)C4	CHEMBL3691925	pIC50=10.7
COC(=O)N(C)[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687468	pIC50=10.7
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC(C)C)cc4F	CHEMBL3691932	pIC50=10.7
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3691943	pIC50=10.7
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3691958	pIC50=10.7
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC(C)C)cc4F	CHEMBL3691926	pIC50=10.7
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3691921	pIC50=10.7
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC(C)C)cc4F	CHEMBL3687511	pIC50=10.7
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C(C)C	CHEMBL3687505	pIC50=10.7
COc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCC#N)[C@H](N)C4	CHEMBL3691949	pIC50=10.7
COc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCS(=O)(=O)C)[C@H](N)C4	CHEMBL3691928	pIC50=10.7
CS[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687443	pIC50=10.7
C[C@H]1CN(C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(C)cc5F	CHEMBL3691945	pIC50=10.7
C[C@H]1CN(C[C@@H](N)[C@H]1n2cncn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687466	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3691924	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3691923	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3691968	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3691950	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687483	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCOCC5	CHEMBL3687527	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3691930	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3691919	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(OC6CCOCC6)cc5F	CHEMBL3691955	pIC50=10.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4nc(c(F)cc4N)c5c(F)cccc5F	CHEMBL3691960	pIC50=10.7
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCCNCC5	CHEMBL3634767	pKi=10.7
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CC[C@H](N)CC(F)(F)C4	CHEMBL3648695	pKi=10.7
N[C@@H]1CCN(CC(F)(F)C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648718	pKi=10.7
CO[C@@H]1[C@H](N)CCN(CC12CC2)c3c(NC(=O)c4nc(sc4N)c5c(F)cccc5F)cnn3C	CHEMBL3648861	pKi=10.72
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CCNCC(F)(F)C4)c(N)s2	CHEMBL3648660	pKi=10.72
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccn3)c1N4CC[C@@H](N)CC(F)(F)C4	CHEMBL3648704	pKi=10.72
Cc1c(cnn1C)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)CC(F)(F)C4)c(N)s2	CHEMBL3648836	pKi=10.74
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)CC(F)(F)C4)c(N)s2	CHEMBL3648721	pKi=10.74
N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccccc4	CHEMBL2048872	pKi=10.77
COC1C(N)CCN(CC12CC2)c3c(NC(=O)c4nc(sc4N)c5c(F)cccc5F)cnn3C	CHEMBL3652032	pKi=10.8
FC1(CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncccc45)c3n2)CCNCC1	CHEMBL2387462	pKi=10.8
CCN1C=NC=C(C1=O)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCNCC5	CHEMBL3634769	pKi=10.82
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@H](N)CC(F)(F)C4)c(N)s2	CHEMBL3648720	pKi=10.82
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)ccc(C4CC4)c3F)c1N5CCC[C@@H](N)CC5	CHEMBL3648670	pKi=10.82
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(O)CC(F)(F)C4	CHEMBL3648771	pKi=10.82
Fc1cccc(F)c1c2cnc3[nH]cc(NC(=O)c4cnn5ccc(CCC6CCNCC6)nc45)c3c2	CHEMBL2387474	pKi=10.82
CNC1CCN(CC(F)(F)C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648793	pKi=10.85
Cn1ncc(NC(=O)c2nc(sc2N)c3ccncc3F)c1N4CC[C@@H](N)CC(F)(F)C4	CHEMBL3648823	pKi=10.85
Cc1ccc(nc1N2CCC[C@H](N)C2)c3n[nH]c4cnc(cc34)c5cnn(C)c5	CHEMBL3634760	pKi=10.89
CC1CC(N)CCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648826	pKi=10.92
F[C@@H]1CNCC[C@H]1CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncccc45)c3n2	CHEMBL2387479	pKi=10.96
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5CCOCC5	CHEMBL3687509	pIC50=11.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687493	pIC50=11.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3691967	pIC50=11.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3691937	pIC50=11.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCC#N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687474	pIC50=11.0
