NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O	dichlorphenamide	pKi=7.301	pKi=7.301	pKi=7.301	pKi=7.25
CC(=O)Nc1nnc(s1)S(=O)(=O)N	acetazolamide	pKi=8.6	pKi=8.6	pKi=8.6	pKd=6.48
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O	ethoxzolamide	pKi=7.66	pKi=7.66	pKi=7.66	pKi=7.25
CC(C)CSc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N	CHEMBL385451	pKi=6.0
NS(=O)(=O)Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1	CHEMBL286738	pKi=7.92
NS(=O)(=O)c1ccc(cc1)N2C=C(NC2=O)c3ccccc3	CHEMBL3235173	pKi=7.92
NS(=O)(=O)c1ccc(cc1)N2C=C(NC2=S)c3ccc(F)cc3	CHEMBL3235176	pKi=7.92
NS(=O)(=O)c1ccc(cc1)n2cc(C[S+]([O-])[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL496880	pKi=7.92
NS(=O)(=O)c1ccccc1C#Cc2cccc(F)c2	CHEMBL1836410	pKi=7.92
NS(=O)(=O)c1nnc(NC(=O)Cc2cccs2)s1	CHEMBL574780	pKi=7.92
CC(=O)O[C@@H]1CO[C@@H]([C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL394021	pKi=7.93
NS(=O)(=O)c1ccc(NC(=O)\C(=C(\S)/Nc2ccccc2)\C#N)cc1	CHEMBL2337538	pKi=7.93
NS(=O)(=O)c1ccc(cc1)n2nnc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)c2I	CHEMBL1836632	pKi=7.93
CC(=O)OC[C@H]1O[C@@H](SNCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1089015	pKi=7.94
Cc1cccc(\C=N\c2ccc(cc2)S(=O)(=O)N)c1O	CHEMBL3758347	pKi=7.94
NS(=O)(=O)c1ccc(cc1)C(=O)NCc2cn(nn2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL385152	pKi=7.94
NS(=O)(=O)c1ccc(cc1)C(=O)NCc2cn(nn2)[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O	CHEMBL231896	pKi=7.94
Nc1cccnc1Nc2ccc(cc2)S(=O)(=O)N	CHEMBL3120743	pKi=7.94
[Na+].[S-]C(=S)NCc1ccccc1	CHEMBL2023168	pKi=7.94
COc1ccc(\C=N\c2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL271911	pKi=7.95
NS(=O)(=O)c1ccc(CCNCc2cc(Cl)cc(Cl)c2O)cc1	CHEMBL3423267	pKi=7.95
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)Cc2cn(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL499111	pKi=7.96
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCSC)C(=O)O	CHEMBL3604415	pKi=7.96
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O	CHEMBL3604408	pKi=7.96
CN(N)c1ccc(cc1)S(=O)(=O)N	CHEMBL183913	pKi=7.96
COc1ccc2OS(=O)(=O)C=Cc2c1	CHEMBL3426541	pKi=7.96
Cc1cc(c(SCc2cccc3ccccc23)cc1Cl)S(=O)(=O)NC(=N)Nc4nnc(s4)S(=O)(=O)N	CHEMBL3104155	pKi=7.96
Cl.Cl.[Zn+2].NS(=O)(=O)c1ccc(CCNCC2=COc3ccccc3C2=O)cc1.NS(=O)(=O)c4ccc(CCNCC5=COc6ccccc6C5=O)cc4	CHEMBL3038239	pKi=7.96
NNc1ccc(cc1)S(=O)(=O)N	CHEMBL7204	pKi=7.96
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccccc2C#N)cc1	CHEMBL2047839	pKi=7.96
NS(=O)(=O)c1ccc(CCNCc2cc(Br)ccc2O)cc1	CHEMBL3423263	pKi=7.96
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccccc2	CHEMBL408619	pKi=7.96
Nc1ccc(cc1I)S(=O)(=O)N	CHEMBL268177	pKi=7.96
CCCCCc1ccc(cc1)c2cn(nn2)c3c(F)c(F)c(c(F)c3F)S(=O)(=O)N	CHEMBL3326412	pKi=7.97
COc1ccc(cc1)c2nn(cc2C(=O)N)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126823	pKi=7.97
Cc1onc(NS(=O)(=O)c2ccc(NCC3=COc4ccccc4C3=O)cc2)c1	CHEMBL3416230	pKi=7.97
NS(=O)(=O)c1ccc(OCCN2CCOCC2)cc1	CHEMBL3402970	pKi=7.97
NS(=O)(=O)c1ccc(cc1)n2nnc(CS[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2I	CHEMBL1836629	pKi=7.97
[Cl-].CN(C)c1ccc2C(=C3C=CC(=[N+](C)C)C=C3Oc2c1)c4ccc(NC(=S)NCc5cn(nn5)c6cccc(c6)S(=O)(=O)N)cc4C(=O)O	CHEMBL3740484	pKi=7.97
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]2O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)NCc3ccc(cc3)S(=O)(=O)N	CHEMBL1092027	pKi=7.98
CCN(CC)c1ccc2c(Oc3cc(ccc3C24N(C(=O)c5ccccc45)c6cccc(c6)S(=O)(=O)N)N(CC)CC)c1	CHEMBL1822700	pKi=7.98
COC(=O)c1cn(nc1c2ccc(OC)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126816	pKi=7.98
COc1ccc(cc1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402838	pKi=7.98
Cc1ccc(cc1)c2nn(cc2C(=O)NN)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126804	pKi=7.98
Cc1cccc(CNCCc2ccc(cc2)S(=O)(=O)N)c1O	CHEMBL3423261	pKi=7.98
NS(=O)(=O)c1ccc(OCc2ccccc2)cc1	CHEMBL3402962	pKi=7.98
NS(=O)(=O)c1ccc(cc1)N2C(=S)NN=C2c3ccccc3	CHEMBL3121767	pKi=7.98
NS(=O)(=O)c1ccc(cc1)\N=C\c2cc(Br)ccc2O	CHEMBL3758993	pKi=7.98
COC(=O)c1cn(nc1c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126819	pKi=7.99
NS(=O)(=O)c1ccc(CCN2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)cc1	CHEMBL2424832	pKi=7.99
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1956765	pKi=7.99
NS(=O)(=O)c1ccc(CNc2nc(Cl)nc(NCC(=O)O)n2)cc1	CHEMBL191045	pKi=7.99
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccccc2O	CHEMBL3760079	pKi=7.99
NS(=O)(=O)c1ccc(cc1)n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL498757	pKi=7.99
NS(=O)(=O)c1ccc(cc1)n2cc(CS[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL498758	pKi=7.99
NS(=O)(=O)c1ccc(cc1)n2cc(C[S+]([O-])[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL525195	pKi=7.99
CC(=O)OC[C@H]1O[C@@H](NC(=S)Nc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956751	pKi=8.0
CC(=O)OC[C@H]1O[C@@H](SCc2nnn(c2I)c3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1836622	pKi=8.0
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL1094036	pKi=8.0
CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N	CHEMBL406	pKi=8.0
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2ccncc2	CHEMBL3586219	pKi=8.0
Cc1ccc(CNC(=O)Nc2ccc(OS(=O)(=O)N)cc2)cc1	CHEMBL2047829	pKi=8.0
Cc1ccc(\C=N\c2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL429915	pKi=8.0
NNc1ccncc1S(=O)(=O)N	CHEMBL1164967	pKi=8.0
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(I)cc2)cc1	CHEMBL2047800	pKi=8.0
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccccc2)cc1	CHEMBL2047796	pKi=8.0
NS(=O)(=O)c1ccc(NC2=NC(=O)\C(=C/C3=COc4ccccc4C3=O)\S2)cc1	CHEMBL3416235	pKi=8.0
NS(=O)(=O)c1ccc(N\C(=N\NCCN2CCOCC2)\S)cc1	CHEMBL182135	pKi=8.0
NS(=O)(=O)c1ccc(Nc2nc(F)nc(F)n2)cc1	CHEMBL2443313	pKi=8.0
NS(=O)(=O)c1ccc(cc1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623672	pKi=8.0
NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2)c1	CHEMBL370526	pKi=8.0
NS(=O)(=O)c1ccccc1C#Cc2ccccc2	CHEMBL1836408	pKi=8.0
NS(=O)(=O)c1no[n+]([O-])c1c2ccccc2	CHEMBL1215508	pKi=8.0
[Cl-].CN(C)c1cc[n+](cc1)c2ccncc2S(=O)(=O)N	CHEMBL1817904	pKi=8.0
CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](COC(=O)C)O[C@@H](SNCc3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@H]2OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1091318	pKi=8.01
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL437092	pKi=8.01
COC(=O)[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL1089370	pKi=8.01
COC(=O)[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL1094037	pKi=8.01
Cc1onc(NS(=O)(=O)c2ccc(cc2)N3C(=O)\C(=C\C4=COc5ccccc5C4=O)\N=C3c6ccccc6)c1	CHEMBL3416242	pKi=8.01
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1956761	pKi=8.01
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1956769	pKi=8.01
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccc(OCc3ccccc3)cc2	CHEMBL3758730	pKi=8.01
CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)NCCc3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1093297	pKi=8.02
CC(=O)OC[C@H]1O[C@@H](SCc2cn(nn2)c3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL519447	pKi=8.02
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL1090030	pKi=8.02
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)[S+]([O-])Cc2cn(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL504121	pKi=8.02
CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1688309	pKi=8.02
CCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H]1OC(=O)CCC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092818	pKi=8.02
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O	CHEMBL3604410	pKi=8.02
COC(=O)[C@H]1O[C@@H](SNCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1091781	pKi=8.02
Cc1ccc(cc1)C2=NNC(=S)N2c3ccc(cc3)S(=O)(=O)N	CHEMBL3121768	pKi=8.02
Cc1cccc(c1)N2CCN(CC2)C(=O)Nc3ccc(O)cc3	CHEMBL3601545	pKi=8.02
Cc1ccccc1S(=O)(=O)NC(=O)Nc2ccc(nc2)S(=O)(=O)N	CHEMBL3354127	pKi=8.02
NS(=O)(=O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	CHEMBL1688315	pKi=8.02
NS(=O)(=O)c1ccc(CCNCc2cc(Cl)ccc2O)cc1	CHEMBL3423265	pKi=8.02
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)C(=O)O)cc1	CHEMBL1090010	pKi=8.02
NS(=O)(=O)c1ccc(OCCC[NH3+])cc1.[O-]C(=O)C(F)(F)F	CHEMBL3359170	pKi=8.02
NS(=O)(=O)c1ccc(cc1)n2cc(CS[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL498750	pKi=8.02
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c(C#N)c2NC(=O)c4ccc(Br)cc4	CHEMBL3342502	pKi=8.02
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3ccc(I)cc3	CHEMBL2414074	pKi=8.02
NS(=O)(=O)c1cccc(c1)c2cn(nn2)c3ccc4C(=O)NS(=O)(=O)c4c3	CHEMBL3233394	pKi=8.02
Nc1nc(SCC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)nc4[nH]ncc14	CHEMBL3594406	pKi=8.02
O=S1(=O)Oc2ccc(cc2C=C1)n3nncc3c4ccccc4	CHEMBL3127565	pKi=8.02
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL1093729	pKi=8.03
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL1091073	pKi=8.03
CC1=CC(=O)Oc2cc(NC(=O)NS(=O)(=O)c3ccc(C)cc3)ccc12	CHEMBL3354138	pKi=8.03
CCOC(=O)N1N2C=Nc3c(C2=NC1=O)c(cn3c4ccc(cc4)S(=O)(=O)N)c5ccc(Br)cc5	CHEMBL3298350	pKi=8.03
COC(=O)CNc1nc(NCC(=O)OC)nc(NCc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL1813213	pKi=8.03
COc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccccc5	CHEMBL3613544	pKi=8.03
Cc1nn(c(Cl)c1C2CC(=NN2c3ccc(cc3)S(=O)(=O)N)c4ccccc4)c5ccc(cc5)S(=O)(=O)N	CHEMBL3601390	pKi=8.03
Cc1oc(cn1)c2ccc(s2)S(=O)(=O)N	CHEMBL3608885	pKi=8.03
Clc1cccc(c1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3124967	pKi=8.03
Fc1cccc(c1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402837	pKi=8.03
NS(=O)(=O)c1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1	CHEMBL2348438	pKi=8.03
NS(=O)(=O)c1ccc(cc1)C#Cc2ccccc2	CHEMBL1836399	pKi=8.03
NS(=O)(=O)c1ccc(cc1)\N=C\c2cc(Cl)ccc2O	CHEMBL3759717	pKi=8.03
NS(=O)(=O)c1ccc(cc1)c2ccc(Cc3ccc(cc3)[N+](=O)[O-])cc2	CHEMBL3632843	pKi=8.03
NS(=O)(=O)c1ccc(cc1)n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2	CHEMBL484530	pKi=8.03
NS(=O)(=O)c1ccc(cc1)n2nnc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c2I	CHEMBL1836631	pKi=8.03
Nc1c(cnn1CC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)C#N	CHEMBL3594411	pKi=8.03
[K+].[K+].[K+].[S-]C(=S)NCCN(CCNC(=S)[S-])CCNC(=S)[S-]	CHEMBL2023167	pKi=8.03
CC(=O)OC[C@H]1O[C@@H](SCc2cn(nn2)c3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL517088	pKi=8.04
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)Cc2cn(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL444912	pKi=8.04
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]2O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)NCc3ccc(cc3)S(=O)(=O)N	CHEMBL1092028	pKi=8.04
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)S(=O)(=O)Cc2nnn(c2I)c3ccc(cc3)S(=O)(=O)N	CHEMBL1836626	pKi=8.04
CC(Nc1nc(NCc2ccc(cc2)S(=O)(=O)N)nc(NC(C)C(=O)O)n1)C(=O)O	CHEMBL1813214	pKi=8.04
CC(SC1=NC(=C(C#N)C(=O)N1)c2ccc(Cl)c(F)c2)C(=O)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL2382403	pKi=8.04
CC(SC1=NC(=C(C#N)C(=O)N1)c2ccc(Cl)cc2)C(=O)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL2382401	pKi=8.04
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCCCN)C(=O)O.OC(=O)C(F)(F)F	CHEMBL3604412	pKi=8.04
CCN(CC)c1ccc2c(Oc3cc(ccc3C24N(C(=O)c5ccccc45)c6ccc(cc6)S(=O)(=O)N)N(CC)CC)c1	CHEMBL1822699	pKi=8.04
COC(=O)c1cccc(c1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402844	pKi=8.04
COc1cccc(c1)C#Cc2cccc(c2)S(=O)(=O)N	CHEMBL1836406	pKi=8.04
Cc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccc(cc5)S(=O)(=O)N	CHEMBL3810298	pKi=8.04
Cc1nc(S)c2c(cn(c3ccc(cc3)S(=O)(=O)N)c2n1)c4ccc(Br)cc4	CHEMBL3342500	pKi=8.04
NS(=O)(=O)c1cc(cs1)c2oc(nc2)C(=O)N3CCOCC3	CHEMBL3608894	pKi=8.04
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1090011	pKi=8.04
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c4c2ncn5nnnc45	CHEMBL3298351	pKi=8.04
NS(=O)(=O)c1ccc(s1)c2oc(nc2)C3CC3	CHEMBL3608886	pKi=8.04
NS(=O)(=O)c1ccc2CC(Cc2c1)NC(=O)C3CCCCC3	CHEMBL204990	pKi=8.04
NS(=O)(=O)c1cnccc1N2C=CC=CC2=O	CHEMBL1817907	pKi=8.04
Nc1cccc(c1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127561	pKi=8.04
Nc1ccccc1c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127566	pKi=8.04
[K+].CN(C)CCNC(=S)[S-]	CHEMBL3400797	pKi=8.04
[K+].[S-]C(=S)NN1CCOCC1	CHEMBL2023163	pKi=8.04
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1956745	pKi=8.05
CC(=O)OC[C@H]1O[C@@H](SCc2nnn(c2I)c3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1836623	pKi=8.05
CC(=O)OC[C@H]1O[C@@H](SCc2nnn(c3ccc(cc3)S(=O)(=O)N)c2C#CCO)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1836634	pKi=8.05
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCCCCCOS(=O)(=O)N	CHEMBL3342249	pKi=8.05
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCCCCOS(=O)(=O)N	CHEMBL3601602	pKi=8.05
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCOS(=O)(=O)N	CHEMBL3342247	pKi=8.05
CC(=O)c1cccc(NC(=O)Nc2ccc(OS(=O)(=O)N)cc2)c1	CHEMBL2047825	pKi=8.05
CC1(C)OB(OC1(C)C)c2ccc(NS(=O)(=O)N)cc2	CHEMBL190447	pKi=8.05
CC1=CC(=O)Oc2cc(NC(=O)NS(=O)(=O)c3ccccc3C)ccc12	CHEMBL3354139	pKi=8.05
CCC(=O)NC1Cc2ccc(cc2C1)S(=O)(=O)N	CHEMBL204740	pKi=8.05
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O	CHEMBL3604411	pKi=8.05
CNNc1ccncc1S(=O)(=O)N	CHEMBL1164878	pKi=8.05
C[Si](C)(C)c1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL2326516	pKi=8.05
Cc1ncc([N+](=O)[O-])n1CCOS(=O)(=O)N	CHEMBL3085793	pKi=8.05
Cc1ncc([N+](=O)[O-])n1CCOS(=O)(=O)ON	CHEMBL3654431	pKi=8.05
Cc1nn(C)c2nnc(Nc3ccccc3)nc12	CHEMBL3261397	pKi=8.05
FC(F)(F)c1cccc(c1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127570	pKi=8.05
NNC(=O)c1cn(nc1c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126808	pKi=8.05
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(F)cc2)cc1	CHEMBL2047797	pKi=8.05
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2nnc([nH]2)c3ccc(Cl)cc3	CHEMBL3291089	pKi=8.05
NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)C(=O)O)cc1	CHEMBL1088997	pKi=8.05
NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1088998	pKi=8.05
NS(=O)(=O)c1ccc(NC(=O)\C(=C\c2ccc3OCOc3c2)\C#N)cc1	CHEMBL2337535	pKi=8.05
NS(=O)(=O)c1ccc(cc1)c2nnc3sc(nn23)c4ccc(cc4)[N+](=O)[O-]	CHEMBL3121766	pKi=8.05
[Cl-].Cc1cc[n+](cc1)c2ccncc2S(=O)(=O)N	CHEMBL1817903	pKi=8.05
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1956749	pKi=8.06
CC(=O)OC[C@H]1O[C@@H](SNCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1092714	pKi=8.06
CC(=O)OC[C@H]1O[C@@H](SNCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1092715	pKi=8.06
CC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)NCCc3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1093298	pKi=8.06
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CO)C(=O)O	CHEMBL3604409	pKi=8.06
CN(C)c1ccc(\C=N\c2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL270671	pKi=8.06
COC(=O)CNc1nc(NCC(=O)OC)nc(Nc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL1813207	pKi=8.06
COC(=O)[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL216563	pKi=8.06
Cc1ccc(cc1)n2cc(nn2)c3ccc(s3)S(=O)(=O)N	CHEMBL2414065	pKi=8.06
