CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1	dabrafenib	pIC50=9.1549015	pIC50=9.1549015	pIC50=9.1549015	pIC50=7.96
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	sorafenib	pKi=7.66	pKi=7.66	pKi=7.66	pIC50=7.58
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F	vemurafenib	pIC50=7.68	pIC50=7.68	pIC50=7.68	pIC50=7.64
CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1	regorafenib	pIC50=7.55	pIC50=7.55	pIC50=7.55	pIC50=7.55
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5cccc(c5)C#N	CHEMBL3352837	pIC50=7.53
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCc5ccccc5)nc34)c2)cc(c1)C(F)(F)F	CHEMBL3694209	pIC50=9.0
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCc5cccnc5)nc34)c2)cc(c1)C(F)(F)F	CHEMBL3694210	pIC50=9.0
CN(C)c1cccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCCC5)c2)c1	CHEMBL3697793	pIC50=9.0
CN(C)c1ncc2ncnc(Nc3cc(NC(=O)c4cccc(c4)C(C)(C)C#N)ccc3C)c2n1	CHEMBL3641220	pIC50=9.0
CN(C)c1ncc2ncnc(Nc3cc(ccc3F)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3694156	pIC50=9.0
CN(C1CCN(C)CC1)c2ncc3ncnc(Nc4cc(NC(=O)c5cccc(c5)C(C)(C)C#N)ccc4C)c3n2	CHEMBL3641230	pIC50=9.0
CN(C1CCOC1)c2ncc3ncnc(Nc4cc(NC(=O)c5cccc(c5)C(C)(C)C#N)ccc4C)c3n2	CHEMBL3641237	pIC50=9.0
CN(C1CCOC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3697907	pIC50=9.0
CN(CCF)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(cc(c4)C(F)(F)F)N5CCCN(C)CC5)c2n1	CHEMBL3641129	pIC50=9.0
CN1CCC(CC1)N2CCN(CC2)c3nc(N)c4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3	CHEMBL3689909	pIC50=9.0
CN1CCC(CC1)Nc2ncc3ncnc(Nc4cc(NC(=O)c5cccc(c5)C(C)(C)C#N)ccc4C)c3n2	CHEMBL3641229	pIC50=9.0
CN1CCC(CC1)Nc2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccnc(c5)C(C)(C)C)c3n2	CHEMBL3641199	pIC50=9.0
CN1CCC(CN2CCN(CC2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3)CC1	CHEMBL3641047	pIC50=9.0
CN1CCC(CN2CCN(CC2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cccc(c6)C(C)(C)C)c4n3)CC1	CHEMBL3641043	pIC50=9.0
CN1CCC(CN2CCN(CC2)c3ncc4ncnc(Nc5cc(ccc5F)C(=O)Nc6cc(on6)C(C)(C)C)c4n3)CC1	CHEMBL3697934	pIC50=9.0
CN1CCC2(CCN(C2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3)C1	CHEMBL3641207	pIC50=9.0
CN1CCCC(CN2CCN(CC2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3)C1	CHEMBL3641099	pIC50=9.0
CN1CCCN(CC1)c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(nc45)N6CC[C@H](F)C6)c3)cc(c2)C(F)(F)F	CHEMBL3641081	pIC50=9.0
CN1CCCN(CC1)c2nc(N)c3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3689910	pIC50=9.0
CN1CCN(CC1)c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(nc45)N6CCOCC6)c3)cc(c2)C(F)(F)F	CHEMBL3641085	pIC50=9.0
CN1CCN(CC1)c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(nc45)N6CCOCC6)c3)cc(c2F)C(F)(F)F	CHEMBL3641118	pIC50=9.0
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(NC(=O)c5cccc(c5)C(C)(C)C#N)ccc4C)c3n2	CHEMBL3641218	pIC50=9.0
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(F)c(c5)C(F)(F)F)c3n2	CHEMBL3697842	pIC50=9.0
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cccc(c5)C(C)(C)C)c3n2	CHEMBL3697775	pIC50=9.0
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cccc(c5)C(F)(F)F)c3n2	CHEMBL3697843	pIC50=9.0
CN1C[C@@H]2C[C@H]1CN2c3ccc(c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8)c9ccccc39	CHEMBL1276176	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(cc23)c4ccc(C)cc4)c1	CHEMBL3613187	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(cc23)c4ccc(O)cc4)c1	CHEMBL3613189	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(cc23)c4cccc(C)c4)c1	CHEMBL3613186	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(cc23)c4ccccc4)c1	CHEMBL3613184	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(cc23)c4ccncc4)c1	CHEMBL3613190	pIC50=9.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(c4cccc(Cl)c4)c23)c1	CHEMBL3613177	pIC50=9.0
CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)c4c(F)cccc4F)c3Cl)C5CC5	CHEMBL3651678	pIC50=9.0
CNc1ncnc2c(Nc3cc(ccc3C)C(=O)Nc4cc(on4)C(C)(C)C)ncnc12	CHEMBL3643299	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(C)cc(NS(=O)(=O)C)c3F)C4(C)CC4	CHEMBL3651643	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3F)C4(C)CC4	CHEMBL3651642	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)c4ccc(F)cc4)c3F)C5CC5	CHEMBL3651653	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C)c3Cl)C(C)(C)C	CHEMBL3651637	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C)c3Cl)C4CCC4	CHEMBL3651677	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C)c3Cl)C4(C)CC4	CHEMBL3651645	pIC50=9.0
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3641095	pIC50=9.0
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4ccc(OC)c(c4)C(F)(F)F)c2n1	CHEMBL3641094	pIC50=9.0
COCCN1CCC(CC1)Nc2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3641198	pIC50=9.0
COCCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(F)c(c5)C(F)(F)F)c3n2	CHEMBL3641151	pIC50=9.0
COCCNc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(CN5CCCC5)cc(c4)C(F)(F)F)c2n1	CHEMBL3694172	pIC50=9.0
COCCNc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(OCCN(C)C)cc(c4)C(F)(F)F)c2n1	CHEMBL3694213	pIC50=9.0
COCCNc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(cc(c4)C(F)(F)F)N(C)CCN(C)C)c2n1	CHEMBL3694231	pIC50=9.0
COCCNc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3697901	pIC50=9.0
COc1cc(ccc1F)c2c(nn3c(ccnc23)c4ccc(cc4C)N5C[C@@H]6C[C@H]5CN6C)c7ccncc7	CHEMBL1076233	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(nc34)N5CCCN(C)CC5)c2)cc1C(F)(F)F	CHEMBL3689916	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(nc34)N5CCN(CC5)C6CCN(C)CC6)c2)cc1C(F)(F)F	CHEMBL3689914	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(nc34)N5CCN(CC6CCN(C)CC6)CC5)c2)cc1C(F)(F)F	CHEMBL3689915	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NC5CC(C5)N6CCN(C)CC6)nc34)c2)cc1C(F)(F)F	CHEMBL3641197	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCC5CCCCO5)nc34)c2)cc1C(F)(F)F	CHEMBL3641159	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N(C)C5CCN(C)C5)c2)cc1C(F)(F)F	CHEMBL3641178	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCC(CC5)N(C)C)c2)cc1C(F)(F)F	CHEMBL3641061	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCC(CN(C)C)CC5)c2)cc1C(F)(F)F	CHEMBL3641203	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCN(C)CC5)c2)cc1C(F)(F)F	CHEMBL3641069	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCOCC5)c2)cc1C(F)(F)F	CHEMBL3641166	pIC50=9.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCN(CC6CCN(C)CC6)CC5)c2)cc1C(F)(F)F	CHEMBL3641046	pIC50=9.0
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(nc34)N5CCCN(C)CC5)c2)cc1C(F)(F)F	CHEMBL3694070	pIC50=9.0
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N(C)C)c2)cc1C(F)(F)F	CHEMBL3694104	pIC50=9.0
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N(C)CCN5CCCC5)c2)cc1C(F)(F)F	CHEMBL3694096	pIC50=9.0
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N5CCCCCC5)c2)cc1C(F)(F)F	CHEMBL3694095	pIC50=9.0
COc1ccc(cc1NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NC5CCOC5)nc34)c2)C(F)(F)F	CHEMBL3697891	pIC50=9.0
COc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCCCC4)C(=O)Nc5ccc(OC)c(c5)C(F)(F)F	CHEMBL3694082	pIC50=9.0
COc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(CN5CCCC5)cc(c4)C(F)(F)F)c2n1	CHEMBL3641185	pIC50=9.0
COc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cccc(c4)C(F)(F)F)c2n1	CHEMBL3641181	pIC50=9.0
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(NC5CCOC5)nc34	CHEMBL3641231	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3c(N)nc(nc23)N4CCCN(CC4)C5CC5)C(=O)Nc6cccc(c6)C(F)(F)F	CHEMBL3694015	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3c(N)nc(nc23)N4CCCN(CC4)c5ncccn5)C(=O)Nc6cccc(c6)C(F)(F)F	CHEMBL3694020	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3c(N)nc(nc23)N4CCCNCC4)C(=O)Nc5cccc(c5)C(F)(F)F	CHEMBL3694016	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(NCC4CCOC4)nc23)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694166	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(NCCF)nc23)C(=O)Nc4cc(CN5CCCC5)cc(c4)C(F)(F)F	CHEMBL3694163	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(NCc4cccnc4)nc23)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694169	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCC(CC4)N5CCOCC5)C(=O)Nc6cc(on6)C(C)(C)C	CHEMBL3641105	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCC4)C(=O)Nc5cccc(c5)C(F)(F)F	CHEMBL3697812	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCN(CCCN5CCCC5)CC4)C(=O)Nc6cc(on6)C(C)(C)C	CHEMBL3641097	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCN(CCN5CCOCC5)CC4)C(=O)Nc6cc(on6)C(C)(C)C	CHEMBL3697912	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCNCC4)C(=O)Nc5cccc(c5)C(F)(F)F	CHEMBL3697883	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(OCCN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3641138	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(nn5C)C(C)(C)C	CHEMBL3641128	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cccc(OC(F)(F)F)c5	CHEMBL3641037	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cccc(c5)C(C)(C)C	CHEMBL3697839	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cccc(c5)C(C)(C)C#N	CHEMBL3697866	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CC[C@H](F)C4)C(=O)Nc5cc(ccn5)C(F)(F)F	CHEMBL3697889	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CC[C@H](F)C4)C(=O)Nc5cccc(OC(F)(F)F)c5	CHEMBL3697835	pIC50=9.0
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CC[C@H](F)C4)C(=O)Nc5cccc(c5)C(F)(F)F	CHEMBL3697832	pIC50=9.0
Cc1ccc(cc1Oc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(nn5C)C(C)(C)C	CHEMBL3641195	pIC50=9.0
Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(NC6CCOC6)nc45)c3)cc(c2)C(F)(F)F	CHEMBL3641122	pIC50=9.0
Fc1cc(NS(=O)(=O)c2c(F)cccc2F)c(Cl)c(c1)c3[nH]c(nc3c4ccncn4)C5CC5	CHEMBL3651690	pIC50=9.0
Fc1ccc(NS(=O)(=O)c2cocc2)c(F)c1Nc3ncccc3c4ncnc5[nH]cnc45	CHEMBL3354844	pIC50=9.0
Fc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(ccn5)C(F)(F)F	CHEMBL3697933	pIC50=9.0
Nc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3Cl)C5CC5	CHEMBL3651689	pIC50=9.0
Oc1cccc(c1)c2c(nn3c(ccnc23)c4ccc(N[C@H]5CN6CCC5CC6)cc4)c7ccncc7	CHEMBL1086871	pIC50=9.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(C)cc(NS(=O)(=O)C(C)C)c3)C4CC4	CHEMBL3651698	pIC50=9.02
CCCS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651627	pIC50=9.05
CN(C)CCOc1ccc(cc1)c2oc(c3ccc4\C(=N\O)\CCc4c3)c(c2)c5ccncc5	CHEMBL1964266	pKd=9.05
CN1C2CCC1CN(C2)c3ccc(cc3)c4ccnc5c(c6cccc(O)c6)c(nn45)c7ccncc7	CHEMBL1080476	pIC50=9.05
OCC(O)Cn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL498317	pIC50=9.06
O\N=C\1/CCc2cc(ccc12)c3cn(CC4CCCNC4)nc3c5ccncc5	CHEMBL524445	pIC50=9.07
CCCS(=O)(=O)Nc1ccc(F)c(c1F)c2cc3cnc(N)cc3cc2OC	CHEMBL3752762	pIC50=9.1
CCCS(=O)(=O)Nc1ccc(F)c(c1F)c2ccc3cc(NC[C@H](C)NC(=O)OC)ncc3c2	CHEMBL3754618	pIC50=9.1
CN1C2Cc3cnc4c(c5ccc(Cl)c(O)c5)c(nn4c3C1CC2S(=O)(=O)c6ccccc6)c7ccncc7	CHEMBL571112	pIC50=9.1
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C(C)C)c3F)C(C)(C)C	CHEMBL3651686	pIC50=9.11
Fc1cc(CN2C3COCC2COC3)ccc1c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276192	pIC50=9.11
CN1C[C@@H]2CC[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276187	pIC50=9.15
CCOC(=O)N1C2CCC1CC(C2)c3ccnc4c(c5ccc(C)c6[nH]ncc56)c(nn34)c7ccncc7	CHEMBL583133	pIC50=9.16
CN(C)CCOc1cc(c2ccc3\C(=N\O)\CCc3c2)c([nH]1)c4ccncc4	CHEMBL477565	pKd=9.16
Cc1ccc(NC(=O)c2cccc(c2)C#N)cc1Nc3ncccc3c4ncnc5[nH]cnc45	CHEMBL3354836	pIC50=9.18
N[C@@H]1CC[C@H](CC1)n2cc(c3ccc4c(Cc5c[nH]nc45)c3)c(n2)c6ccncc6	CHEMBL1780170	pIC50=9.18
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C(C)C)c3)C4CC4	CHEMBL3651617	pIC50=9.2
CCCS(=O)(=O)Nc1ccc(F)c(c1F)c2cc3cnc(NC[C@H](C)NC(=O)OC)cc3cc2CC	CHEMBL3753260	pIC50=9.22
CN1C2Cc3cnc4c(c5ccc(Cl)c(O)c5)c(nn4c3C1CC2CO)c6ccncc6	CHEMBL570873	pIC50=9.22
CN1C[C@@H]2C[C@H]1CN2c3ccc(c(F)c3F)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276177	pIC50=9.22
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3[nH]c(cc23)c4cccc(c4)C(F)(F)F)c1	CHEMBL3613307	pIC50=9.22
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]cc(Cl)c34)c1	CHEMBL3814798	pIC50=9.22
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)CCC(F)(F)F)c3F)C4CC4	CHEMBL3651631	pIC50=9.22
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C)c3F)C(C)(C)C	CHEMBL3651685	pIC50=9.22
C1CC2CC(CC1N2)n3cc(c4ccc5c(Cc6c[nH]nc56)c4)c(n3)c7ccncc7	CHEMBL1780167	pIC50=9.24
CCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL502816	pIC50=9.24
OCC(CO)n1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL498487	pIC50=9.25
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C)c3F)C4CC4	CHEMBL3651625	pIC50=9.26
CCCS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651700	pIC50=9.28
Fc1cc(CN2C[C@H]3C[C@@H]2CO3)ccc1c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276190	pIC50=9.28
CCN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6ccc(F)c(O)c6)c(nn45)c7ccncc7	CHEMBL1080650	pIC50=9.29
CN1C[C@@H]2C[C@H]1CN2c3ccc(c(C)c3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276168	pIC50=9.29
CC(=O)N1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6ccc(F)c(O)c6)c(nn45)c7ccncc7	CHEMBL1076206	pIC50=9.3
CC(COc1nccc(n1)c2nc(c3ccc4\C(=N\O)\CCc4c3)c([nH]2)c5ccncc5)N(C)C	CHEMBL478190	pKd=9.3
CCC(C)S(=O)(=O)Nc1cc(Cl)cc(c1)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651612	pIC50=9.3
CCN1C2CCC1CC(C2)c3ccnc4c(c5ccc(Cl)c(O)c5)c(nn34)c6ccncc6	CHEMBL571130	pIC50=9.3
CN(C)CCNC(=O)c1oc(c2ccncc2)c(c1)c3ccc4\C(=N\O)\CCc4c3	CHEMBL514210	pKd=9.3
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6ccc(F)c7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276183	pIC50=9.3
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3[nH]cc(C)c23)c1	CHEMBL3613197	pIC50=9.3
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]cc(Br)c34)c1	CHEMBL3613305	pIC50=9.3
Cl.CN(C)CCOc1ccc(cc1)c2oc(c3ccncc3)c(c2)c4ccc5C(=NO)CCc5c4	CHEMBL1794072	pKd=9.3
Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13	CHEMBL558752	pIC50=9.3
Oc1cccc(c1)c2c(nn3c(ccnc23)c4ccc(cc4)N5C[C@@H]6C[C@H]5CN6)c7ccncc7	CHEMBL1087000	pIC50=9.31
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3)C4CC4	CHEMBL3651623	pIC50=9.32
Cn1ncc(c2ccc3\C(=N\O)\CCc3c2)c1c4ccncc4	CHEMBL500660	pIC50=9.32
CN(C)CCCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL498503	pIC50=9.33
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C)c3Cl)C4CC4	CHEMBL3651624	pIC50=9.33
CCS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651640	pIC50=9.34
CCCS(=O)(=O)Nc1ccc(F)c(c1Cl)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651636	pIC50=9.35
COc1cccc(c1)c2c(nn3c(ccnc23)c4ccc(cc4F)N5C[C@@H]6C[C@H]5CN6)c7ccncc7	CHEMBL1080652	pIC50=9.36
CCS(=O)(=O)Nc1cc(F)cc(c1Cl)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651634	pIC50=9.37
CN1C[C@@H]2CC[C@H]1CN2c3ccc(c(F)c3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276188	pIC50=9.39
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc4cccc(OC(F)(F)F)c4)n3C)ccn1	CHEMBL3335374	pIC50=9.4
CCOC(=O)N1C2CCC1CC(C2)c3ccnc4c(c5ccc(Cl)c6[nH]ncc56)c(nn34)c7ccncc7	CHEMBL585144	pIC50=9.4
CCOC(=O)N1C2CCC1CC(C2)c3ccnc4c(c5ccc(F)c6[nH]ncc56)c(nn34)c7ccncc7	CHEMBL570681	pIC50=9.4
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C)c3Cl)C4CC4	CHEMBL3651706	pIC50=9.4
Oc1cc(ccc1Cl)c2c(nn3c(ccnc23)C4CC5CCC(C4)N5)c6ccncc6	CHEMBL569081	pIC50=9.4
CCCNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)CCC)c3Cl)C4CC4	CHEMBL3651644	pIC50=9.41
NCCCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL498496	pIC50=9.41
CCCS(=O)(=O)Nc1cccc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651696	pIC50=9.42
CN1C[C@@H]2C[C@H]1CN2c3cc(F)c(cc3F)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276178	pIC50=9.42
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6cccc(O)c6)c(nn45)c7ccncc7	CHEMBL1087650	pIC50=9.42
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)c4cc(F)cc(F)c4)c3F)C5CC5	CHEMBL3651669	pIC50=9.43
Cc1cc(NS(=O)(=O)C)c(F)c(c1)c2[nH]c(nc2c3ccnc(NCCC#N)n3)C4(C)CC4	CHEMBL3651657	pIC50=9.43
