CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccsc3	CHEMBL19056	pIC50=6.96
CCC(C)[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL24798	pIC50=6.96
CCCCCC\C(=C(/c1ccccc1)\c2ccc(cc2)N=[N+]=[N-])\c3ccccc3	CHEMBL2283180	pIC50=6.96
CCSc1nc(c2ccc(Cl)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347673	pIC50=6.96
CC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL25288	pIC50=6.96
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL285828	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)C2)c3ccccc3	CHEMBL328003	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(N=C2)C3CC3)c4ccc(F)cc4	CHEMBL347147	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4ccccc34)C(F)(F)F	CHEMBL3309449	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(Cl)cc3)C(F)(F)F	CHEMBL44516	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)n2nncc2c3ccccc3	CHEMBL458647	pIC50=6.96
Cc1[nH]c2cc(ccc2c1Oc3ccc(Cl)cc3Cl)S(=O)(=O)C	CHEMBL360343	pIC50=6.96
Cc1[nH]c2cc(ccc2c1Oc3ccc(F)cc3F)S(=O)(=O)C	CHEMBL359563	pIC50=6.96
Cc1cc(F)cc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42884	pIC50=6.96
Cc1ccc(cc1)C2=C(COC2=O)c3ccc(cc3)S(=O)(=O)N	CHEMBL3238416	pIC50=6.96
Cc1ccc(cc1)S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c5ccccc25	CHEMBL3576979	pKi=6.96
Cc1ccc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42180	pIC50=6.96
Cc1cccc(c1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL29923	pIC50=6.96
Cc1csc(n1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL109017	pIC50=6.96
OC(=O)C1=Cc2cc(ccc2OC1C(F)(F)F)C#N	CHEMBL1288564	pIC50=6.96
CS(=O)(=O)c1ccc(cc1)c2cnc(Cc3ccccc3)nc2c4ccc(F)cc4	CHEMBL563455	pIC50=6.98
CCc1c(NCc2ccc(F)cc2)nc(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)C	CHEMBL404362	pIC50=6.99
Cc1ccc(cc1)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669034	pIC50=6.99
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=O)CCCC#C	CHEMBL13878	pIC50=7.0
CC(C)(C)c1cc(cc2c1OCC2(C)C)C(=O)CC(C)(C)Cl	CHEMBL14420	pIC50=7.0
CC(C)S(=O)(=O)C1=C(O)N(Cc2ccc(F)c(F)c2)C(=O)c3ccc(Cl)cc13	CHEMBL278505	pIC50=7.0
CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL99933	pIC50=7.0
CCCc1ccc(cc1)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL117852	pIC50=7.0
CCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL328864	pIC50=7.0
CCOc1cc(OCC)cc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL107953	pIC50=7.0
CCOc1cccc(OCC)c1c2ccc(cc2F)C(C)C(=O)O	CHEMBL257539	pIC50=7.0
CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL24957	pIC50=7.0
CCc1ccc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C)cc1	CHEMBL342538	pIC50=7.0
COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C	CHEMBL3808627	pIC50=7.0
COC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)cc3	CHEMBL18498	pIC50=7.0
COc1ccc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C)cc1	CHEMBL358295	pIC50=7.0
COc1ccc(cc1)c2cc(c3ccc(Cl)cc3)n(n2)c4ccc(cc4)S(=O)(=O)N	CHEMBL29423	pIC50=7.0
COc1ccc(cc1Cl)c2c(oc3ccccc23)c4ccc(cc4)S(=O)(=O)C	CHEMBL77350	pIC50=7.0
COc1ccc(cc1F)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)N	CHEMBL435381	pIC50=7.0
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3c(F)cccc3F	CHEMBL143781	pIC50=7.0
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3ccccc3F	CHEMBL144819	pIC50=7.0
CS(=O)(=O)c1ccc(cc1)c2cc(Cl)cnc2c3ccncc3	CHEMBL92793	pIC50=7.0
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(F)cc3)C(F)(F)F	CHEMBL432112	pIC50=7.0
CSc1ccc(Oc2cc3C(=O)CCc3cc2NS(=O)(=O)C)cc1	CHEMBL145710	pIC50=7.0
CSc1nc(c2ccc(Cl)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347668	pIC50=7.0
C\C(=N\OCc1ccccc1Nc2c(Cl)cccc2Cl)\C(=O)O	CHEMBL442441	pIC50=7.0
Cc1cc(C)c2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288600	pIC50=7.0
Cc1ccc(cc1)S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c5ccccc25	CHEMBL3576974	pIC50=7.0
Cc1ccccc1OC2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(C)OC2=O	CHEMBL109047	pIC50=7.0
Cc1ccccc1Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C	CHEMBL144675	pIC50=7.0
Cc1ccnc(c1)C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O	CHEMBL1950016	pIC50=7.0
NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4ccccc34)C(F)(F)F	CHEMBL3309443	pIC50=7.0
NS(=O)(=O)c1ccc(cc1)c2[nH]c3ccc(Cl)cc3c2c4ccccc4Cl	CHEMBL500935	pIC50=7.0
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccccc3F)C(F)(F)F	CHEMBL44926	pIC50=7.0
OC(=O)C1=Cc2c(Cl)ccc(Cl)c2OC1C(F)(F)F	CHEMBL1288590	pIC50=7.0
CC1(C)C(=O)C(=C1c2ccccc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL92485	pIC50=7.02
CCCC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL13980	pIC50=7.02
CC(C)(C)c1cc(NCc2ccccc2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL271103	pIC50=7.03
CC(C)CCc1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630228	pIC50=7.03
COc1ccc(cc1F)c2c(oc3ccccc23)c4ccc(cc4)S(=O)(=O)C	CHEMBL312221	pIC50=7.03
CCS(=O)(=O)c1cc(NCc2ccccc2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL272239	pIC50=7.04
CC(C)S(=O)(=O)C1=C(O)N(Cc2ccc(F)cc2)C(=O)c3ccccc13	CHEMBL18148	pIC50=7.05
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ncccc3Cl	CHEMBL322807	pIC50=7.05
CCCCCC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL276663	pIC50=7.05
CCCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL97411	pIC50=7.05
COc1c(Br)cc(cc1Br)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42940	pIC50=7.05
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3ccc(F)c(Cl)c3	CHEMBL23808	pIC50=7.05
CS(=O)(=O)c1ccc(cc1)C2=C(Oc3ccc(F)cc3)C(=O)N(Cc4ccccc4)N=C2	CHEMBL157730	pIC50=7.05
CS(=O)(=O)c1ccc(cc1)c2cc(cnc2c3cccnc3)C(F)(F)F	CHEMBL92759	pIC50=7.05
Cc1cc(ccc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL290945	pIC50=7.05
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br	CHEMBL3113234	pIC50=7.05
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccccc3	CHEMBL350549	pIC50=7.05
FC(F)(F)S(=O)(=O)Nc1ccncc1Nc2ccccc2	CHEMBL224400	pIC50=7.05
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(cc3)C(F)(F)F)C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3823115	pIC50=7.05
CCCN1CC(=C(C1=O)c2ccc(CO)cc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL469785	pIC50=7.06
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3cncc(Cl)c3	CHEMBL286490	pIC50=7.06
Cc1cncc(c1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL96947	pIC50=7.06
CC(C)CN(C)c1cc2O[C@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630255	pIC50=7.07
CN(c1ccccc1)c2ncc(c3ccc(cc3)S(=O)(=O)C)c(n2)c4ccc(F)cc4	CHEMBL556929	pIC50=7.07
CN1C(=O)C(=C(C1=O)c2ccc(cc2)S(=O)(=O)N)c3ccc(C)cc3	CHEMBL3233600	pIC50=7.07
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL412307	pIC50=7.07
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)c3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL277006	pIC50=7.07
CS(=O)(=O)c1ccc(cc1)c2[nH]c3ccc(Cl)cc3c2c4ccc(Cl)cc4	CHEMBL526720	pIC50=7.07
Cc1oc(c2ccc(c(F)c2)S(=O)(=O)N)c(n1)C3CCCCC3	CHEMBL34913	pIC50=7.07
Clc1ccc2oc(nc2c1)N3CCC(CC3)C(=O)N[C@H]4CCC[C@@H]4COc5ccccc5	CHEMBL2315856	pIC50=7.07
CS(=O)(=O)c1ccc(cc1)c2cc3COCc3cc2c4ccc(F)cc4	CHEMBL110418	pIC50=7.08
CS(=O)(=O)c1ccc(cc1)c2cc3OCOc3cc2c4ccc(F)cc4	CHEMBL298729	pIC50=7.08
CS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2c4ccc(F)cc4	CHEMBL365060	pIC50=7.08
Cc1cc(Cl)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL1288565	pIC50=7.08
NS(=O)(=O)c1ccc(cc1)n2nc(cc2C3=CCCCC3)C(F)(F)F	CHEMBL30091	pIC50=7.08
[2H]C([2H])([2H])c1c(Br)c2OC(C(=Cc2c(c1Br)C([2H])([2H])[2H])C(=O)O)C(F)(F)F	CHEMBL3355604	pIC50=7.08
CC(OC1=C(c2ccc(cc2)S(=O)(=O)C)C(C)(C)OC1=O)C3CC3	CHEMBL305507	pIC50=7.1
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)cn3	CHEMBL107706	pIC50=7.1
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc4sccc4c3	CHEMBL108512	pIC50=7.1
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)cc3F	CHEMBL127211	pIC50=7.1
CCN(CC)c1ccc(cc1)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL420869	pIC50=7.1
CCSc1nc(c2ccc(F)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347672	pIC50=7.1
COC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	CHEMBL3809842	pIC50=7.1
COc1c(c2ccccc2)n(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)N	CHEMBL29842	pIC50=7.1
COc1ccc2c(c1)c(CC(=O)NCc3ccc(cc3)C(=O)C)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL330162	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3cc4ccccc4s3	CHEMBL23378	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3ccc(F)cc3	CHEMBL22812	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(N=C2)c3ccccc3)c4ccccc4	CHEMBL350039	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)c2nc(O)cc(NCc3cccs3)n2	CHEMBL272393	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccsc3)c4ccccc4Cl	CHEMBL17179	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)c2sc3ncnn3c2c4cc(F)cc(F)c4	CHEMBL155980	pIC50=7.1
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc(Br)c3)C(F)(F)F	CHEMBL43616	pIC50=7.1
Cc1[nH]c2cc(ccc2c1Cc3ccc(F)cc3)S(=O)(=O)C	CHEMBL362138	pIC50=7.1
Cc1c(COc2cccc(Cl)c2)cc(c3ccc(cc3)S(=O)(=O)C)n1c4ccc(F)cc4	CHEMBL43736	pIC50=7.1
Cc1cc(Cl)cc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL295032	pIC50=7.1
Cc1ccc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(cc3)C(F)(F)F	CHEMBL42085	pIC50=7.1
Cc1cccc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL46712	pIC50=7.1
CCc1ccc(cc1)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669035	pIC50=7.11
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccc(F)cc3)cc(n2)C(F)(F)F	CHEMBL405841	pIC50=7.11
COc1ccc2c(CSc3c2n(nc3C(F)(F)F)c4ccc(cc4)S(=O)(=O)C)c1F	CHEMBL195894	pIC50=7.12
Cc1cc(F)ccc1C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C	CHEMBL321182	pIC50=7.12
Cc1ccc(cc1)c2c(cnn2c3ccc(cc3)S(=O)(=O)N)C#N	CHEMBL28528	pIC50=7.12
CC1Cc2cc(ccc2O1)c3c(Cl)ncn3c4ccc(cc4)S(=O)(=O)C	CHEMBL324275	pIC50=7.13
CCc1cc(OC(F)(F)F)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL1290565	pIC50=7.13
COc1cc2CSc3c(c2cc1F)n(nc3C(F)(F)F)c4ccc(cc4)S(=O)(=O)C	CHEMBL96110	pIC50=7.13
COc1ccc2c(c1)c(CC(=O)Oc3ccc(F)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL318881	pIC50=7.13
CS(=O)(=O)c1ccc(cc1)c2nn(CC=C)c(c2c3ccc(F)cc3)C(F)(F)F	CHEMBL66856	pIC50=7.13
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3cc(F)cc(F)c3	CHEMBL324580	pIC50=7.13
NS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccsc3)cc(n2)C(F)(F)F	CHEMBL408215	pIC50=7.14
OC(=O)C1=Cc2cc(ccc2OC1C(F)(F)F)C#C	CHEMBL1288538	pIC50=7.14
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccs3)C(F)(F)F	CHEMBL321156	pIC50=7.15
CC(=O)Nc1ccc(cc1)c2cc(nn2c3ccc(Br)cc3)C(F)(F)F	CHEMBL43842	pIC50=7.16
CC(C)(C)c1cc(cc2c1OCC2(C)C)c3cccs3	CHEMBL118839	pIC50=7.16
CC(C)CN(C)c1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630230	pIC50=7.16
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3cccc(F)c3	CHEMBL322132	pIC50=7.16
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Sc3ccccc3	CHEMBL324670	pIC50=7.16
CCCCNc1nc(cc(n1)C(F)(F)F)c2ccc(cc2)S(=O)(=O)C	CHEMBL549393	pIC50=7.16
COC(=O)c1cc(c2ccc(cc2)S(=O)(=O)N)c(s1)c3ccc(F)cc3	CHEMBL303870	pIC50=7.16
COc1cc(OC)cc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL316771	pIC50=7.16
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(CC3CC3)N=C2)c4ccccc4	CHEMBL153829	pIC50=7.16
CS(=O)(=O)c1ccc(cc1)c2cc3OCOc3cc2C=C4CCCCC4	CHEMBL347720	pIC50=7.16
CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347667	pIC50=7.16
Cc1[nH]c2cc(ccc2c1Cc3ccccc3Cl)S(=O)(=O)C	CHEMBL363756	pIC50=7.16
Cc1c(Br)c(C)c2C=C(C(Oc2c1Br)C(F)(F)F)C(=O)O	CHEMBL3342569	pIC50=7.16
Cc1c(Cl)nc(nc1NCc2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL256847	pIC50=7.16
Cc1ccccc1c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL28599	pIC50=7.16
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)C3CCCCC3	CHEMBL161677	pIC50=7.16
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccc(F)cc3	CHEMBL351914	pIC50=7.16
Cc1oc(c2ccc(cc2)S(=O)(=O)N)c(n1)C3CCCCC3	CHEMBL290031	pIC50=7.16
CC(C)CCc1cc2O[C@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630257	pIC50=7.17
CS(=O)(=O)c1ccc(cc1)C2=C(CC(C2)(C(F)(F)F)C(F)(F)F)c3ccc(F)cc3	CHEMBL111045	pIC50=7.17
CS(=O)(=O)c1ccc(cc1)c2cc(Cl)cnc2c3ccccn3	CHEMBL94939	pIC50=7.17
COc1c(C)cc(cc1Cl)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL29844	pIC50=7.18
Cc1ccc(cc1F)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669039	pIC50=7.18
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2noc(NC#N)n2	CHEMBL16981	pIC50=7.19
CN1C(=C(C(=O)Nc2ccc(Cl)cc2)c3cc(Cl)ccc3S1(=O)=O)O	CHEMBL369492	pIC50=7.19
COc1ccc(cc1OC)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)N	CHEMBL184327	pIC50=7.19
COc1ccc(cc1OC)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)N	CHEMBL52888	pIC50=7.19
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3cccc(F)c3	CHEMBL119852	pIC50=7.19
O=C1N2C(=Nc3ccccc13)C(=O)c4ccccc24	CHEMBL306946	pIC50=7.19
CC(C)Oc1nc(cc(n1)C(F)(F)F)c2ccc(cc2)S(=O)(=O)C	CHEMBL551017	pIC50=7.2
[2H]C([2H])([2H])c1cc(Cl)c2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL3355606	pIC50=7.2
CC(C)(C)c1cc2O[C@@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1230209	pIC50=7.21
