NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
Cc1nc(CNC2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)CC2)ccc1C#N	CHEMBL3290338	pIC50=5.28
Clc1ccc(Sc2cn(nc2c3ccc(cc3)c4nocn4)c5cccnc5)cc1	CHEMBL3287929	pKi=5.28
Clc1ccc(cc1Cl)[C@@]23CCC[C@@H]2CNC3	CHEMBL1813475	pIC50=5.28
Clc1ccccc1O[C@H]2CCN(C2)S(=O)(=O)c3ccc4CCNCCc4c3	CHEMBL492557	pKi=5.28
Clc1ccccc1c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cc4	CHEMBL3786923	pIC50=5.28
FC(F)(F)c1ccc2ncnc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5ccccc5)c2c1	CHEMBL2315920	pIC50=5.28
Fc1ccc(CCN2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O)nc1	CHEMBL2164047	pIC50=5.28
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5occc5c4)CC3	CHEMBL216554	pIC50=5.28
Fc1cccc(c1)n2cc(NCCN3CCCCC3)nn2	CHEMBL3417045	pIC50=5.28
Fc1cccc2N(CCCN3CCC(CC3)N4C(=O)Nc5ccccc45)C(=O)CCc12	CHEMBL2059317	pIC50=5.28
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4	CHEMBL598194	pIC50=5.28
NC1=NC2(CO1)c3cc(ccc3OCC24CCC4)c5cncnc5	CHEMBL3703295	pIC50=5.28
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C(=O)N3CCC(F)(F)C3	CHEMBL423108	pKi=5.28
OC1=CNC(=CC1=O)COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2	CHEMBL3605011	pIC50=5.28
ONC(=O)\C=C\c1ccc2CN(CCc3cnn4ccccc34)Cc2c1	CHEMBL1808645	pIC50=5.28
Oc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	CHEMBL506077	pIC50=5.28
C1CC(CCN1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6	CHEMBL2069509	pIC50=5.29
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c(C)c2	CHEMBL1957788	pIC50=5.29
CCC(CO)NS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2	CHEMBL1823052	pIC50=5.29
CCCCCCCN(CC)CC#CCc1ccc(C)cc1	CHEMBL3093971	pIC50=5.29
CCCNCc1ccc(CCN2C=CC(=CC2=O)OCc3ccc(F)cc3)nc1	CHEMBL565833	pIC50=5.29
CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24	CHEMBL557121	pIC50=5.29
CCN(CC)C(=O)c1oc(cc1)C2=CC3(CCNCC3)Oc4ccccc24	CHEMBL550669	pIC50=5.29
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCNCC4	CHEMBL1099069	pIC50=5.29
CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(Cl)cc4	CHEMBL217820	pIC50=5.29
CN(Cc1ccc(cc1)c2ccccc2)C(=O)N3CCC[C@H]3CN4CCCC4	CHEMBL216666	pIC50=5.29
CNCc1ccc(cc1Oc2ccc(Cl)cc2)C(F)(F)F	CHEMBL507075	pIC50=5.29
COCC#Cc1cc(cs1)c2n[nH]c3c2Cc4cc(CN5CCN(C)CC5)ccc34	CHEMBL225036	pIC50=5.29
COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1	CHEMBL3740472	pIC50=5.29
COc1cc(ccc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2	CHEMBL3612811	pIC50=5.29
COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCOCC5	CHEMBL1809078	pIC50=5.29
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(Cl)nc(Cl)c5	CHEMBL1084294	pKi=5.29
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(C)nc4C	CHEMBL1084559	pKi=5.29
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)N5CCOCC5	CHEMBL1086561	pKi=5.29
C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3cnccn3	CHEMBL1092663	pKi=5.29
C[C@H]1N(CCn2c1nnc2c3onc(C)n3)C(=O)c4ccc(cc4)c5cccs5	CHEMBL3422017	pIC50=5.29
Clc1cccc(OC(C2CCNCC2)c3cccnc3)c1Cl	CHEMBL559456	pIC50=5.29
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ccncc3)C(=O)c4ccccc24)cc1	CHEMBL2164046	pIC50=5.29
FC(F)(F)c1cc(CC(=O)N2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1n5cnnn5	CHEMBL2441412	pIC50=5.29
FC(F)C(F)(F)Oc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4	CHEMBL583212	pIC50=5.29
Nc1cc2N(C(=O)C=Cc2c(n1)c3ccc(F)cc3F)c4c(F)cccc4F	CHEMBL219804	pKi=5.29
OC(=O)CCNC(=O)c1ccc(Cn2nc(cc2c3ccc(OC(F)(F)F)cc3)c4cc(Cl)cc(Cl)c4)cc1	CHEMBL1644183	pIC50=5.29
O[C@H]1CCCC[C@@H]1NC(=O)C2=CC(=C3C=CC=CN3C2=O)CN4CCC(CC4)(C#N)c5ccccc5	CHEMBL2203589	pIC50=5.29
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)C(=O)C(C)(C)C)c5cccc(F)c5	CHEMBL1649933	pIC50=5.3
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)C(=O)C)c5cccc(F)c5	CHEMBL1649911	pIC50=5.3
CC(=O)OCC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1	CHEMBL482057	pIC50=5.3
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)NC[C@H]2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4	CHEMBL2031986	pIC50=5.3
CC(C)(F)COc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5cncnc5	CHEMBL3354699	pKi=5.3
CC(C)N1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12	CHEMBL469567	pKi=5.3
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C34CNCC3C4	CHEMBL1223657	pIC50=5.3
CC(C)c1cccc(c1)N2CCN(CCN3Cc4ccccc4C3)C2=O	CHEMBL540241	pIC50=5.3
CCC(=O)N1CCc2c(C1)nc(C)n2[C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5cccc(F)c5	CHEMBL1649930	pIC50=5.3
CCC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	CHEMBL476723	pIC50=5.3
CCN([C@H]1CCNC1)C(=O)c2ccccc2Oc3ccccc3	CHEMBL563117	pIC50=5.3
CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3	CHEMBL2036778	pIC50=5.3
CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3	CHEMBL2036779	pIC50=5.3
CCNC(=O)N1CCC2(CCN(CC2)c3ccc(cn3)C(=O)Nc4cc(ccc4N)c5cccs5)C1	CHEMBL470581	pEC50=5.3
CCOC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL478834	pIC50=5.3
CCc1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL272545	pIC50=5.3
CCc1oc2ccc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3c2n1	CHEMBL427836	pIC50=5.3
CN(C)C(=O)[C@@H]1CCCN1Cc2ccc3C[C@H](CCc3c2)N(C)C(=O)c4ccc(cc4)c5ccc(F)cc5	CHEMBL424895	pIC50=5.3
CN1C(=O)COc2c(CCCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12	CHEMBL469375	pKi=5.3
CN1C(=O)COc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12	CHEMBL256652	pIC50=5.3
CN1C(=O)N(Cc2cnc3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C	CHEMBL1951601	pIC50=5.3
CN1C(=O)[C@H](NC(=O)Nc2cccc(C)c2)N=C(c3ccccc3)c4ccccc14	CHEMBL9387	pIC50=5.3
CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23	CHEMBL193544	pIC50=5.3
CN1C[C@H]([C@@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177588	pIC50=5.3
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OC4CC(C)(C)NC(C)(C)C4)C#N	CHEMBL478224	pIC50=5.3
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(=O)OC	CHEMBL2203847	pIC50=5.3
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc3ccccc3C(F)(F)F)CC1	CHEMBL1836165	pIC50=5.3
COCCCc1cc(Br)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1	CHEMBL1796062	pKi=5.3
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccccc4)cc(OCCOC)c1	CHEMBL1910286	pKi=5.3
COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4cccnc4C2=O	CHEMBL2146808	pIC50=5.3
COC[C@@H]1CCCN1N2CCN(C2=O)c3cccc(Cl)c3	CHEMBL555744	pIC50=5.3
COc1c(cc(cc1C(C)(C)C)C(=O)NC[C@H]2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C(C)(C)C	CHEMBL2031988	pIC50=5.3
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3	CHEMBL2022495	pIC50=5.3
COc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1c3cnn(C)c3	CHEMBL2203843	pIC50=5.3
COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1OC	CHEMBL3237565	pIC50=5.3
COc1ccc(cc1)C(=O)N(C2CCN(CC2)c3cc(N)ccn3)c4cc(C)ccn4	CHEMBL493515	pKi=5.3
COc1ccc2C(=C(CCN(C)C)Cc2c1)[C@@H](C)c3nccnc3OC	CHEMBL1090186	pIC50=5.3
COc1ccc2nc(CN3CCC[C@H]3CO)n(Cc4ccc(Cl)cc4)c2c1	CHEMBL3699579	pIC50=5.3
COc1ccc2ncc(F)c([C@@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1	CHEMBL1927165	pIC50=5.3
COc1ccccc1N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2	CHEMBL209324	pIC50=5.3
C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(CC1)OCc2ccc(Cl)cc2Cl)N(O)C=O)c3ncc(F)cn3	CHEMBL1683444	pIC50=5.3
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(C)nc4C	CHEMBL1082447	pKi=5.3
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)N5C=CC(=O)C=C5	CHEMBL1086514	pKi=5.3
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccccn5	CHEMBL393581	pKi=5.3
C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N	CHEMBL1928705	pIC50=5.3
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl	CHEMBL2207664	pIC50=5.3
Cc1cc(F)ccc1\C=C\c2ccc(cn2)S(=O)(=O)c3ccccc3F	CHEMBL240680	pKi=5.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccccc6)n3C	CHEMBL1081203	pIC50=5.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)N7CCCCC7)n3C	CHEMBL255826	pIC50=5.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5nc6ccc(cn6c5CC4)C(F)(F)F)n3C	CHEMBL271729	pIC50=5.3
Cc1ncccc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C	CHEMBL1081687	pIC50=5.3
Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccccc5)n2C	CHEMBL1257565	pIC50=5.3
Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(C)(F)F)n2C	CHEMBL272775	pIC50=5.3
Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(F)(F)F)n2C	CHEMBL256659	pIC50=5.3
Cc1oc2c(Br)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL271072	pIC50=5.3
Cc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL272694	pIC50=5.3
Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl	CHEMBL3699572	pIC50=5.3
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5=CC(=O)NC=C5	CHEMBL3775033	pIC50=5.3
Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5cccnc5	CHEMBL3775197	pIC50=5.3
Cn1c(SCCCN2CCC3CC3(CC2)c4ccc(cc4)C(F)(F)F)nnc1c5ccnnc5	CHEMBL1258034	pIC50=5.3
Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](COCC=C)CC3)c4cc(ccc14)C(F)(F)F	CHEMBL1834645	pIC50=5.3
FC(F)(F)c1cc(ccc1Cl)S(=O)(=O)Nc2cc(Cl)cnc2Oc3ccc(cc3)C(=O)NCCN4CCCCC4	CHEMBL1924014	pIC50=5.3
FC(F)(F)c1ccc(NC(=O)CN2CCCN(Cc3nc4ccccc4[nH]3)CC2)cc1	CHEMBL1097701	pIC50=5.3
F[C@H]1CNCC[C@@H]1CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncc(cc45)c6ccccc6F)c3n2	CHEMBL2387464	pIC50=5.3
Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(cc5)C(F)(F)F)C(=O)c6ccccn6	CHEMBL3734774	pIC50=5.3
Fc1ccc(cc1Cl)N2CCN(CCN3Cc4ccccc4C3)C2=O	CHEMBL562983	pIC50=5.3
Fc1ccccc1C(=O)Nc2ccc(c3oc(NCCCN4CCCCC4)nn3)c(c2)C(F)(F)F	CHEMBL2023929	pIC50=5.3
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2	CHEMBL3416026	pIC50=5.3
O=C(Cc1ccc(cc1)n2cnnn2)N3CC4C(CCc5ccc6C(=O)OCc6c5)C4C3	CHEMBL3794249	pIC50=5.3
OC(=O)C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)c4ccccc4	CHEMBL2158815	pIC50=5.3
OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2	CHEMBL2158771	pIC50=5.3
OC1(Cc2ccc(F)cc2)CCN(CCNC(=O)Nc3ccnc4ccsc34)CC1	CHEMBL3358687	pIC50=5.3
OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	CHEMBL2207281	pIC50=5.3
O[C@H](COc1ccc2NC(=O)CCc2c1)CN3CCN(CC3)c4ccc(Cl)cc4	CHEMBL3688396	pKi=5.3
O[C@H]1CCC[C@H](C1)NC(=O)c2noc(c2CNCC3CC3)c4ccc(cc4)C(F)(F)F	CHEMBL1761694	pKi=5.3
C1CNCC(C1)c2c([nH]c3ccccc23)c4ccccc4	CHEMBL42557	pKi=5.31
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncn4	CHEMBL567620	pIC50=5.31
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(C)CC[C@@H](CC4)NC(=O)OC	CHEMBL466702	pIC50=5.31
CN(C)Cc1ccc2CN(CCc2c1)C(=O)c3cc4cc(Cl)ccc4n3C	CHEMBL3314349	pIC50=5.31
CN1C(=O)N(C)c2ncn(C)c2C1=O	CHEMBL113	pIC50=5.31
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCNS(=O)(=O)c6ccccc6)c2)CC1	CHEMBL376779	pIC50=5.31
CN1CCc2cncn2Cc3ccc(C#N)c(Oc4ccc5cccc(N6CC[C@H]1C6=O)c5c4)c3	CHEMBL525368	pIC50=5.31
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(OC4CCCC4)c3)C(=O)c5cn(C)cn5	CHEMBL599482	pKi=5.31
COC(=O)N(NC(=O)c1c(CN2CCCCC2)c(nc3ccccc13)c4ccccc4)c5ccccc5	CHEMBL221077	pKi=5.31
CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4nccc(n4)C(F)(F)F	CHEMBL1683075	pIC50=5.31
COc1c(cc(cc1C(C)(C)C)C(=O)N2CCN(C[C@@H]2C)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C(C)(C)C	CHEMBL2031974	pIC50=5.31
COc1ccc2ncc(F)c(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2n1	CHEMBL1927168	pIC50=5.31
COc1ccc2ncc(F)c([C@@H]3OC(=O)O[C@H]3C45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c2n1	CHEMBL3754742	pIC50=5.31
COc1cccc2c1O[C@H]([C@H](C)S2(=O)=O)c3ccc(OCCCN4CCCC4)cc3	CHEMBL560386	pIC50=5.31
C[C@@H](N)C(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F	CHEMBL3220879	pIC50=5.31
Cc1cc(Cl)cnc1C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	CHEMBL3650825	pIC50=5.31
Cc1onc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccn6)c7cnn(C)c7	CHEMBL3774800	pIC50=5.31
Cl.Cl.OC1(CNC1)c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	CHEMBL3764870	pIC50=5.31
Clc1ccc(c(Cl)c1)n2cc(NCCN3CCCCC3)nn2	CHEMBL3417043	pIC50=5.31
Cn1cc(cn1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N	CHEMBL3422238	pIC50=5.31
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCOc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164358	pIC50=5.31
Fc1ccc(cc1)S(=O)(=O)N2CCN(CCc3ccc(F)cc3F)CC2	CHEMBL207850	pKi=5.31
OCC1CCCN(C1)C(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2	CHEMBL551543	pIC50=5.31
CC#Cc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	CHEMBL3703254	pIC50=5.32
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3c4cccnc4)c(Cl)c2	CHEMBL1957677	pIC50=5.32
CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	CHEMBL495302	pIC50=5.32
CC(C)(C)CCN1CCC(CNC(=O)c2cccc(Cl)c2)CC1	CHEMBL493680	pIC50=5.32
CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(F)c(F)c3)c4ccc(F)cc4	CHEMBL1800774	pIC50=5.32
CC(C)Cc1cc(nn1c2ccccc2)C(=O)NCC3(CCN(Cc4ccccc4C(F)(F)F)CC3)C#N	CHEMBL1836258	pIC50=5.32
CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4	CHEMBL228814	pIC50=5.32
CC1CCCN1CCc2ccc3nc(ccc3c2)c4ccsc4	CHEMBL1822868	pIC50=5.32
CCCCN(CC)CC#CCOC(c1ccccc1)c2ccccc2	CHEMBL3093949	pIC50=5.32
CCOC(=N)c1ccc(s1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2	CHEMBL1086534	pIC50=5.32
CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1	mosapride	pIC50=5.32
CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5	CHEMBL505848	pIC50=5.32
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCCc6ccccc6)c2)CC1	CHEMBL223998	pIC50=5.32
CNCc1cc(Cl)ccc1Oc2ccc(Cl)cc2	CHEMBL462226	pIC50=5.32
CNCc1cc(ccc1Oc2ccc(Cl)c(Cl)c2)S(=O)(=O)NC	CHEMBL455424	pIC50=5.32
COCCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1	CHEMBL1795909	pKi=5.32
COc1cc(OC)cc(c1)C(=O)NCC2(CCN(Cc3ccccc3C(F)(F)F)CC2)C#N	CHEMBL1836149	pIC50=5.32
COc1cc(OC2CCNCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	CHEMBL1809050	pIC50=5.32
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CSc5ccccc5N(CC(F)(F)F)C4=O	CHEMBL3609634	pIC50=5.32
COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5	CHEMBL1809077	pIC50=5.32
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCCCC4)cc3	CHEMBL550050	pIC50=5.32
COc1cnc2C=CC(=O)N(CCN3CCC(CC3)C4C(=O)Nc5ccc(Cl)cc45)c2c1	CHEMBL3318982	pIC50=5.32
CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(cn23)c4cccc(c4)S(=O)(=O)C	CHEMBL3628216	pIC50=5.32
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccncc5	CHEMBL1085841	pIC50=5.32
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3cnn(C)c3)c4ccc(F)cc4F)N	CHEMBL3422243	pIC50=5.32
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3occ(C)n3)c4ccc(F)cc4F)N	CHEMBL3422241	pIC50=5.32
Cc1[nH]c2ccccc2c1CCN3Cc4ccc(\C=C\C(=O)NO)cc4C3	CHEMBL1088949	pIC50=5.32
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4	CHEMBL111	pIC50=5.32
Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4cc(F)cc(F)c4)c(C)n1	CHEMBL3585955	pIC50=5.32
Cl.OC(COc1ccc(F)cc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5	CHEMBL1915364	pIC50=5.32
Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c3ccccc3F)c(Cl)c1	CHEMBL397112	pKi=5.32
NC1=N[C@@](c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)F)c5cccc(F)c15	CHEMBL2177913	pIC50=5.32
N[C@H]1C[C@H](CC[C@@H]1c2cc(F)c(F)cc2F)N3Cc4cnc(nc4C3)C(F)(F)F	CHEMBL2425059	pIC50=5.32
Nc1oc2cc(Cl)cc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1	CHEMBL1272232	pIC50=5.32
OC(=O)C1CC2(NC1CCC2NCc3cc(OC(F)(F)F)ccc3OC4CC4)c5ccc(F)cc5	CHEMBL202568	pKi=5.32
OC(COc1ccc(F)cc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5	CHEMBL1963307	pIC50=5.32
CC(C)(C)C(F)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	CHEMBL495303	pIC50=5.33
CC(C)(C)NC(=O)n1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4)c6cc(ccc16)C(F)(F)F	CHEMBL1834717	pIC50=5.33
CC(C)Cc1cc(nn1c2ccccc2)C(=O)NCC3(CCN(CC4=Cc5ccccc5OC4(C)C)CC3)C#N	CHEMBL1836261	pIC50=5.33
CCC1=Nc2c(Cc3ccc(cc3)C(=O)NO)cccc2C(=O)N1CCc4ccccc4	CHEMBL2425952	pIC50=5.33
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)OC	CHEMBL1946022	pIC50=5.33
CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813316	pIC50=5.33
CN(C)C(=O)[C@H]1CC2(CCN(CC2)c3cc(N)ccn3)c4ccccc14	CHEMBL492908	pKi=5.33
CN(C)[C@@H]1CCC[C@H]1Nc2nc(Nc3ccc(cc3)S(=O)(=O)C)ncc2C(F)(F)F	CHEMBL519418	pIC50=5.33
