CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	pilocarpine	pEC50=6.96999979	pEC50=6.96999979	pEC50=6.96999979
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.64000034	pKi=9.64000034	pKi=9.64000034	pIC50=9.6	pIC50=9.6
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2	umeclidinium	pKi=10.22184849	pKi=10.22184849	pKi=10.22184849
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.2706	pKi=6.2706	pKi=6.2706
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	tiotropium bromide	pKi=11.1	pKi=11.1	pKi=11.1	pIC50=9.4	pKi=10.5
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	ipratropium	pKi=9.2924	pKi=9.2924	pKi=9.2924	pIC50=8.68
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.8	pKi=9.8	pKi=9.8
CC1OC2(CS1)CN1CCC2CC1	cevimeline	pEC50=7.3188	pEC50=7.3188	pEC50=7.3188
[Cl-].C[N+](C)(C)CCOC(=O)N	carbachol	pEC50=8.699	pEC50=8.699	pEC50=8.699	pEC50=7.16
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=9.5	pKi=9.5	pKi=9.5	pKi=8.66
CC(=O)OCC[N+](C)(C)C	acetylcholine	pEC50=6.66	pEC50=6.66	pEC50=6.66
CC(C[N+](C)(C)C)OC(=O)C	methacholine
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	diphemanil
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	octatropine methylbromide
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=10.0	pKi=10.0	pKi=10.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	clidinium	pKi=9.60000038	pKi=9.60000038	pKi=9.60000038
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	hexocyclium	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.19999981	pKi=4.19999981	pKi=4.19999981
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	dicycloverine	pKi=9.03292027	pKi=9.03292027	pKi=9.03292027	pIC50=8.36
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2	tropicamide	pKi=7.52287875	pKi=7.52287875	pKi=7.52287875	pKi=7.52
CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	cyclopentolate
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1	tridihexethyl
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.49	pKi=8.49	pKi=8.49	pKi=8.44
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	mepenzolate	pKi=8.59	pKi=8.59	pKi=8.59
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphencyclimine
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphenonium
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C	isopropamide
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2	oxybutynin	pKi=9.11	pKi=9.11	pKi=9.11	pIC50=8.57
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.88	pIC50=6.88	pIC50=6.88
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	imidafenacin
NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	darifenacin	pKd=9.52	pKd=9.52	pKd=9.52
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	methscopolamine	pKi=10.39999962	pKi=10.39999962	pKi=10.39999962	pIC50=8.96
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	aclidinium bromide	pKi=10.15	pKi=10.15	pKi=10.15	pIC50=9.77
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)N)CCC2CC3)c4ccccc4	CHEMBL1921940	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4cccc(F)c4)CCC2CC3)c5ccccc5	CHEMBL1921944	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1921942	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccccc4)CCC2CC3)c5cccs5	CHEMBL1921943	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccon4)CCC2CC3)c5cccs5	CHEMBL1922052	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4cnccn4)CCC2CC3)c5ccccc5	CHEMBL1922050	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCC4CCCCC4)CCC2CC3)c5cccs5	CHEMBL1921914	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCCc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1921927	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4ccc5ccccc5c4)CCC2CC3)c6ccccc6	CHEMBL1921910	pIC50=9.7
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(Cc4cc(on4)c5ccccc5)CCC2CC3)c6ccccc6	CHEMBL1922055	pIC50=9.7
C[C@H](Cc1ccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645307	pKi=9.7
C[C@H](Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645354	pKi=9.7
C[C@H](Cc1cccc(CCNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645320	pKi=9.7
C[C@H](Cc1cccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645303	pKi=9.7
Clc1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)nn1	CHEMBL3087946	pIC50=9.7
NC(=O)C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4	CHEMBL3087236	pIC50=9.7
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5cccnc5	CHEMBL3087364	pIC50=9.7
O[C@@H](CNCc1ccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)c1)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426688	pKi=9.7
O[C@@H](CNCc1ccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)cc1Cl)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426690	pKi=9.7
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4ccsc4)c5ccccc5	CHEMBL1779133	pIC50=9.7
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL564057	pIC50=9.7
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCN(CC7CCCC7)CC6	CHEMBL214898	pKi=9.72
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC[C@@H](C3)Oc4cccc(O)c4	CHEMBL1910851	pKi=9.75
OC(CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683938	pKi=9.75
[Br-].O[C@@](C1CCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5cccs5	CHEMBL556635	pIC50=9.75
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCN(CC7CC7)CC6	CHEMBL378772	pKi=9.77
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC(C3)Oc4cccc(O)c4F	CHEMBL1910865	pKi=9.79
CN1[C@@H]2CC[C@H]1C[C@@H](CC(C#N)(c3ccccc3)c4ccccc4)C2	CHEMBL3084650	pKi=9.8
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426691	pKi=9.8
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C)C3CCN(CC3)C4CCCCC4	CHEMBL71124	pKi=9.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccon4)CCC2CC3)c5ccccc5	CHEMBL1922051	pIC50=9.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCC4=CC5CCOC5C=C4)CCC2CC3)c6ccccc6	CHEMBL1921911	pIC50=9.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4ccncc4)CCC2CC3)c5cccs5	CHEMBL1921918	pIC50=9.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4ccc(F)cc4)CCC2CC3)c5ccccc5	CHEMBL1921904	pIC50=9.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4ccccc4F)CCC2CC3)c5cccs5	CHEMBL1924025	pIC50=9.8
Cc1ccc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)cn1	CHEMBL3087232	pIC50=9.8
Cc1ccc2nc(C[N+]34CCC(CC3)[C@H](C4)OC(=O)[C@@](C)(N5CCCCC5)c6ccccc6)oc2c1	CHEMBL1922054	pIC50=9.8
Cc1onc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c1	CHEMBL3087241	pIC50=9.8
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ccccn5	CHEMBL3087362	pIC50=9.8
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5cccnn5	CHEMBL3087368	pIC50=9.8
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ccncn5	CHEMBL3087367	pIC50=9.8
O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)C4(CCCCCC4)C5=CC=CC5	CHEMBL3088084	pIC50=9.8
O=C(O[C@H]1C[N+]2(Cc3onc(n3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6	CHEMBL3087953	pIC50=9.8
[Br-].C[N+]1(C)[C@@H]2C[C@@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4	CHEMBL3091667	pKi=9.8
[Br-].C[N@+]1(CCCCC=C)C2CCC1C[C@@H](CC(C#N)(c3ccccc3)c4ccccc4)C2	CHEMBL2023764	pKi=9.8
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4	CHEMBL1683936	pKi=9.85
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c(NC=O)c4	CHEMBL1683935	pKi=9.85
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC(C3)Oc4cccc(O)c4	CHEMBL1910856	pKi=9.89
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccccc4	CHEMBL381623	pKi=9.89
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL2114068	pKi=9.89
[Br-].OC(c1ccccc1)(c2ccccc2)C34CC[N+](CCCOc5ccccc5)(CC3)CC4	CHEMBL524097	pKi=9.89
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)N)CCC2CC3)c4cccs4	CHEMBL1921941	pIC50=9.9
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccccn4)CCC2CC3)c5ccccc5	CHEMBL1921946	pIC50=9.9
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4ccccc4F)CCC2CC3)c5ccccc5	CHEMBL1924049	pIC50=9.9
Cc1cc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)ccn1	CHEMBL1921919	pIC50=9.9
Fc1cccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c1	CHEMBL3087238	pIC50=9.9
O=C(O[C@H]1C[N+]2(CCOCc3ccccc3)CCC1CC2)C4(CCCCCC4)C5=CC=CC5	CHEMBL3088085	pIC50=9.9
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC(C3)Oc4ccccc4	CHEMBL1910848	pKi=9.96
CC(Cc1cc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)ccc1F)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645348	pKi=10.0
CC(Cc1ccc(CC(=O)Nc2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645318	pKi=10.0
CC(Cc1ccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645351	pKi=10.0
CC(Cc1ccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645311	pKi=10.0
CC(Cc1ccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645305	pKi=10.0
CC(Cc1cccc(CC(=O)NCCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645289	pKi=10.0
CC(Cc1cccc(CC(=O)NCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645281	pKi=10.0
CC(Cc1cccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645341	pKi=10.0
CC(Cc1cccc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645335	pKi=10.0
CC(Cc1cccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645309	pKi=10.0
CC(Cc1cccc(NC(=O)CCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645280	pKi=10.0
CC(N1CCCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3cccs3	CHEMBL1924036	pIC50=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CC(=O)NCc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)cc4	CHEMBL3645330	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CNC(=O)CCc5cccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)cc4	CHEMBL3645358	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5cc(C)c(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5C)c4	CHEMBL3645325	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5ccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5)c4	CHEMBL3645328	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5)c4	CHEMBL3645324	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)c4	CHEMBL3645327	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5ccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5	CHEMBL3645300	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5	CHEMBL3645364	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5C	CHEMBL3645293	pKi=10.0
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5	CHEMBL3645298	pKi=10.0
CN(CCCC(=O)Nc1cc(C)c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645277	pKi=10.0
CN(CCCC(=O)Nc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645359	pKi=10.0
CN(CCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645362	pKi=10.0
CN(CCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645274	pKi=10.0
CN(CCCC(=O)Nc1cccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)c1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3666066	pKi=10.0
CN(CCCCC(=O)Nc1cc(C)c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3666068	pKi=10.0
CN(CCCCC(=O)Nc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645288	pKi=10.0
CN(CCCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645363	pKi=10.0
CN(CCCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645283	pKi=10.0
CN(CCCCC(=O)Nc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)c1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645287	pKi=10.0
COc1cc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1NC(=O)CCCCN(C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645284	pKi=10.0
COc1cc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1NC(=O)CCCN(C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3645275	pKi=10.0
COc1cc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1NC(=O)c4cccc(c4)N(C)C(=O)CCN5CCC(CC5)OC(=O)Nc6ccccc6c7ccccc7	CHEMBL3645295	pKi=10.0
COc1cc(NC(=O)CCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645286	pKi=10.0
COc1cc(NC(=O)CCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645285	pKi=10.0
COc1cc(NC(=O)CCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645278	pKi=10.0
COc1cc(NC(=O)CCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645276	pKi=10.0
COc1cc(NC(=O)Cc2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c(Cl)cc1CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645326	pKi=10.0
COc1ccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1CC(C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645345	pKi=10.0
COc1ccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1C[C@@H](C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645346	pKi=10.0
COc1ccc(CC(C)NC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1CC(=O)NCc4ccc(cc4)N(C)C(=O)CCN5CCC(CC5)OC(=O)Nc6ccccc6c7ccccc7	CHEMBL3645356	pKi=10.0
COc1ccc(NC(=O)CCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)cc1CCNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645279	pKi=10.0
C[C@@H](Cc1ccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645352	pKi=10.0
C[C@@H](Cc1ccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645314	pKi=10.0
C[C@@H](Cc1ccc(NC(=O)CCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)cc1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645360	pKi=10.0
C[C@@H](Cc1ccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645308	pKi=10.0
C[C@@H](Cc1cccc(CC(=O)NCCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3645291	pKi=10.0
C[C@@H](Cc1cccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645343	pKi=10.0
C[C@@H](Cc1cccc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645333	pKi=10.0
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4cccc(F)c4)CCC2CC3)c5cccs5	CHEMBL1921945	pIC50=10.0
