O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
COc1ccc(CCC(O)[C@@H]2CCC[C@H]2C(=O)NCc3cc(Cl)cc(Cl)c3)cc1	CHEMBL206225	pKi=5.92
COc1cccc(c1)C2(O)C(=O)N(Cc3ccc(Cl)cc3)c4ccccc24	CHEMBL1779926	pIC50=5.92
CS(=O)(=O)NC(=O)c1cc(Cl)c(NCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3657813	pIC50=5.92
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC[C@@H]2C[C@H]3CC[C@@H](C2)N3CC(F)(F)F)cc1F	CHEMBL3657881	pIC50=5.92
CS(=O)(=O)NC(=O)c1ccc(C(O)C2C3CC4CC(CC2C4)C3)c(Cl)c1	CHEMBL3657975	pIC50=5.92
CS(=O)(=O)NC(=O)c1ccc(C2C3CC4CC(CC2C4)C3)c(Cl)c1	CHEMBL3657962	pIC50=5.92
Cc1nc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)sc1F	CHEMBL2326770	pIC50=5.92
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(c(F)c3)S(=O)(=O)Nc4cscn4	CHEMBL2326769	pIC50=5.92
Cn1nccc1c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2326767	pIC50=5.92
FC(F)(F)n1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2326766	pIC50=5.92
FC1CN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(O[C@@H]4C5CC6CC4C[C@@](Cl)(C6)C5)cc2F	CHEMBL3662188	pIC50=5.92
Fc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(cc3c4cn[nH]c4)C(F)(F)F)c(c2)C#N)nc1	CHEMBL2326765	pIC50=5.92
O=S(=O)(Nc1nccs1)c2ccc3c(cccc3c2)N4CCCC4c5ccccc5	CHEMBL3682677	pIC50=5.92
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)C(=O)Nc4ccccc4	CHEMBL3634331	pIC50=5.92
CCCCCN1C(=O)C2(OCc3cc4OCOc4cc23)c5ccccc15	CHEMBL1780064	pIC50=5.93
CN(C)C(=O)C1CN(CCO1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682630	pIC50=5.93
CN1CCC(=CC1)c2ccc(cc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ncc(F)s5)C(F)(F)F	CHEMBL3683252	pIC50=5.93
Cc1onc(c1NC(=O)NCc2ccc(cc2)n3cccn3)c4c(C)cccc4C	CHEMBL1797407	pIC50=5.93
Cn1cccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3682827	pIC50=5.93
Fc1cc(Oc2cnn(Cc3ccc(Cl)cc3)c2)ccc1S(=O)(=O)Nc4nccs4	CHEMBL2326762	pIC50=5.93
COc1cc(F)ccc1c2nncc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3682833	pIC50=5.94
COc1cc2OCC3(C(=O)N(Cc4ccccn4)c5ccccc35)c2cc1C	CHEMBL2296308	pIC50=5.94
FC(F)(F)c1cc(Oc2ccc(cc2)C(=O)NCC3CCCCN3)cc(c1)C(F)(F)F	CHEMBL3341993	pIC50=5.94
Fc1cc(ccc1Oc2ccccc2c3ccccc3)S(=O)(=O)Nc4cscn4	CHEMBL2326761	pIC50=5.94
O=C(N1CCCC1c2cccc3cc(ccc23)S(=O)(=O)Nc4nccs4)c5ccccc5	CHEMBL3682694	pIC50=5.94
OC(CCc1ccccc1OC(F)(F)F)[C@@H]2CCC[C@H]2C(=O)NCc3cc(Cl)cc(Cl)c3	CHEMBL206447	pKi=5.94
COc1cc2ccccc2cc1c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3682747	pIC50=5.95
Cc1c(Cl)ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c1c4ocnn4	CHEMBL2326760	pIC50=5.95
Cn1nccc1c2cc(CO)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2326759	pIC50=5.95
Cn1nccc1c2cc(ccc2n3cnc4cc(ccc34)S(=O)(=O)Nc5ncns5)C(F)(F)F	CHEMBL3704453	pIC50=5.95
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(C#N)c(c3)C(F)(F)F)cc2)[C@@H](O)CO	CHEMBL3688098	pIC50=5.95
NC(=O)c1cc(cc(n1)c2ccc(cc2)c3ccc(F)cc3)[C@H](O)CO	CHEMBL3688122	pIC50=5.95
CCCCCN1C(=O)C(C(=O)NCc2ccccc2)(c3ccc4OCOc4c3)c5ccccc15	CHEMBL1780050	pIC50=5.96
COCc1cc(nn1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2)C(F)F	CHEMBL2326752	pIC50=5.96
COc1cccc(c1)c2cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)ccc2Cl	CHEMBL2326754	pIC50=5.96
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC2C[C@@H]3C[C@@H]3C2)cc1F	CHEMBL3657994	pIC50=5.96
Cc1cc(Oc2ccc(cc2)S(=O)(=O)Nc3nccs3)n(n1)c4ccccc4	CHEMBL2326757	pIC50=5.96
Cc1cc(ccc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(F)s3)c4ccnn4C	CHEMBL2326755	pIC50=5.96
Cc1nn(C)cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326753	pIC50=5.96
Cn1nc(cc1c2cc(F)cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2)C(F)(F)F	CHEMBL2326756	pIC50=5.96
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4ccc(F)cn4	CHEMBL2326751	pIC50=5.96
F[C@H]1CCCN(C1)C(=O)CN2CCN(C2=O)c3cccc4c3cnn4c5ccccc5F	CHEMBL3799790	pIC50=5.96
Fc1ccc(Oc2ccccc2)c(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)c1	CHEMBL2326758	pIC50=5.96
Fc1ccccc1n2ncc3c(cccc23)N4CCN(CC(=O)NC5CC5)C4=O	CHEMBL3799205	pIC50=5.96
OC(CCc1ccccc1)[C@@H]2CCC[C@H]2COCc3cc(Cl)cc(Cl)c3	CHEMBL381052	pKi=5.96
OC(COCc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)N3Cc4ccccc4C3=O	CHEMBL3632694	pIC50=5.96
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)N4C(=O)COc5ccccc45	CHEMBL3634326	pIC50=5.96
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)NC(=O)c4ccccc4	CHEMBL3634330	pIC50=5.96
OCCS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(c1)C5CC5	CHEMBL3657957	pIC50=5.96
CC(Oc1cc(F)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4)C#N	CHEMBL3687667	pIC50=5.97
CN1c2ccc(cc2CCc3cc(ccc13)C(F)(F)F)c4cccc(n4)[C@H](O)CO	CHEMBL3581054	pIC50=5.97
COc1cc(OCC(F)(F)F)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3687632	pIC50=5.97
Fc1ccc(F)c(c1)n2nc(cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)C5CC5	CHEMBL2326750	pIC50=5.97
CC(C)(C)OC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL252635	pIC50=5.98
CC(C)(C)n1nc(cc1c2ccc(Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4)cc2)C(F)(F)F	CHEMBL2326748	pIC50=5.98
CN1Cc2cc(ccc2Oc3ccc(cc13)C(F)(F)F)c4cccc(n4)[C@H](O)[C@@H](O)C(=O)N	CHEMBL3581059	pIC50=5.98
COc1cc(ccc1c2nc(C)nc3cc(ccc23)S(=O)(=O)Cl)C4(F)COC4	CHEMBL3687743	pIC50=5.98
COc1cc(ccc1c2ncnc3CN(CCc23)S(=O)(=O)Nc4ncc(F)s4)C(F)(F)F	CHEMBL3683242	pIC50=5.98
COc1ccccc1c2nncc3cc(ccc23)S(=O)(=O)Nc4ncc(F)s4	CHEMBL3682840	pIC50=5.98
COc1ncccc1c2ncc(F)c3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687654	pIC50=5.98
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(Cl)c1	CHEMBL3657814	pIC50=5.98
Cc1cc(C)n(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326749	pIC50=5.98
NC(=O)CN1CCN(c2ccc(cc2)C(F)(F)F)c3ccc(cc3C1)c4cccc(n4)[C@H](O)CO	CHEMBL3577023	pIC50=5.98
OC(=O)c1cc(cc(n1)n2ccc3c(cccc23)[N+]#[C-])c4ccc(Oc5ccc(F)cc5)cc4	CHEMBL3688097	pIC50=5.98
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc9ccccc9)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%10CCCN%10C1=O)C(C)C	CHEMBL3797810	pIC50=5.99
CN1Cc2cc(ccc2Oc3ccc(cc13)c4cccc(n4)[C@H](O)CO)C(F)(F)F	CHEMBL3581058	pIC50=5.99
COc1ccc(OC(F)(F)F)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682743	pIC50=5.99
COc1ccccc1c2ccccc2Oc3ccc(c(F)c3)S(=O)(=O)Nc4nccs4	CHEMBL2326467	pIC50=5.99
COc1nc(C)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687664	pIC50=5.99
Cc1cc(ccc1Oc2ccccc2c3ccccc3)S(=O)(=O)Nc4nccs4	CHEMBL2326466	pIC50=5.99
Cn1cc(c2ccc(cc2c3ccnn3C)C(F)(F)F)c4ccc(nc14)S(=O)(=O)Nc5ncns5	CHEMBL3704418	pIC50=5.99
CC(=O)N1CC(C1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2326802	pIC50=6.0
CC(C)(C)NC(=O)c1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326784	pIC50=6.0
CC(C)(C)n1ccc(n1)c2cc(F)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4	CHEMBL2326799	pIC50=6.0
CC(C)C1CN(C(=O)N1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2322083	pIC50=6.0
CC(C)Oc1cc(c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)n(C)n1	CHEMBL2326775	pIC50=6.0
CC(C1CC1)n2c(CNC(=O)[C@@H](Cc3ccccc3C(F)(F)F)NC(=O)OC(C)(C)C)nc4cccnc24	CHEMBL253883	pIC50=6.0
CC(O)CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3657996	pIC50=6.0
CC1CN(C(=O)N1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2322082	pIC50=6.0
CCCCOc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(N4CCN(C)CC4)c3C2	CHEMBL2069399	pIC50=6.0
CCn1nc(cc1C(F)(F)F)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c(F)c2	CHEMBL2326776	pIC50=6.0
CCn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncccn4)cc2)C(F)(F)F	CHEMBL2326779	pIC50=6.0
CCn1nc(cc1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ccc(F)cn4)c2)C(F)(F)F	CHEMBL2322071	pIC50=6.0
CN(C)C(=O)c1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326781	pIC50=6.0
CN(C)Cc1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326783	pIC50=6.0
CN(C)S(=O)(=O)N1CCN(CC1)C(=O)c2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3684293	pIC50=6.0
CN1CCN(C1=O)c2ccc(Oc3ccc(SNc4nccs4)cc3C#N)cc2	CHEMBL2326795	pIC50=6.0
COC(=O)c1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)ccc1n4cc(Cl)cn4	CHEMBL2322084	pIC50=6.0
COCCS(=O)(=O)NC(=O)c1cc(Cl)c(OCC2(C#N)C3CC4CC(CC2C4)C3)cc1F	CHEMBL3657968	pIC50=6.0
COCc1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326782	pIC50=6.0
COc1cccc(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326790	pIC50=6.0
COc1ncc(cn1)c2cccnc2C(F)(F)CNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147315	pIC50=6.0
Cc1cc(C)n(n1)c2ccc(Oc3ccc(c(F)c3)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2322075	pIC50=6.0
Cc1cc(Cl)ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3687753	pIC50=6.0
Cc1cc(ccc1Oc2ccccc2c3ccnn3C)S(=O)(=O)Nc4cscn4	CHEMBL2322076	pIC50=6.0
Cc1cc(cnc1OCCOCC(F)(F)F)C(=O)NCCc2ccccc2c3cnc(C)nc3	CHEMBL2147218	pIC50=6.0
Cc1scnc1NS(=O)(=O)c2cc(Cl)c(Oc3ccc(F)cc3c4ccnn4C)cc2F	CHEMBL2326801	pIC50=6.0
Clc1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)ccc1c4cc(n[nH]4)C5CC5	CHEMBL2322072	pIC50=6.0
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nncs3)c(c1)c4cc(ncn4)N5CCOCC5	CHEMBL2322070	pIC50=6.0
Clc1ccc(c(Cl)c1)n2cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cn2	CHEMBL2326778	pIC50=6.0
Clc1ccc(cc1)c2nc(COc3ccccc3C(=O)N4CCCC4)cs2	CHEMBL195235	pIC50=6.0
Clc1ccc(cc1)n2cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cn2	CHEMBL2326777	pIC50=6.0
Cn1cc(c(N)n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326793	pIC50=6.0
Cn1cc(cn1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2326786	pIC50=6.0
Cn1ccnc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2326460	pIC50=6.0
Cn1cnnc1c2cc(Cl)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4	CHEMBL2322087	pIC50=6.0
Cn1nc(cc1c2ccc(Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4nncs4)c(c2)C#N)C(F)(F)F	CHEMBL2322086	pIC50=6.0
Cn1nc(cc1c2ccc(Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4)cc2)C(F)(F)F	CHEMBL2326463	pIC50=6.0
Cn1nccc1c2cc(Br)ccc2Oc3ccc(cc3C(=O)N)S(=O)(=O)Nc4ncns4	CHEMBL2326464	pIC50=6.0
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)cn4	CHEMBL2322080	pIC50=6.0
Cn1nccc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cn2	CHEMBL2326803	pIC50=6.0
Cn1nccc1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2	CHEMBL2326789	pIC50=6.0
Cn1ncnc1c2cc(Cl)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4ncc(F)s4	CHEMBL2326780	pIC50=6.0
FC(F)(F)C(=O)OCc1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)cc2	CHEMBL2322078	pIC50=6.0
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4	CHEMBL2069407	pIC50=6.0
FC(F)(F)c1cc(ccc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)n4cccn4	CHEMBL2326797	pIC50=6.0
FC(F)(F)c1ccn(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2322068	pIC50=6.0
FC(F)(F)c1ccnc(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326791	pIC50=6.0
FC(F)(F)c1cn(cn1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2326785	pIC50=6.0
FC(F)(F)n1ccc(n1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2322074	pIC50=6.0
FCCCn1nc(cc1C(F)(F)F)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c(F)c2	CHEMBL2322081	pIC50=6.0
Fc1cc(Oc2cc(ccc2c3cncnc3)C(F)(F)F)c(Cl)cc1S(=O)(=O)Nc4cscn4	CHEMBL2322085	pIC50=6.0
Fc1cc(Oc2ccc(Cl)cc2c3cn[nH]c3)ccc1S(=O)(=O)Nc4cscn4	CHEMBL2326462	pIC50=6.0
Fc1ccc(Oc2ccc(SNc3ncns3)cc2C#N)c(c1)C4CC4	CHEMBL2322077	pIC50=6.0
Fc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3cscn3)c(c1)c4cnn(CC(F)(F)F)c4	CHEMBL2326787	pIC50=6.0
Fc1ccccc1n2ncc3c(cccc23)N4CCN(CC(=O)N5CCCC5)C4=O	CHEMBL3797267	pIC50=6.0
Fc1cnc(CCN2C(C(=O)NCc3ccc(F)c(c3)C(F)(F)F)c4ccccc4C2=O)nc1	CHEMBL2164044	pIC50=6.0
Fc1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326465	pIC50=6.0
NC(=O)c1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2322073	pIC50=6.0
Nc1[nH]ncc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2322069	pIC50=6.0
Nc1nccc(n1)c2cc(F)ccc2Oc3cc(F)c(cc3F)S(=O)(=O)Nc4ncc(Cl)s4	CHEMBL2326800	pIC50=6.0
Nc1nn(CC(F)(F)F)cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326792	pIC50=6.0
O=C1CCCN1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326796	pIC50=6.0
O=C1NCCN1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326794	pIC50=6.0
O=S(=O)(Nc1cc(ccn1)C#N)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N	CHEMBL2326788	pIC50=6.0
OC(=O)c1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)ccc1n4cc(Cl)cn4	CHEMBL2326798	pIC50=6.0
OC(COc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)C(=O)Nc3ccccc3	CHEMBL3632697	pIC50=6.0
OC(COc1cccc(c1)C(F)(F)F)CN2CCC(CC2)N3Cc4ccccc4C3=O	CHEMBL3632691	pIC50=6.0
OCc1cnn(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)cc2	CHEMBL2322079	pIC50=6.0
OCc1coc(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)cc2	CHEMBL2326461	pIC50=6.0
CC[C@H](C)[C@@H]1NC(=O)[C@H]2CSSC[C@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc9ccccc9)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%10CCCN%10C1=O)C(C)C	CHEMBL3798855	pIC50=6.01
CN1C(=O)[C@H](NC(=O)[C@@H](Cc2cccnc2)NC(=O)OC(C)(C)C)N=C(c3ccccc3)c4ccccc14	CHEMBL246425	pIC50=6.01
COc1ccccc1c2ncc(O)c3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3682818	pIC50=6.01
COc1nc(Cl)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687660	pIC50=6.01
Cn1nc(cc1c2cc(F)c(F)c(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2)C(F)(F)F	CHEMBL2322066	pIC50=6.01
FC(F)(F)Oc1ccc(CNC(=O)[C@@H]2CCC[C@H]2C3=NC(CO3)c4ccc(Cl)cc4)cc1	CHEMBL565327	pIC50=6.01
FC(F)(F)c1ccc(c(Cl)c1)c2ncnc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687755	pIC50=6.01
Fc1cc(ccc1Oc2ccc(Cl)cc2c3ccn[nH]3)S(=O)(=O)Nc4nccs4	CHEMBL2322067	pIC50=6.01
Fc1ccc(Oc2ccc(cc2)c3cccc(n3)C(=O)N4CCN(CC4)S(=O)(=O)c5ccc(cc5)C#N)cc1	CHEMBL3684299	pIC50=6.01
NC(=O)N1CCN(c2ccc(cc2)C(F)(F)F)c3ccc(cc3C1)c4cccc(n4)[C@H](O)CO	CHEMBL3577029	pIC50=6.01
OC(CCc1ccccc1)[C@@H]2CCC[C@H]2C(=O)NCc3cc(Cl)cc(Cl)c3	CHEMBL206758	pKi=6.01
CC(=O)N1CC(C1)n2nccc2c3cc(F)ccc3Oc4cc(F)c(cc4Cl)S(=O)(=O)Nc5cscn5	CHEMBL2322064	pIC50=6.02
