COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O	eluxadoline	pKi=8.76955128	pKi=8.76955128	pKi=8.76955128	pEC50=9.0
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=7.01772881	pKi=7.01772881	pKi=7.01772881
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	dezocine	pEC50=7.42	pEC50=7.42	pEC50=7.42
CCOC(=O)C1(CCN(C)CC1)c2ccccc2	pethidine	pKi=6.04	pKi=6.04	pKi=6.04
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2C	levorphanol	pKi=9.68	pKi=9.68	pKi=9.68	pKi=9.68
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	tramadol	pKi=5.8	pKi=5.8	pKi=5.8
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2CC=C	levallorphan	pKi=9.32	pKi=9.32	pKi=9.32	pKi=8.77
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3O	hydromorphone	pKi=9.55	pKi=9.55	pKi=9.55	pKi=9.55
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3OC	hydrocodone	pKi=8.02	pKi=8.02	pKi=8.02	pKi=8.02
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])C=C[C@@H]2O)=CC=C3OC	codeine	pKi=6.14	pKi=6.14	pKi=6.14
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC	dihydrocodeine
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	methylnaltrexone	pKi=7.55	pKi=7.55	pKi=7.55
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	sufentanil	pEC50=8.13	pEC50=8.13	pEC50=8.13
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	remifentanil
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O	oxymorphone	pKi=9.4437	pKi=9.4437	pKi=9.4437
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3OC	oxycodone	pKi=7.7959	pKi=7.7959	pKi=7.7959
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC=C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3O	naloxone	pKi=8.81	pKi=8.81	pKi=8.81	pIC50=7.7
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CCC6)CC[C@@]14[C@@]5(O)CC[C@@H]2O)=CC=C3O	nalbuphine	pKi=8.8	pKi=8.8	pKi=8.8	pIC50=7.62
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	morphine	pEC50=7.86	pEC50=7.86	pEC50=7.86	pKi=7.42
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	naltrexone	pKi=9.38	pKi=9.38	pKi=9.38	pIC50=7.81
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2	methadone	pKi=8.78	pKi=8.78	pKi=8.78	pIC50=8.39
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	loperamide	pKi=8.8239	pKi=8.8239	pKi=8.8239	pIC50=8.84
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2	levomethadyl acetate
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	fentanyl	pEC50=9.0014	pEC50=9.0014	pEC50=9.0014
CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	diphenoxylate	pIC50=7.1674	pIC50=7.1674	pIC50=7.1674
[H][C@@](C)(CN(C)C)[C@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1	dextropropoxyphene
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	buprenorphine	pKi=8.29	pKi=8.29	pKi=8.29	pKi=8.82
CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1	anileridine
C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1	alvimopan	pKi=9.3979	pKi=9.3979	pKi=9.3979	pKi=9.33
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	alfentanil	pEC50=8.5	pEC50=8.5	pEC50=8.5
[H]C1(C=CCCC1(C(=O)OCC)C1=CC=CC=C1)N(C)C	tilidine	pEC50=5.1	pEC50=5.1	pEC50=5.1
CCC(=O)N(C(C)CN1CCCCC1)C1=CC=CC=N1	propiram
CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1	meptazinol	pEC50=8.06	pEC50=8.06	pEC50=8.06
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1	butorphanol	pKi=9.92	pKi=9.92	pKi=9.92	pKi=9.66
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C	nalmefene	pKd=9.53	pKd=9.53	pKd=9.53	pKi=9.04
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2OCCOCCOCCOCCOCCOCCOCCOC	naloxegol
OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	difenoxin
[H][C@@]1(CCCC[C@H]1O)[C@@H](N(C)C)C1=CC(O)=CC=C1	ciramadol
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	acetylmethadol
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O	naldemedine
C[C@@H](N(C)C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@H]2Cc3ccccc3CN(CC(=O)N)C2=O	CHEMBL2151735	pKi=7.83
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccc(O)cc5)NC(=O)CCC(=O)N[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O	CHEMBL2158990	pKi=7.83
N\C(=N\Cc1ccc(O)cc1)\Nc2ccc3[nH]c4[C@@H]5Oc6c(O)ccc7C[C@H]8N(CC9CC9)CC[C@@]5(c67)[C@@]8(O)Cc4c3c2	CHEMBL610036	pKi=7.83
O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]3CCCN3Cc4ccccc4C#N)Nc5ccccc5	CHEMBL38495	pKi=7.83
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56C(Oc1c25)c7[nH]c8c(NC(=O)c9ccc(C=O)c(C=O)c9)cccc8c7C[C@@]36O	CHEMBL609998	pKi=7.83
O=C1Cc2ccccc2N1C3CCN(CC4CCCCCCC4)CC3	CHEMBL317152	pKi=7.84
CC(=O)CN1CN(c2ccccc2)C3(CCN(CC3)C4CCC(C)(C)c5ccccc45)C1=O	CHEMBL511649	pKi=7.85
CNC(=O)CN1Cc2ccccc2N(C3CCN(CC3)C4CCC5CCCCC5C4)S1(=O)=O	CHEMBL1079943	pKi=7.85
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]4Cc5c(Br)cc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	CHEMBL1834414	pKi=7.85
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCCC4	CHEMBL402820	pKi=7.85
COc1ccccc1CN(C)c2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2	CHEMBL2048775	pKi=7.85
C[C@H]1CN2CCN(Cc3ccc(C)cc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL217999	pKi=7.85
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)NCCN(CC3Cc4ccccc4CN3C(=O)[C@@H](N)Cc5ccc(O)cc5)[C@@H](Cc6ccccc6)C(=O)NC(CC7CCCCC7)C(=O)O	CHEMBL3758231	pKi=7.85
Cl.Oc1cccc(c1)[C@@]23CCC[C@@H](C2)N(C\C=C/c4ccccc4)CC3	CHEMBL1672180	pKi=7.85
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)N3C[C@H](Cc4ccccc4C3)C(=O)N)Cc5ccccc5.OC(=O)C(F)(F)F	CHEMBL2409034	pKi=7.85
N\C(=N\Cc1cccc(O)c1)\Nc2ccc3[nH]c4[C@@H]5Oc6c(O)ccc7C[C@H]8N(CC9CC9)CC[C@@]5(c67)[C@@]8(O)Cc4c3c2	CHEMBL610040	pKi=7.85
O=C(CCCCCCCCC(=O)Oc1ccc2C[C@@H]3C4CCCC[C@]4(CCN3CC#C)c2c1)Oc5ccc6C[C@@H]7C8CCCC[C@]8(CCN7CC#C)c6c5	CHEMBL372823	pKi=7.85
Oc1ccc2O[C@H]3CN(CC4CC4)CC[C@@]3(CCCCc5ccccc5)c2c1	CHEMBL3409114	pKi=7.85
Oc1ccc2O[C@H]3CN(CCc4ccccc4)CC[C@@]3(CCCc5ccccc5)c2c1	CHEMBL3409100	pKi=7.85
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3CC=C)c4cccc(OC)c4	CHEMBL303875	pKi=7.86
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](C(=C)C(=O)N)c5ccc(F)cc5	CHEMBL2163910	pKi=7.86
CCC(=O)N(C1CCN(CCCCC[18F])CC1)c2ccccc2	CHEMBL371268	pKi=7.87
CCCCCCNC(=O)NCCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6CC7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1	CHEMBL323398	pKi=7.87
CCC\N=C(/N)\Cc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6CC7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1	CHEMBL106758	pKi=7.87
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3Cc4cccs4)c5ccc(OC)cc5	CHEMBL67326	pKi=7.87
CCO[C@@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]4Oc5c(O)ccc6CC2N(C)CCC34c56	CHEMBL1169584	pEC50=7.87
CO[C@]12CC[C@@]3(C[C@@H]1C(=O)NCCCCCCNC(=O)CCN4C(=O)c5cccc6c(N)ccc(C4=O)c56)[C@H]7Cc8ccc(O)c9O[C@@H]2[C@]3(CCN7C)c89	CHEMBL3746169	pKd=7.87
COc1ccc2CC3N(C)CC[C@@]4([C@@H]5\C(=C(/C)\c6ccccc6)\C[C@]34Cc7c5[nH]c8ccccc78)c2c1O	CHEMBL107420	pKi=7.87
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(I)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL3734889	pIC50=7.88
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3C(=O)CN(C)C	CHEMBL2112474	pKi=7.88
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3CCF	CHEMBL3397593	pKi=7.88
CCOC(=O)Cc1c(O)n(Cc2ccccc2)c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(C)CC[C@@]4(c56)[C@@]7(O)Cc13	CHEMBL3357966	pKi=7.88
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]4Cc5c(Cl)cc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	CHEMBL1834415	pKi=7.88
O=C1NCN(c2ccccc2)C13CCN(CC3)[C@H]4CCCc5ccccc45	CHEMBL26638	pKi=7.88
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)\C(=C\c7ccccc7)\C[C@@]36O	CHEMBL252172	pKi=7.88
CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc4ccc(O)cc4)[C@@H](C)O)C(=O)N	CHEMBL3597152	pKi=7.89
CCCCCCCN1C[C@H](C)[C@@](C)(C[C@H]1CCC)c2cccc(O)c2	CHEMBL383094	pKi=7.89
CN1CC[C@]23[C@H]4Oc5c(NCc6ccccc6O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35	CHEMBL2048785	pKi=7.89
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CC6=C4N(C)C(=O)[C@@H](CCO)C6)c35	CHEMBL3309509	pKi=7.89
CO[C@]12C(O)C[C@@]3(C[C@@H]1[C@H](C)O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4C)c56	CHEMBL238017	pKi=7.89
COc1ccc(\C=C\C(=O)NC[C@H]2C[C@]34CC[C@@]2(OC)[C@@H]5Oc6c(OC)ccc7C[C@H]3N(C)CC[C@@]45c67)cc1	CHEMBL2113302	pKi=7.89
COc1cccc(CN(C)c2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2)c1	CHEMBL2048776	pKi=7.89
C[C@H]1CN(Cc2c(C)nn(c2C)c3ccccc3)CC[C@@]1(C)c4cccc(c4)C(=O)N	CHEMBL342479	pKi=7.89
C[C@H]1CN2CCN(Cc3cccc(OCc4ccccc4)c3)C[C@H]2C[C@@]1(C)c5cccc(O)c5	CHEMBL384895	pKi=7.89
C[C@H]1CN2CCN(Cc3cccnc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL219099	pKi=7.89
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2CN=C(N)N	CHEMBL309236	pIC50=7.89
O=C(Nc1ccc2C[C@@H]3C4CCCC[C@]4(CCN3CC5CCC5)c2c1)\C=C\C(=O)Nc6ccc7C[C@@H]8C9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL201219	pKi=7.89
O=C1NCN(c2ccccc2)C13CCN(CC3)C4CCCc5ccccc45	CHEMBL27460	pKi=7.89
O=S1(=O)NCc2ccccc2N1C3CCN(CCC(c4ccccc4)c5ccccc5)CC3	CHEMBL362160	pKi=7.89
Oc1ccc(CN2C[C@H]3[C@H]4Cc5ccc(O)cc5[C@@]3(CCN4CC6CC6)CC2=O)cc1	CHEMBL3695668	pKi=7.89
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C=C36)c8ccc(Cl)cc8	CHEMBL2179663	pKi=7.89
Oc1ccc2O[C@H]3CN(CC4CC4)CC[C@@]3(CCCc5ccccc5)c2c1	CHEMBL3409106	pKi=7.89
Brc1cccc(c1)N2CNC(=O)C23CCN(CC3)C4Cc5cccc6cccc4c56	CHEMBL419272	pKi=7.9
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2COCc4ccccc4	CHEMBL76089	pIC50=7.9
O=C1NCN(c2ccccc2)C13CCN(CC3)[C@H]4Cc5cccc6cccc4c56	CHEMBL1907858	pKi=7.9
O=C1NCN(c2ccccc2)C13CCN(CC3)[C@@H]4CCCc5ccccc45	CHEMBL27716	pKi=7.91
CC(C)CCCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL237934	pKi=7.92
CCCCCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL237716	pKi=7.92
CNC(=O)CN1Cc2ccccc2N(C3CCN(CC3)C4CCC(CC4)C(C)C)S1(=O)=O	CHEMBL1081192	pKi=7.92
CNC(=O)Nc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CC5)c2c1	CHEMBL428038	pKi=7.92
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccccc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL363324	pKi=7.92
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@]6(CC[C@@]35C[C@@H]6COCc7ccc(cc7)C(C)(C)C)OC	CHEMBL3664536	pKi=7.92
C[C@H]1CN2CCN(Cc3cocc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL217950	pKi=7.92
C[C@H]1CN2C[C@@H](NC[C@H]2C[C@@]1(C)c3cccc(O)c3)c4ccccc4	CHEMBL219319	pIC50=7.92
Cl.CN(C)[C@@]1(CC[C@H](CC1)OCc2ccccc2)c3ccccc3	CHEMBL3325748	pKi=7.92
Cl.Cl.CCOc1ccc(Cc2nc3cc(NC(=N)c4ccsc4)ccc3n2CCN(CC)CC)cc1	CHEMBL3217210	pKi=7.92
OC(CCCC(O)COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL1076575	pKi=7.92
Oc1ccc2O[C@H]3CN(CCc4ccc(F)cc4)CC[C@@]3(CCCCc5ccccc5)c2c1	CHEMBL3409110	pKi=7.92
CCCCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL237506	pKi=7.93
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@]6(CC[C@@]35C[C@@H]6CNC(=O)\C=C\c7ccc(C)cc7)OC	CHEMBL2113297	pKi=7.93
Oc1ccccc1CN2CCC[C@@H]2C\N=C(/S)\N3Cc4ccccc4C[C@H]3CNC(=O)Nc5ccccc5	CHEMBL40409	pKi=7.93
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3	CHEMBL415247	pKi=7.94
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CC4CC5CCC4C5)[C@H]6Cc7ccc(O)c8O[C@@H]2[C@]3(CCN6CC9CC9)c78	CHEMBL1834413	pKi=7.94
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC2=O)C(=O)N	CHEMBL3759981	pEC50=7.94
CC(C)CCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL237718	pKi=7.95
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@]6(CC[C@@]35C[C@@H]6CNC\C=C\c7ccccc7)OC	CHEMBL2113309	pKi=7.95
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7ccc8ccccc8c7	CHEMBL2397019	pEC50=7.95
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL3735058	pIC50=7.96
CC1(CCCCCCC1)N2CCC(CC2)n3c(nc4ccccc34)c5cccc(OCCO)c5	CHEMBL480425	pKi=7.96
CC1(CCCCCCC1)N2CCC(CC2)n3cnc4ccccc34	CHEMBL480619	pKi=7.96
CN1CCC[C@@H](C1)c2nc3ccccc3n2C4CCN(CC4)C5(C)CCCCCCC5	CHEMBL501331	pKi=7.96
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(NC(=O)Nc5ccccc5)cc34	CHEMBL568829	pKi=7.96
CNC(=O)CN1C(=O)N(C2CCN(CC2)C3CCCCCCCCC3)c4ccccc14	CHEMBL1088036	pKi=7.96
COC(=O)c1cccc(CN2CCN3C[C@H](C)[C@@](C)(C[C@@H]3C2)c4cccc(O)c4)c1	CHEMBL219044	pKi=7.96
COc1c(ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35O)c12)C(=O)N	CHEMBL195285	pKi=7.96
C[C@H]1C2Cc3ccc(cc3[C@@]1(C)CCN2CC4CC4)C(=O)NCc5ccc(cc5)c6ccccc6	CHEMBL1162933	pKi=7.96
C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c3cccc(CO)c3	CHEMBL138036	pKi=7.96
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC3CCCCC3)C(=O)O)CC[C@@]1(C)c4cccc(O)c4	CHEMBL270401	pKi=7.96
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)O)CC[C@@]1(C)c3cccc(O)c3	CHEMBL257895	pKi=7.96
C[C@H]1CN2CCN(Cc3ccccc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL376690	pIC50=7.96
Cl.Cl.CN(C)[C@@]1(CC[C@H](CC1)NCCc2ccccc2)c3ccccc3	CHEMBL3325878	pKi=7.96
Cl.Oc1cccc(c1)[C@@]23CCC[C@@H](C2)N(C[C@@H]4C[C@@H]4c5ccccc5)CC3	CHEMBL1672188	pKi=7.96
Clc1ccc2CCC(Cc2c1)N3CCC4(CC3)N(CNC4=O)c5ccccc5	CHEMBL447779	pKi=7.96
Clc1cccc2CCCC(N3CCC4(CC3)N(CNC4=O)c5ccccc5)c12	CHEMBL393781	pKi=7.96
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CCCCNC(=O)CNC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4cccnc4)NC2=O	CHEMBL3763920	pIC50=7.96
O=C(CCCCCCCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)Oc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL346436	pEC50=7.96
CC1(C)C(CCc2ccc(O)cc12)NC\C=C\c3ccccc3	CHEMBL189243	pKi=7.97
CC1C(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14	CHEMBL2387195	pKi=7.98
CCC1C(=O)N(C2CCN(Cc3cccc4[nH]ccc34)CC2)c5ccccc15	CHEMBL3262548	pKi=7.98
CCNC(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3CC=C)\c4ccccc4	CHEMBL68342	pKi=7.98
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]4Cc5cc(Br)c(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	CHEMBL1834416	pKi=7.98
COc1cccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35OC)c12	CHEMBL322796	pKi=7.98
N\C(=N\Cc1ccccc1)\Nc2ccc3[nH]c4[C@@H]5Oc6c(O)ccc7C[C@H]8N(CC9CC9)CC[C@@]5(c67)[C@@]8(O)Cc4c3c2	CHEMBL610043	pKi=7.98
O=C1Cc2ccccc2N1C3CCN(CC3)C4CCC5CCCCC5C4	CHEMBL316699	pKi=7.98
O[C@@H]1C[C@@H]2C[C@](CCN2CCc3ccccc3)(C1)c4cccc(O)c4	CHEMBL2418737	pKi=7.98
CC(=O)Nc1ccc(CN2CCC[C@@H]2C\N=C(/S)\N3Cc4ccccc4C[C@H]3CNC(=O)Nc5ccccc5)cc1	CHEMBL290919	pKi=7.99
CCC1C(=O)N(C2CCN(CC2)C3CCc4ccccc4C3)c5ccccc15	CHEMBL3262547	pKi=7.99
CCC1C(=O)N(C2CCN(CCCc3ccccc3)CC2)c4ccccc14	CHEMBL3262551	pKi=7.99
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@@]2(Cc6c4[nH]c7ccccc67)NCCCc8ccccc8)c35	CHEMBL2113378	pKi=7.99
C(Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1)c7ccccc7	CHEMBL1766030	pKi=8.0
CN(C)c1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1	CHEMBL1766036	pKi=8.0
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc(Br)cc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL259299	pKi=8.0
COC(=O)[C@@H]1C[C@H](OC(=O)c2cccs2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL264967	pKi=8.0
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccsc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL410436	pKi=8.0
COC(=O)[C@@H]1C[C@H](OC(=O)c2oc3ccccc3c2)C(=O)[C@H]4[C@@]1(C)CC[C@H]5C(=O)O[C@@H](C[C@]45C)c6cocc6	CHEMBL260121	pKi=8.0
COc1ccc(CNc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CC6)c3c2)cc1	CHEMBL568877	pIC50=8.0
C[C@H]1C2Cc3cc4nn[nH]c4cc3[C@@]1(C)CCN2CC5CC5	CHEMBL515593	pKi=8.0
